	GSM2345472	GSM2345460	GSM2345464	GSM2345473	GSM2345470	GSM2345461	GSM2345466	GSM2345463	GSM2345469	GSM2345471	GSM2345462	GSM2345465	GSM2345468	GSM2345467	GSM2345459
Gm3940	0	1	4	0	0	2	0	0	0	0	0	0	1	1	0
Gm3943	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm3944	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
Gm3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3962	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Gm3972	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4017	0	2	1	0	1	0	1	1	1	2	1	0	1	0	0
Gm4027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40319	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm4034	6	7	9	5	7	4	5	4	4	1	0	14	12	3	14
Gm40414	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
Gm4045	0	0	0	3	0	0	0	2	0	0	0	2	8	0	0
Gm4064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4070	0	5	4	2	0	1	7	0	9	0	11	8	5	2	2
Gm4073	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm4076	3	1	2	0	0	3	5	2	1	1	3	3	2	3	5
Gm4083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4131	0	2	0	0	0	1	1	0	0	0	0	1	0	0	2
Gm4133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm4141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4149	1123	644	1073	361	1100	782	776	899	969	252	483	753	1537	1205	815
Gm4152	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0
Gm4175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4202	140	237	91	171	0	263	562	216	287	45	178	334	119	0	254
Gm4204	0	42	0	32	0	0	65	0	1	8	0	72	13	0	1
Gm4207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4217	0	2	0	0	0	4	2	3	5	0	8	0	9	0	0
Gm4222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42372	21	57	23	29	17	24	25	35	63	28	8	32	40	20	44
Gm42402	0	0	0	0	0	1	0	1	1	1	0	4	0	0	0
Gm42416	0	9	0	11	0	4	0	14	0	6	0	0	2	0	5
Gm42417	1	10	17	13	13	35	26	1	5	0	0	29	16	26	17
Gm42419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42420	13	0	17	7	27	16	4	12	9	16	10	14	14	26	6
Gm42421	0	0	1	0	0	0	2	0	0	3	0	1	2	0	0
Gm42424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4245	31	4	17	14	20	13	31	9	15	0	4	13	30	29	10
Gm42451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42453	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Gm42459	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm4246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42464	0	1	0	1	0	2	0	1	0	1	0	1	0	0	2
Gm42465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4248	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm42511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42522	1	7	7	2	8	2	2	1	2	1	4	4	12	5	3
Gm42525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42573	0	0	1	3	0	0	0	0	1	0	0	0	3	0	0
Gm42578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42580	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm42581	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4259	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm42593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42627	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42628	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0
Gm42641	79	68	152	61	79	85	125	47	53	31	54	131	87	78	46
Gm42642	1	0	0	0	0	1	0	0	0	1	0	0	2	1	1
Gm42643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42665	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0
Gm42666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42669	70	829	63	135	22	168	307	419	127	142	120	419	31	37	311
Gm42672	0	3	0	0	0	1	1	2	0	0	0	1	0	0	1
Gm42673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42674	6	0	18	0	7	10	6	6	0	3	7	13	5	0	0
Gm42677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42688	132	87	58	64	56	60	60	68	112	52	53	65	105	84	82
Gm42689	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm42694	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm42698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42715	104	228	112	82	128	88	115	106	132	52	103	183	138	103	188
Gm42718	11	141	14	29	7	22	54	52	21	47	17	76	13	8	36
Gm42719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42730	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Gm42739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42742	255	247	74	163	109	174	220	124	151	152	38	272	295	349	147
Gm42758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42776	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
Gm42779	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
Gm42785	51	686	37	97	11	131	220	322	102	150	86	356	24	29	311
Gm42786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42791	20	18	13	1	7	7	13	6	10	5	18	4	12	0	3
Gm42795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42807	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm42814	3	6	0	2	0	2	0	6	7	0	10	7	3	2	7
Gm42816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm42818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42855	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm42857	5	247	17	34	7	36	78	104	31	37	10	128	18	9	99
Gm42859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42861	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42878	11	87	7	2	0	11	12	27	14	5	30	17	8	4	19
Gm42883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42906	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
Gm42911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42915	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
Gm42924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42927	166	3476	244	499	73	551	1092	1650	395	683	259	1637	124	118	1224
Gm42932	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm42933	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm42935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4294	0	0	0	1	0	0	88	0	0	88	0	0	0	0	0
Gm42957	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0
Gm42958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4297	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm42976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43008	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1
Gm4301	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm43013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43028	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Gm4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43058	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm43060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43064	4	0	0	0	0	0	0	0	0	0	0	0	0	4	4
Gm4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43070	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Gm4308	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm43083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43089	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm43090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43105	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm43106	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
Gm43110	21	1	0	1	6	5	12	6	1	16	3	8	10	22	7
Gm43115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4312	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm43124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43142	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Gm43155	0	0	0	0	1	0	0	2	1	0	0	0	2	0	1
Gm43157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43158	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm43160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43191	8	13	5	8	0	0	0	0	0	15	0	6	0	0	17
Gm43193	0	3	1	2	1	1	2	0	2	0	2	2	2	0	0
Gm43199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43213	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Gm43214	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
Gm43215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43218	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Gm4322	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43245	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm43247	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
Gm43249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43295	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm43297	1	1	0	3	1	0	1	0	1	1	0	0	1	1	1
Gm43302	0	0	0	0	0	0	0	0	4	0	7	5	0	0	7
Gm43304	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1
Gm43308	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm43309	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Gm43310	0	3	2	0	0	0	0	3	1	1	0	0	0	0	1
Gm43315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4332	394	242	343	125	349	305	284	320	358	135	155	380	478	380	223
Gm43324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4335	2	5	0	2	6	0	4	6	2	0	4	8	9	0	11
Gm43354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43368	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43384	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Gm43390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43396	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Gm4340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43408	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm4342	0	3	2	0	2	2	2	0	2	0	2	0	0	0	0
Gm43424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43438	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm43440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43442	10	12	7	2	0	10	22	9	6	5	0	2	15	3	5
Gm43456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43471	0	0	2	0	4	0	0	0	0	0	2	0	5	0	4
Gm43472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43491	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm43493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43498	9	39	0	13	3	16	20	32	3	9	19	33	7	3	15
Gm43501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43510	0	0	1	1	3	2	0	1	4	0	0	3	3	4	0
Gm43512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43518	0	0	0	4	0	2	0	7	3	1	0	11	0	2	5
Gm43524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm43529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4353	24	92	15	7	12	0	7	8	29	32	21	0	42	17	60
Gm43530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43531	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0
Gm43540	25	606	56	88	0	43	168	233	55	156	41	218	14	13	194
Gm43542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43552	28	22	23	18	4	0	0	37	19	0	4	52	19	6	15
Gm43554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43555	0	0	0	0	0	0	0	0	7	0	0	0	9	2	0
Gm43559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43561	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
Gm43563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43580	0	0	1	0	0	11	7	0	6	0	0	2	0	0	3
Gm43582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43595	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0
Gm43596	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Gm436	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0
Gm43600	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Gm43602	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm43615	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
Gm43624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43632	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
Gm43638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43649	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43659	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm4366	1249	788	1098	426	649	688	857	500	1156	406	530	937	1404	879	686
Gm43664	0	7	1	0	1	0	1	0	1	0	2	5	0	0	0
Gm43669	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Gm43671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43704	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Gm43709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43710	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
Gm43711	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Gm43712	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0
Gm43717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43720	0	11	2	0	0	3	3	0	0	0	0	3	0	0	0
Gm43722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43726	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Gm4373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
