	GSM4743729	GSM4743730	GSM4743731	GSM4743732	GSM4743733	GSM4743734	GSM4743735
Defb44-ps	0	0	0	0	0	0	0
Defb45	0	0	0	0	0	0	0
Defb46	0	0	0	0	0	0	0
Defb47	0	0	0	0	0	0	0
Defb48	0	0	0	0	0	0	0
Defb5	0	0	0	0	0	0	0
Defb50	0	0	0	0	0	0	0
Defb6	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0
Defb8	0	0	0	0	0	0	0
Defb9	0	0	0	0	0	0	0
Degs1	10653	9835	7360	9374	10884	9553	11309
Degs2	550	611	385	539	626	334	553
Dek	2160	2245	2069	2410	2155	1893	2151
Dennd1a	1887	2404	1420	1951	1766	1458	2032
Dennd1b	1279	1403	1475	1706	1401	1384	1390
Dennd1c	250	259	208	233	218	203	240
Dennd2a	363	309	398	390	337	249	305
Dennd2c	75	42	68	63	37	40	52
Dennd2d	1444	1716	1304	1845	1496	1736	1556
Dennd3	1467	1995	1413	1951	1486	1270	1868
Dennd4a	2628	2885	2765	3483	2753	2599	2721
Dennd4b	740	773	811	836	792	1010	672
Dennd4c	15628	10331	13944	13041	14422	20728	12022
Dennd5a	4475	4615	4057	5058	4411	4444	4589
Dennd5b	1389	1402	1498	1382	1446	1326	1184
Dennd6a	3070	3040	2843	3463	3063	2891	2843
Dennd6b	794	1113	799	1243	675	1113	764
Denr	2531	2596	1862	2586	2325	1982	2597
Depdc1a	23	12	23	31	11	43	33
Depdc1b	1	6	4	8	0	5	8
Depdc5	1406	1799	1303	1870	1531	1221	1514
Depdc7	174	133	130	192	151	119	151
Deptor	10778	11248	9940	12101	11942	9603	10947
Dera	564	579	470	742	689	579	588
Derl1	8652	9488	6404	9189	8575	7347	8769
Derl2	4901	5100	3917	4998	4812	4717	4939
Derl3	654	593	408	456	345	837	587
Des	202	244	166	200	169	152	180
Desi1	6039	5435	5089	5262	6158	6167	6067
Desi2	1429	1355	1311	1623	1399	1405	1363
Det1	581	565	437	597	556	567	497
Dexi	700	791	540	683	647	692	729
Dffa	1781	1987	1337	2127	1766	1658	1972
Dffb	275	396	341	417	294	462	305
Dfna5	299	343	251	311	357	252	260
Dfnb59	0	8	2	3	2	2	1
Dgat1	540	580	463	629	527	609	519
Dgat2	460	706	514	842	637	259	746
Dgat2l6	8	4	2	2	6	2	2
Dgcr14	680	782	580	790	694	651	729
Dgcr2	6253	6552	5345	6699	6193	5760	6594
Dgcr6	1015	980	724	944	932	865	1024
Dgcr8	1656	1732	1676	2010	1652	1928	1478
Dgka	692	895	653	888	675	709	631
Dgkb	334	346	252	252	281	191	182
Dgkd	5099	5092	4539	5672	5001	4738	5346
Dgke	3142	5099	4340	4960	4010	4490	3543
Dgkg	400	533	366	398	400	458	532
Dgkh	220	370	304	358	214	316	284
Dgki	2	3	5	9	1	5	0
Dgkk	0	3	1	0	2	1	0
Dgkq	1086	1213	1030	1427	904	1251	1108
Dgkz	4337	5074	4321	5618	4230	4426	4214
Dguok	1155	1171	897	1230	1129	1121	1037
Dhcr24	1182	1136	1167	1659	885	831	1132
Dhcr7	1412	1569	987	1427	1136	1368	1491
Dhdds	4617	4856	2996	4458	4027	4175	4214
Dhdh	1758	2137	1591	2271	1940	1610	1879
Dhfr	257	333	251	320	311	269	273
Dhh	8	12	21	15	11	11	9
Dhodh	439	396	359	479	444	475	364
Dhps	950	1014	766	936	1021	799	986
Dhrs1	1186	1201	881	1161	1141	1058	1037
Dhrs11	243	269	165	226	235	259	238
Dhrs13	144	138	107	145	155	189	116
Dhrs2	0	0	0	1	0	0	0
Dhrs3	358	386	265	326	235	193	305
Dhrs4	1297	1103	948	1227	1491	1134	1344
Dhrs7	2436	2532	1718	2383	2386	2063	2628
Dhrs7b	540	484	406	501	528	494	443
Dhrs7c	0	0	0	0	0	0	0
Dhrs9	3	11	4	6	5	11	5
Dhtkd1	513	635	579	744	529	514	584
Dhx15	4878	5630	4931	6322	5031	5415	5002
Dhx16	1672	1647	1319	1719	1499	1748	1519
Dhx29	1236	1020	950	1254	1171	1330	1042
Dhx30	4653	4894	3879	5033	4411	4481	4533
Dhx32	4947	5739	4293	5831	5606	4959	5790
Dhx33	1095	1149	1212	1273	1073	1616	1012
Dhx34	1480	1447	1212	1527	1311	1608	1257
Dhx35	785	1052	682	952	798	652	868
Dhx36	3447	3718	3343	4134	3643	3370	3547
Dhx37	704	632	617	756	629	875	605
Dhx38	1464	1655	1292	1662	1420	1416	1543
Dhx40	3959	4943	3371	4675	3854	3450	4216
Dhx57	1614	1680	1400	1749	1491	1738	1279
Dhx58	225	240	177	271	216	153	193
Dhx8	1962	2109	1637	2010	1826	2003	1857
Dhx9	7852	8219	7828	9646	7955	8207	7531
Diablo	2097	2090	1695	2092	1977	2000	2049
Diaph1	3650	3917	3475	4302	3826	3135	3691
Diaph2	1193	1518	1323	1630	1253	1038	1197
Diaph3	30	18	27	45	20	50	31
Dicer1	7172	8265	8465	9337	8413	7540	7848
Dido1	2978	3428	3457	4209	3562	3751	3070
Diexf	597	652	581	740	549	770	557
Dimt1	393	414	401	479	397	517	389
Dio1	2400	2919	2352	3513	5793	4080	5258
Dio2	9	4	4	5	1	0	3
Dio3	2	0	0	0	0	0	3
Dip2a	1370	1323	1129	1351	1108	1154	1323
Dip2b	1507	1689	1836	2061	1672	1700	1384
Dip2c	2620	2688	2646	3323	2806	2102	2859
Diras1	486	569	333	529	465	298	506
Diras2	211	183	131	214	287	216	243
Dirc2	1833	2257	1705	2118	2109	1419	2335
Dis3	647	804	680	861	644	732	704
Dis3l	1714	1540	1134	1567	1565	1588	1557
Dis3l2	895	1003	729	990	889	729	848
Disc1	48	93	49	81	35	55	39
Disp1	470	387	325	386	363	348	348
Disp2	39836	37590	30621	41585	42643	42489	31507
Dixdc1	1763	2193	1852	2319	1641	1613	2259
Dkc1	1052	1006	892	1043	1083	1110	946
Dkk1	0	1	2	1	0	0	1
Dkk2	177	71	79	77	93	96	99
Dkk3	303	352	301	358	151	130	159
Dkk4	0	0	0	0	0	0	0
Dkkl1	1	2	0	3	1	0	1
Dlat	2752	3112	2475	3308	2939	2726	2912
Dlc1	2001	1730	1790	1741	1392	1746	1765
Dld	4304	4309	3464	4540	4448	3975	4088
Dlec1	242	329	151	243	168	306	180
Dleu7	2	4	2	6	2	1	1
Dlg1	4425	4760	3749	4706	4546	3804	4382
Dlg2	275	325	277	386	164	175	165
Dlg3	2908	3000	2349	3221	3020	2534	2926
Dlg4	3489	3798	3040	3980	3708	3180	3683
Dlg5	2224	2403	2160	2888	2085	2326	2513
Dlgap1	1495	1768	1027	1406	1144	1191	980
Dlgap2	40	60	51	67	45	58	53
Dlgap3	1267	1691	1460	1685	1674	1476	1997
Dlgap4	2341	2602	1882	2736	2285	2506	2272
Dlgap5	62	36	43	79	22	81	67
Dlk1	118	292	208	372	194	146	138
Dlk2	2	2	4	1	4	3	1
Dll1	430	353	303	355	274	312	374
Dll3	4	7	5	7	3	7	2
Dll4	1041	977	556	884	626	891	675
Dlst	4667	4718	3821	4969	4417	4780	4421
Dlx1	6	15	21	22	4	8	6
Dlx2	5	8	4	10	0	1	5
Dlx3	0	0	1	1	1	3	3
Dlx4	0	0	0	0	0	0	1
Dlx5	2	3	5	5	2	3	4
Dlx6	13	12	9	17	12	13	17
Dmap1	776	805	583	916	789	678	755
Dmbt1	62028	11501	73781	52703	29789	57341	24533
Dmbx1	5	14	6	19	9	1	3
Dmc1	6	19	12	7	9	12	4
Dmd	382	381	547	437	281	337	306
Dmgdh	4	0	5	0	2	1	5
Dmkn	41	74	39	66	65	28	46
Dmp1	5	3	3	5	4	5	2
Dmpk	2424	3446	2173	3394	3403	3322	3432
Dmrt1	0	0	0	0	0	0	0
Dmrt2	0	0	0	0	1	0	1
Dmrt3	0	0	1	0	0	0	0
Dmrta1	29	28	32	31	25	25	37
Dmrta2	11	18	10	18	13	6	18
Dmrtb1	0	0	0	0	0	0	0
Dmrtc1a	485	712	583	703	659	331	676
Dmrtc1b	0	0	0	0	0	0	0
Dmrtc1c1	0	1	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0	0
Dmrtc2	0	0	0	0	0	0	0
Dmtf1	1751	2086	1712	1920	1720	1936	1602
Dmtn	336	360	248	358	273	223	244
Dmwd	2162	2137	1576	2167	1803	2069	1972
Dmxl1	3354	3121	4330	4211	3806	3816	3390
Dmxl2	6923	6976	8136	8658	8038	7454	7348
Dna2	97	115	135	119	136	152	90
Dnaaf1	9	17	9	12	22	16	12
Dnaaf2	315	299	306	333	333	352	262
Dnaaf3	15	7	7	21	12	9	14
Dnaaf5	927	885	833	994	788	1033	836
Dnah1	16	18	20	26	13	19	11
Dnah10	15	12	30	25	27	29	13
Dnah11	150	207	206	249	128	156	155
Dnah12	3	2	4	1	2	1	1
Dnah14	16	17	16	29	24	30	11
Dnah17	36	55	70	60	50	59	46
Dnah2	482	423	691	636	505	525	414
Dnah3	2	0	1	3	1	0	1
Dnah5	1	2	1	2	3	2	0
Dnah6	3	5	1	3	1	1	0
Dnah7a	4	4	14	7	4	6	11
Dnah7b	75	86	162	138	98	112	71
Dnah7c	3	5	8	6	2	6	4
Dnah8	702	867	517	604	515	1103	597
Dnah9	843	480	792	718	675	803	460
Dnaic1	311	359	229	271	292	321	239
Dnaic2	249	254	175	227	267	279	257
Dnaja1	7613	6980	6421	7711	7796	9883	6249
Dnaja1-ps	0	1	0	0	1	0	0
Dnaja2	4765	5043	4348	5331	5339	4385	4326
Dnaja3	2964	3228	2331	3158	2827	2687	2838
Dnaja4	6251	7012	4447	6086	6490	6414	5797
Dnajb1	1405	1116	974	1143	1153	2158	946
Dnajb11	5019	5203	3458	5323	4514	5017	5094
Dnajb12	3009	3493	2371	3411	3006	2683	3287
Dnajb13	75	54	40	62	48	58	41
Dnajb14	4098	4117	4047	4534	4218	3983	4149
Dnajb2	2862	2489	1979	2477	2644	3382	2241
Dnajb3	159	173	94	168	158	141	125
Dnajb4	1811	2103	1746	2270	1963	2137	1866
Dnajb5	440	439	294	390	310	487	444
Dnajb6	5081	5786	4261	5627	5656	4667	5171
Dnajb7	4	2	9	5	8	16	7
Dnajb8	0	0	0	1	0	0	0
Dnajb9	15570	16629	10894	16210	14925	16813	15769
Dnajc1	3310	3483	2844	3760	3363	3253	3089
Dnajc10	8943	11560	8899	12799	9654	8028	10818
Dnajc11	1513	1626	1269	1679	1446	1616	1361
Dnajc12	1889	2002	1486	1949	1983	1348	1803
Dnajc13	5474	5193	5554	6169	5854	5461	5410
Dnajc14	5079	5118	3770	5225	4794	4351	4869
Dnajc15	660	677	467	641	608	526	687
Dnajc16	1606	1759	1397	1769	1549	1542	1617
Dnajc17	319	367	216	339	278	271	284
Dnajc18	2081	2347	1715	2272	2013	2095	1937
Dnajc19	917	937	743	1036	972	861	956
Dnajc19-ps	0	1	1	0	0	0	0
Dnajc2	1480	1528	1241	1577	1537	1442	1359
Dnajc21	2613	2729	2371	2717	2423	2354	2180
Dnajc22	75	73	89	76	59	32	59
Dnajc24	1918	1893	1471	1848	2036	1811	2424
Dnajc25	491	626	548	625	517	603	425
Dnajc27	1208	1305	1103	1418	1204	1075	1273
Dnajc28	533	631	443	587	553	574	520
Dnajc3	20090	21778	15837	21497	19450	19286	20386
Dnajc30	637	644	395	608	543	652	617
Dnajc4	874	975	696	918	891	715	834
Dnajc5	7279	9043	6781	9328	7582	7244	8181
Dnajc5b	0	0	0	0	0	0	0
Dnajc5g	0	0	0	0	0	0	0
Dnajc6	3476	3739	3113	3973	3462	2823	3568
Dnajc7	4358	5333	3860	5241	4498	3767	4667
Dnajc8	2916	3220	2322	3269	2885	2279	3182
Dnajc9	1544	1715	1211	1526	1589	1368	1627
Dnal1	2158	2108	1901	2188	2075	2158	1754
Dnal4	1056	1086	706	1019	1122	1058	1046
Dnali1	7	7	10	6	8	6	10
Dnase1	151	153	159	173	117	212	119
Dnase1l1	154	155	122	151	149	158	132
Dnase1l2	61	59	51	77	50	148	46
Dnase1l3	25	17	15	8	9	14	17
Dnase2a	741	722	609	746	750	669	752
Dnase2b	16	10	14	7	11	14	10
Dnd1	39	37	33	39	33	95	38
Dnd1-ps	0	0	0	0	0	0	0
Dner	1675	1831	1130	1576	1360	1243	1280
Dnhd1	110	176	196	179	124	185	128
Dnlz	889	908	611	883	807	860	744
Dnm1	813	972	667	906	590	480	456
Dnm1l	4123	4643	3934	4714	4143	4346	3869
Dnm2	7488	7428	6210	7663	7589	7520	7044
Dnm3	1448	2077	1125	1672	1449	1521	1239
Dnmbp	703	698	639	774	636	747	684
Dnmt1	1333	1127	1341	1471	1313	1348	1073
Dnmt3a	6191	5500	6447	6657	6602	6547	5932
Dnmt3a-ps1	0	1	0	0	0	0	0
Dnmt3b	476	581	377	590	482	638	428
Dnmt3c-ps	0	1	1	1	0	1	1
Dnmt3l	0	0	0	1	0	0	1
Dnmt3l-ps1	0	1	7	3	2	1	1
Dnpep	2695	2574	2082	2829	2523	3084	2526
Dnph1	160	114	106	120	125	132	115
Dntt	0	0	0	0	0	0	1
Dnttip1	1054	1120	907	1183	977	1024	1071
Dnttip2	1714	1821	1394	1864	1776	1552	1703
Doc2a	8	13	13	4	6	7	7
Doc2b	493	720	434	685	419	289	567
Doc2g	59	102	79	118	52	144	53
Dock1	826	612	747	751	624	631	505
Dock10	1476	1610	1339	1692	1652	1551	1522
Dock11	2765	2454	2606	2538	2934	2545	2594
Dock2	84	66	63	45	43	48	37
Dock3	416	540	253	345	310	185	262
Dock4	320	323	292	275	215	280	253
Dock5	911	597	697	671	685	696	735
Dock6	1483	1594	2117	1971	1378	1747	1552
Dock7	2736	2739	3138	3339	3195	3196	2953
Dock8	1366	1083	1287	1193	1473	1186	1194
Dock9	3046	3087	3276	3509	3236	2907	3192
Dohh	2246	2652	1774	2519	2212	1896	2224
Dok1	228	210	186	219	196	201	181
Dok2	25	26	11	23	16	39	21
Dok3	109	102	72	107	70	211	55
Dok4	411	361	307	448	348	410	300
Dok5	241	313	155	334	247	213	272
Dok6	5	5	15	11	12	11	4
Dok7	148	62	136	104	112	104	151
Dolk	753	745	597	743	731	799	657
Dolpp1	508	490	402	501	442	545	449
Donson	332	322	288	335	263	352	254
Dopey1	2468	2633	2947	3357	2781	2835	2511
Dopey2	3842	3951	3833	4572	4117	3770	3801
Dot1l	1349	1574	1774	1812	1506	2002	1515
Doxl2	0	0	0	0	0	0	0
Dpagt1	1580	1510	1074	1606	1237	1616	1397
Dpcr1	3	0	4	11	9	2	1
Dpep1	161	53	181	72	43	77	218
Dpep2	8	17	13	35	18	13	13
Dpep3	0	0	0	1	0	0	0
Dpf1	29	24	22	25	13	15	12
Dpf2	4475	5162	3515	5063	4599	4215	4429
Dpf3	190	169	138	213	202	182	191
Dph1	903	1110	766	1116	919	933	1079
Dph2	364	354	299	390	344	466	305
Dph3	1664	1902	1467	2027	1775	1698	1775
Dph3b-ps	0	0	0	0	0	0	0
Dph5	327	343	283	351	307	280	277
Dph6	1429	1563	1252	1454	1357	1489	1248
Dph7	841	1065	895	1041	892	811	935
Dpm1	2106	2567	1913	2161	2431	2001	2271
Dpm2	1476	1468	1138	1546	1390	1386	1402
Dpm3	1339	1282	879	1233	1310	1090	1155
Dpp10	1377	1052	1195	949	1191	1132	834
Dpp4	4014	3487	3306	3369	4378	3361	3473
Dpp6	1912	1252	1589	1321	1325	1354	835
Dpp7	2625	2745	1625	2289	2150	2580	2041
Dpp8	7107	7356	6215	7533	6619	6816	7062
Dpp9	6058	6404	4482	6625	6003	6450	6376
Dppa1	4	3	2	10	2	3	2
Dppa2	3	2	3	3	0	2	2
Dppa3	9	8	6	8	4	7	5
Dppa3-ps	0	0	0	0	0	0	1
Dppa4	0	0	0	0	0	0	0
Dppa5a	9	11	10	13	19	10	9
Dpt	131	37	116	68	45	84	127
Dpy19l1	313	327	305	383	311	387	335
Dpy19l2	0	0	0	1	0	0	0
Dpy19l3	370	480	372	544	372	419	560
Dpy19l4	2470	3093	2316	3320	2557	2198	2825
Dpy30	1112	1200	801	1145	1098	968	1081
Dpyd	260	315	286	351	309	203	242
Dpys	52	61	33	36	57	33	34
Dpysl2	2086	1861	1552	2249	2281	1831	1462
Dpysl3	272	289	312	366	178	129	131
Dpysl4	25	20	33	21	16	14	13
Dpysl5	240	213	215	246	173	165	154
Dqx1	87	94	71	86	52	160	43
Dr1	2463	2877	2323	2802	2805	2672	2398
Dram1	158	102	123	124	111	99	141
Dram2	2384	2809	2113	2722	2483	2167	2567
Drap1	4328	5786	3760	6932	4968	3035	5168
Draxin	5	8	11	8	3	10	9
Drc1	472	424	369	350	444	413	297
Drc7	1	1	0	0	0	0	0
Drd1	12	5	9	4	6	5	6
Drd2	3	8	6	7	4	7	5
Drd3	1	0	0	0	2	0	0
Drd4	1	1	0	0	1	1	0
Drd5	0	0	0	0	0	0	0
Drg1	3202	3536	2472	3472	3139	2788	3199
Drg2	1639	1722	1261	1650	1362	1566	1510
Drosha	2979	3177	2304	3242	2805	2596	3026
Drp2	29	34	47	32	23	30	19
Dsc1	0	0	0	0	0	0	1
Dsc2	803	898	673	992	844	922	815
Dsc3	5	0	2	2	0	1	0
Dscam	284	230	315	333	257	205	207
Dscaml1	8	9	9	9	2	1	3
Dscc1	14	14	24	17	12	13	14
Dscr3	1983	2230	1697	2155	2296	1686	1981
Dse	519	638	345	497	464	358	504
Dsel	470	432	426	496	408	593	497
Dsg1a	0	1	0	0	0	0	0
Dsg1b	5	2	3	7	1	2	1
Dsg1c	1	0	2	0	2	0	1
Dsg2	2168	2452	2063	2704	2170	2136	2232
Dsg3	1	1	1	2	0	2	1
Dsg4	0	0	0	0	0	0	0
Dsn1	43	69	46	80	51	59	67
Dsp	5862	4651	5850	6843	6797	6210	5213
Dspp	0	0	0	0	0	0	0
Dst	18955	16294	22476	21634	21699	19282	18360
Dstn	13096	14917	10164	13277	13347	12049	12970
Dstyk	1955	2012	1685	1993	1823	1949	1818
Dtd1	1152	1288	857	1143	1205	808	1062
Dtd2	802	854	605	848	835	694	786
Dthd1	0	0	0	0	0	0	0
Dtl	23	25	41	41	34	53	26
Dtna	144	144	162	141	96	108	87
Dtnb	2402	2485	2101	2485	2591	2262	2527
Dtnbp1	880	910	580	873	880	579	959
Dtwd1	376	444	297	429	402	359	345
Dtwd2	93	103	106	137	131	118	81
Dtx1	526	663	388	573	460	425	548
Dtx2	955	834	754	954	917	1176	816
Dtx3	3781	4695	3297	4622	3596	4587	3528
Dtx3l	1289	1207	1032	1469	1148	1052	1049
Dtx4	367	311	291	367	249	417	436
Dtymk	786	851	728	894	815	861	685
Duox1	1	1	2	3	1	1	0
Duox2	1	0	4	0	1	4	4
Duoxa1	0	0	0	0	0	1	0
Duoxa2	0	0	0	0	0	0	0
Dupd1	0	0	0	0	0	0	0
Dus1l	1066	1209	905	1222	963	1343	1028
Dus2	398	378	376	386	426	390	379
Dus3l	1363	1538	1310	1936	1179	1485	1311
Dus4l	180	217	154	222	191	229	142
Dusp1	1427	1834	974	1202	888	959	1805
Dusp10	693	655	607	674	879	759	769
Dusp11	2932	3128	3202	3438	2710	4112	2627
Dusp12	594	562	502	528	568	697	497
Dusp13	5	8	5	4	6	3	9
Dusp14	286	361	221	320	340	257	385
Dusp15	87	98	58	84	58	61	70
Dusp16	965	1289	915	1188	1003	987	1077
Dusp18	2435	2281	2294	2578	2577	2978	2460
Dusp19	707	669	506	742	661	748	616
Dusp2	6	9	14	22	6	2	9
Dusp21	0	0	0	0	0	0	0
Dusp22	569	671	475	673	638	532	625
Dusp23	991	922	614	987	931	911	940
Dusp26	1249	2534	1148	1530	1848	1556	1958
Dusp27	17	10	8	16	24	14	4
Dusp28	1137	1195	803	1069	1177	993	1107
Dusp3	3047	2817	2504	2804	2811	3350	2739
Dusp4	208	231	260	184	291	345	320
Dusp5	2474	3277	1676	2740	2704	1739	3241
Dusp6	1127	1033	851	741	747	927	908
Dusp7	1295	1269	939	1251	1005	1408	1017
Dusp8	1104	1521	1020	1208	1102	1218	1246
Dusp9	4	2	2	3	5	2	4
Dut	1463	1443	1170	1573	1425	1129	1338
Dux	0	0	1	0	0	0	0
Duxbl1	2	30	13	20	5	4	9
Duxbl2	18	0	33	45	25	20	26
Duxbl3	2	1	3	0	0	0	2
Duxf1	0	0	0	0	0	0	0
Duxf2	0	0	0	0	0	0	0
Duxf3	0	0	1	0	0	0	0
Duxf5	0	0	0	0	0	1	1
Dvl1	3031	2985	2219	3613	2705	3277	2890
Dvl2	941	965	716	1048	885	899	882
Dvl3	1485	1957	1609	2116	1284	2135	1649
Dxo	745	846	614	965	666	877	821
Dydc1	2	1	0	0	0	2	0
Dydc2	3	4	3	2	4	2	0
Dym	1323	1572	1048	1361	1299	1147	1385
Dynap	0	0	0	0	0	0	0
Dync1h1	14283	11046	17486	16468	17548	13357	12276
Dync1i1	322	401	255	303	257	248	252
Dync1i2	6170	7168	5498	7044	6861	5825	5957
Dync1li1	1957	2174	1736	2211	1906	2124	1864
Dync1li2	2625	2832	2534	2902	2419	2650	2517
Dync2h1	3200	2538	5286	4012	4437	3351	2887
Dync2li1	1620	1870	1311	1792	1848	1410	1785
Dynll1	1981	1676	1229	1633	1524	2291	1502
Dynll2	24704	22911	14386	19425	22527	20685	20525
Dynlrb1	3186	3323	2147	3033	3109	2659	3103
Dynlrb2	61	39	28	47	50	32	32
Dynlt1-ps1	0	0	0	0	0	0	0
Dynlt1a	474	385	283	475	540	371	446
Dynlt1b	9731	9393	7883	10076	9827	8419	10257
Dynlt1c	1322	1711	1518	1794	1172	2234	1161
Dynlt1f	2327	2329	1810	2457	2699	2114	2677
Dynlt3	5027	5423	3522	4801	4955	4680	4816
Dyrk1a	2985	3281	3076	3819	3205	2805	3043
Dyrk1b	946	1050	711	934	706	741	912
Dyrk2	1105	1162	1232	1363	1093	1458	1449
Dyrk3	598	807	564	731	714	526	611
Dyrk4	4	4	3	9	4	5	4
Dysf	879	571	724	680	508	732	538
Dytn	2	0	0	2	1	3	3
Dyx1c1	127	146	82	142	158	108	94
Dzank1	1273	1173	1101	1133	1112	1243	978
Dzip1	404	486	395	449	389	396	369
Dzip1l	744	781	710	992	755	680	748
Dzip3	1074	1088	930	1036	1013	1286	782
E030018B13Rik	1	1	2	1	6	0	0
E030024N20Rik	2	2	2	1	0	0	1
E030025P04Rik	1	0	0	0	0	0	0
E030030I06Rik	213	244	366	281	280	343	209
E030037K01Rik	37	24	24	34	25	50	43
E130012A19Rik	0	3	2	5	1	6	2
E130114P18Rik	5	3	1	1	3	1	0
E130116L18Rik	0	0	0	0	0	0	0
E130201H02Rik	0	0	0	0	0	1	0
E130208F15Rik	0	0	0	0	0	0	0
E130218I03Rik	41	31	30	36	20	32	29
E130308A19Rik	451	630	490	580	556	336	486
E130309D02Rik	970	979	753	1038	918	1064	913
E130311K13Rik	518	602	388	518	587	468	505
E230025N22Rik	0	2	2	0	2	4	3
E2f1	1057	1000	547	813	810	1018	969
E2f2	263	196	163	215	221	175	266
E2f3	271	335	295	377	291	288	365
E2f4	1995	2136	1519	2144	1850	1941	1869
E2f5	627	624	585	657	671	590	643
E2f6	1672	1601	1070	1463	1605	1557	1365
E2f7	81	93	109	121	87	109	97
E2f8	10	6	4	11	6	33	20
E330009J07Rik	6247	6831	6085	7374	6786	5630	6164
E330014E10Rik	0	0	0	0	0	0	0
E330017A01Rik	0	0	0	0	0	0	0
E330021D16Rik	57	41	42	43	57	48	51
E330034G19Rik	11	4	10	5	7	6	8
E430018J23Rik	385	439	333	439	339	307	378
E430025E21Rik	5482	5952	4133	5537	4771	4879	5667
E4f1	694	763	614	811	587	997	621
E530001F21Rik	2	4	6	7	2	1	2
Eaf1	4792	5213	4278	5531	4978	4673	5630
Eaf2	1147	1283	733	935	1123	927	1085
Eapp	1300	1431	1166	1447	1300	1253	1353
Ear-ps10	0	0	0	0	0	0	0
Ear-ps12	0	0	0	0	0	0	0
Ear-ps2	0	0	0	0	0	0	0
Ear-ps3	0	0	0	0	0	0	0
Ear-ps4	0	0	0	0	0	0	0
Ear-ps5	0	0	0	0	0	0	0
Ear-ps7	0	0	0	0	0	0	0
Ear-ps8	0	0	0	0	0	0	0
Ear-ps9	0	0	0	0	0	0	0
Ear1	0	0	0	0	0	0	0
Ear10	0	1	0	0	0	0	0
Ear14	0	0	0	0	0	0	0
Ear2	2	0	3	4	1	0	4
Ear6	0	1	0	0	0	0	0
Ears2	728	777	666	893	677	891	632
Ebag9	1287	1391	1089	1482	1424	1120	1227
Ebf1	237	186	228	215	187	189	230
Ebf2	32	19	31	27	16	20	34
Ebf3	111	108	140	116	67	96	86
Ebf4	147	165	139	203	149	163	135
Ebi3	74	53	59	96	64	57	59
Ebna1bp2	1590	1503	1225	1571	1416	1583	1320
Ebp	971	997	718	932	872	976	937
Ebpl	479	519	338	530	502	377	478
Ecd	2645	2922	2176	2869	2788	2631	2612
Ece1	33540	36937	28092	38555	33490	32108	45985
Ece2	1766	1584	1067	1192	1381	1541	1079
Ecel1	3	47	13	26	21	2	13
Ech1	2567	2795	2247	2829	2857	2533	3169
Echdc1	1514	1726	1339	1728	1909	1545	1566
Echdc2	1425	1918	1368	2001	1561	2245	1745
Echdc3	423	458	360	448	480	385	526
Echs1	1896	1803	1584	1833	1817	1557	1828
Eci1	894	753	669	789	895	723	762
Eci2	3330	5227	3342	5122	3837	2675	3893
Eci3	126	89	86	106	154	94	69
Ecm1	252	234	190	276	172	212	208
Ecm2	124	82	103	91	63	115	92
Ecscr	120	106	82	120	85	90	97
Ecsit	874	867	652	940	873	810	841
Ect2	127	60	108	146	74	171	134
Ect2l	1	4	2	4	3	9	3
Eda	246	294	240	329	245	209	258
Eda2r	111	109	76	123	26	23	31
Edar	8	10	5	1	3	0	0
Edaradd	143	114	111	172	141	169	151
Edc3	1518	1676	1276	1767	1524	1499	1471
Edc4	2993	3297	2723	3799	2767	3361	2826
Eddm3b	13	27	22	27	21	8	40
Edem1	9406	8277	7201	9370	8607	10327	9096
Edem2	7467	8974	6439	9497	7286	6998	8601
Edem3	6307	6831	6113	8064	6002	7465	6659
Edf1	2817	2696	1882	2520	2591	2494	2601
Edil3	259	196	190	138	129	103	86
Edn1	14	11	16	18	7	7	12
Edn2	65	63	20	42	62	32	69
Edn3	810	566	552	517	644	492	413
Ednra	253	256	231	287	200	199	200
Ednrb	1621	2343	1777	2308	1747	1429	1330
Edrf1	1341	1261	1114	1442	1261	1721	1154
Eea1	4276	4212	4171	4934	4541	4142	4647
Eed	952	1026	850	1080	971	950	809
Eef1a1	219815	217608	163548	208182	200746	163703	209437
Eef1a2	1486	1737	1412	1444	1113	971	957
Eef1akmt1	600	621	456	596	654	541	567
Eef1b2	10498	10390	8583	10883	10509	7996	10404
Eef1d	3754	3836	2601	3688	3386	3191	3468
Eef1e1	421	380	391	432	461	450	343
Eef1g	15533	15924	11843	15151	15139	12891	13926
Eef2	94713	99689	72727	94950	82808	73385	98208
Eef2k	1166	1105	813	1172	956	1026	1157
Eef2kmt	1443	1299	1067	1372	1354	1386	1271
Eefsec	574	673	457	645	584	522	619
Eepd1	658	544	377	492	589	506	605
Efcab1	6677	6454	4996	6135	7863	6012	6085
Efcab10	156	239	145	196	187	128	206
Efcab11	21	26	27	24	20	19	37
Efcab12	68	89	73	75	90	62	72
Efcab14	5143	6771	4594	6353	5737	5040	6063
Efcab2	561	588	484	600	574	464	519
Efcab3	0	0	1	0	0	0	0
Efcab5	9	13	12	18	9	9	11
Efcab6	1	1	1	1	1	0	2
Efcab7	300	357	249	327	385	351	333
Efcab8	2	5	2	6	2	3	4
Efcab9	17	21	11	17	32	19	21
Efcc1	187	303	235	277	173	137	201
Efemp1	69	31	38	23	24	32	37
