	GSM4564587	GSM4564588	GSM4564589	GSM4564590	GSM4564591	GSM4564592	GSM4564593	GSM4564594
CAAA01093181.2	5	5	3	4	4	3	5	2
CAAA01096603.1	0	0	1	0	0	1	0	0
CAAA01147332.1	533	602	557	662	731	557	652	601
CAAA01165726.1	0	0	0	0	0	0	0	0
CAAA01180111.1	482	498	297	454	419	432	395	374
CAAA01202134.1	1	0	1	1	1	1	2	1
CH25-501L8.5	0	0	0	1	0	1	0	0
CH25-588N10.1	4	4	2	5	3	1	5	3
CH25-588N10.2	341	383	210	299	314	332	292	310
CH36-169F23.3	0	0	0	0	0	0	0	0
CH36-169F23.5	2	0	1	0	0	0	1	0
CH36-472P4.3	0	0	0	0	0	0	0	0
CK137956	2	1	0	0	3	0	2	5
CN725425	4	6	1	4	3	2	1	1
CR936839.1	0	0	0	0	0	0	0	0
CR974586.1	0	0	0	0	0	0	0	0
CR974586.2	0	0	0	0	0	0	0	0
CR974586.3	0	0	0	0	0	0	0	0
CR974586.4	0	0	0	0	0	13	0	0
CR974586.5	22	8	0	2	7	6	1	3
CR974586.6	43	0	59	0	22	27	30	8
CT868723.1	65	88	56	52	60	122	54	61
CU041226.1	0	0	0	0	0	0	0	0
Caap1	272	373	209	286	300	307	246	257
Cab39	5517	6348	4531	5799	5831	5604	5727	4998
Cab39l	1937	1748	1735	2037	2016	1808	2104	1798
Cabin1	2343	2651	2003	2433	2573	2686	2432	2267
Cables1	652	615	775	744	900	670	820	661
Cables2	675	652	530	564	588	683	617	626
Cabp1	72	54	58	42	44	55	73	65
Cabp2	2	4	0	0	4	2	0	0
Cabp4	24	20	8	14	12	24	16	10
Cabp5	3	2	1	2	3	9	4	6
Cabp7	14	10	12	12	14	28	11	17
Cabs1	0	0	0	0	0	0	0	0
Cabyr	64	58	39	36	57	44	43	59
Cacfd1	871	991	702	823	1001	1090	932	773
Cachd1	1694	1511	1752	1915	2566	1801	2139	1579
Cacna1a	1231	1067	811	1218	1398	1254	1455	1040
Cacna1b	83	104	76	64	52	112	116	111
Cacna1c	343	239	241	304	346	287	275	289
Cacna1d	753	870	610	882	537	930	873	672
Cacna1e	1993	2024	1120	1467	2190	1975	1606	1258
Cacna1f	27	48	40	29	20	53	64	33
Cacna1g	95	109	92	110	126	91	154	119
Cacna1h	203	367	238	79	135	378	95	119
Cacna1i	137	238	105	97	88	328	130	195
Cacna1s	21	30	20	7	16	45	8	33
Cacna2d1	547	559	455	616	565	631	716	611
Cacna2d2	14	11	4	15	10	10	22	7
Cacna2d3	4	3	8	5	12	10	10	6
Cacna2d4	107	105	57	102	110	117	81	93
Cacnb1	90	102	63	84	72	120	82	102
Cacnb2	39	45	28	34	37	39	45	33
Cacnb3	360	391	288	364	398	450	399	381
Cacnb4	208	172	133	172	234	193	203	141
Cacng1	1	2	0	1	2	1	1	3
Cacng2	14	12	6	16	30	9	11	13
Cacng3	1	2	0	0	0	3	0	2
Cacng4	30	33	17	16	29	19	18	13
Cacng5	17	2	15	14	34	3	13	15
Cacng6	0	0	0	0	0	0	0	0
Cacng7	136	100	122	140	174	110	164	130
Cacng8	8	6	8	14	4	10	6	4
Cactin	361	431	357	429	447	390	439	384
Cacul1	2744	3305	2278	3060	2902	3031	2968	2620
Cacybp	1283	1338	1054	1179	1253	1260	1236	1113
Cad	1509	1735	1343	1471	1455	1881	1637	1467
Cadm1	1515	1678	1068	1458	766	1492	1720	1419
Cadm2	8	7	5	18	13	15	5	9
Cadm3	473	419	421	544	510	495	604	465
Cadm4	90	100	53	91	61	147	146	132
Cadps	53	48	27	57	69	24	51	22
Cadps2	123	121	89	94	108	116	135	90
Cage1	114	124	93	132	104	134	106	89
Calb1	12	6	3	7	3	6	9	3
Calb2	0	0	0	0	0	0	0	0
Calca	9	5	13	12	21	26	14	34
Calcb	2	2	2	2	2	1	0	0
Calcoco1	1274	1247	1035	1214	1383	1188	1258	1149
Calcoco2	0	4	1	0	0	0	0	0
Calcr	0	0	1	1	0	0	2	0
Calcrl	1819	2246	1661	1967	1558	2191	1945	1940
Cald1	6071	4968	4321	5833	4890	4931	6376	4889
Calhm1	1	1	2	2	2	3	1	2
Calhm2	631	764	527	632	598	701	588	681
Calhm3	0	0	0	0	0	0	0	0
Calm1	15035	16157	13527	15598	14779	14773	15595	14348
Calm2	4188	4961	3158	4084	4105	4319	3886	3871
Calm3	3667	3940	3328	4080	3899	3839	4403	3687
Calm4	0	0	0	0	0	0	0	2
Calm5	0	0	0	0	0	0	0	0
Calml3	1	0	2	1	5	2	4	14
Calml4	66	59	55	65	40	79	58	57
Caln1	29	11	11	20	20	22	14	17
Calr	10768	11990	9791	10368	9799	11418	11833	10482
Calr-ps	0	1	4	1	3	0	4	3
Calr3	39	28	34	33	49	30	27	38
Calr4	26	18	21	20	27	14	27	15
Calu	7275	6654	6404	7705	6431	6700	7861	7337
Caly	1	1	0	1	1	2	0	4
Camk1	2080	2341	1759	2271	2398	2288	2103	1997
Camk1d	1361	1579	1084	1254	1108	1486	1177	1197
Camk1g	4	10	10	11	9	11	12	8
Camk2a	98	114	91	92	72	113	103	136
Camk2b	150	124	93	138	129	122	163	133
Camk2d	5154	5373	3799	4818	5079	5228	4680	4536
Camk2g	1081	1231	855	1143	1068	991	1174	1014
Camk2n1	362	365	248	338	329	383	436	324
Camk2n2	31	31	24	21	46	30	35	25
Camk4	214	191	137	135	127	242	131	124
Camkk1	103	87	73	85	102	107	92	102
Camkk2	1483	1764	1204	1573	1859	1634	1569	1402
Camkmt	111	132	121	135	121	148	138	110
Camkv	2	4	1	12	8	5	9	7
Caml	479	459	399	558	540	493	551	471
Camp	1	3	3	0	0	8	5	99
Camsap1	957	1059	805	941	1036	1038	1034	827
Camsap2	3013	3083	2646	3145	3494	3259	3430	2806
Camsap3	154	196	181	251	211	246	196	225
Camta1	312	321	220	312	333	348	315	288
Camta2	1883	2339	1530	1786	2166	1999	1792	1781
Cand1	4220	4725	3572	4374	4235	4504	4569	3718
Cand2	180	228	153	176	188	202	175	162
Cant1	2331	2625	2097	2427	2842	2416	2236	2333
Canx	14564	16303	12312	14997	15083	14934	14990	13520
Cap1	8502	9841	6919	8486	8105	9091	9017	8316
Cap2	21	10	11	8	11	23	24	23
Capg	4904	7035	4679	5310	4990	5953	5579	5439
Capn1	2176	2546	2082	2318	2207	2459	2375	2063
Capn10	350	322	254	336	339	314	335	276
Capn11	67	1	0	54	0	0	73	0
Capn12	60	54	78	68	60	68	68	79
Capn13	2	0	2	2	1	0	1	2
Capn15	601	637	465	579	829	684	570	567
Capn2	7376	7500	6568	7924	7469	7204	8847	7187
Capn3	17	13	21	15	25	23	10	25
Capn5	501	545	490	467	466	550	555	494
Capn6	79	122	57	93	110	134	135	94
Capn7	2213	2267	1772	2238	2221	2248	2231	2094
Capn8	3	0	2	2	0	1	2	2
Capn9	16	15	20	22	19	16	17	12
Capns1	5629	5913	4734	5725	6357	5719	6006	5582
Capns2	10	9	2	14	7	16	6	8
Caprin1	11418	11484	9070	10885	11500	11440	11370	10288
Caprin2	324	338	215	341	364	317	319	273
Caps2	1208	1215	759	1096	1190	1156	1074	1064
Capsl	12	14	9	9	9	18	14	9
Capza1	5443	6224	4435	5397	5093	5778	5404	5145
Capza2	6725	7715	5402	6959	6773	6815	6640	6119
Capza3	0	1	0	5	0	0	0	0
Capzb	5238	5934	4596	5387	5671	5690	5649	5737
Car1	3	8	6	5	20	7	11	21
Car10	8	11	11	15	21	21	26	16
Car11	27	26	24	20	26	36	36	27
Car12	23	10	43	26	27	16	24	30
Car13	701	707	555	746	805	742	666	676
Car14	19	17	14	13	16	15	15	10
Car15	29	24	15	22	27	21	23	35
Car2	85	112	68	81	59	114	141	249
Car3	75591	68357	57054	72616	150955	81617	83204	56582
Car4	731	532	610	636	864	664	704	975
Car5a	32	38	18	44	28	49	28	31
Car5b	4600	3558	4408	5208	5286	3961	5588	4145
Car6	9	6	8	7	6	11	2	22
Car7	58	59	87	64	70	67	74	81
Car8	160	163	105	152	193	178	146	124
Car9	64	97	80	80	72	121	51	77
Card10	1494	1304	1179	1376	1644	1325	1654	1320
Card11	1704	2104	1401	953	1627	1807	733	1589
Card14	27	54	45	42	128	49	88	27
Card19	477	583	356	488	457	562	553	534
Card6	255	319	233	256	253	297	212	257
Card9	317	396	279	315	361	361	287	379
Carf	842	773	536	743	829	821	711	683
Carhsp1	3533	2792	3299	3551	3946	3054	3900	2865
Carkd	944	934	788	971	1054	1057	1120	1069
Carm1	1275	1325	1049	1243	1293	1322	1273	1216
Carnmt1	500	492	437	529	625	537	471	467
Carns1	84	85	84	80	72	90	74	79
Cars	1042	910	882	950	924	973	1005	918
Cars2	702	835	585	641	846	804	707	666
Cartpt	0	0	0	1	0	0	0	0
Casc1	87	89	44	78	57	80	66	41
Casc3	1100	1166	873	944	1197	1172	1085	1007
Casc4	305	302	191	299	315	292	286	293
Casc5	336	318	303	349	213	368	290	370
Casd1	1367	1510	1085	1407	1481	1381	1315	1158
Cask	1485	1453	1150	1563	1542	1510	1466	1330
Caskin1	43	28	17	29	23	42	38	41
Caskin2	1148	1106	1102	1240	1436	1112	1270	1183
Casp1	944	1128	682	824	769	1035	866	795
Casp12	1048	1036	706	848	1003	986	1008	740
Casp14	0	0	0	0	0	0	0	0
Casp16-ps	6	5	5	4	4	7	6	5
Casp2	927	1066	734	831	896	965	837	912
Casp3	623	604	548	680	504	574	591	611
Casp4	907	1017	523	735	849	1070	702	729
Casp6	421	452	398	495	460	424	428	402
Casp7	475	533	444	469	485	521	441	415
Casp8	1849	2126	1399	1714	1885	1985	1579	1757
Casp8ap2	726	719	540	613	703	769	669	640
Casp9	1246	1495	1216	1423	1555	1482	1291	1268
Casq1	57	58	63	76	41	32	50	68
Casq2	13	7	12	9	8	6	5	5
Casr	1	2	1	2	0	7	1	1
Cass4	301	336	271	252	249	308	448	317
Cast	3112	3295	2815	3361	3609	3163	3472	3053
Casz1	304	320	250	297	399	315	307	324
Cat	13860	11007	12213	14653	16113	12593	16299	12859
Catip	10	18	12	11	10	9	3	6
Catsper1	0	0	0	0	0	0	0	0
Catsper2	59	88	63	82	97	83	80	56
Catsper3	3	6	8	5	6	14	8	5
Catsper4	15	6	12	9	3	3	11	3
Catsperb	3	1	0	1	4	5	0	1
Catsperd	5	7	4	4	10	7	5	3
Catsperg1	164	166	119	105	221	150	135	105
Catsperg2	18	13	10	22	23	17	23	17
Cav1	37396	26188	34500	38942	41959	29735	42373	33273
Cav2	14266	10214	11406	14340	15101	11575	15819	11966
Cav3	7	3	8	14	8	7	9	7
Cbarp	111	125	105	128	158	140	135	126
Cbfa2t2	1165	1298	948	1096	1242	1288	1170	1173
Cbfa2t2-ps1	0	0	14	0	0	0	0	0
Cbfa2t3	658	646	630	580	628	720	667	648
Cbfb	1752	2266	1359	1869	1609	2076	1861	1668
Cbl	9046	11014	7546	9314	9395	10217	8622	8320
Cblb	2276	2829	1668	2134	2330	2502	2221	2062
Cblc	0	0	2	1	0	3	0	2
Cbll1	538	585	410	490	475	543	476	457
Cbln1	0	0	0	0	0	0	0	1
Cbln2	0	0	0	2	5	0	1	0
Cbln3	15	19	14	25	41	27	38	16
Cbln4	0	0	0	0	0	0	0	0
Cbr1	364	383	346	337	381	355	353	320
Cbr2	946	868	867	1258	914	1135	1318	1242
Cbr3	123	193	132	198	147	197	189	142
Cbr4	503	417	394	515	495	480	537	451
Cbs	51	37	69	50	95	32	50	25
Cbwd1	250	230	199	209	233	186	273	217
Cbx1	649	735	529	659	719	680	676	633
Cbx2	109	95	92	101	113	98	130	106
Cbx3	1701	1706	1361	1798	1703	1778	1694	1401
Cbx3-ps1	0	0	0	0	0	0	0	0
Cbx3-ps2	0	0	0	0	0	0	0	0
Cbx3-ps3	1	6	1	3	0	5	1	0
Cbx3-ps4	0	0	0	0	0	0	0	0
Cbx3-ps5	0	0	0	0	0	0	0	0
Cbx3-ps6	0	0	0	0	0	0	0	0
Cbx3-ps7	0	0	0	0	0	0	0	0
Cbx4	799	775	760	766	783	860	765	738
Cbx5	3951	4046	3427	4246	3923	4044	4315	3539
Cbx6	1256	1385	1158	1390	1291	1355	1433	1193
Cbx7	978	1067	650	785	956	1045	759	820
Cbx8	139	147	123	120	143	126	110	120
Cby1	86	87	91	79	91	123	115	103
Cby3	4	1	2	2	2	2	1	3
Cc2d1a	811	866	664	823	843	906	852	785
Cc2d1b	1473	1589	1354	1606	1535	1568	1574	1383
Cc2d2a	586	560	493	561	683	636	592	514
Cc2d2b	31	17	12	26	33	24	20	30
Ccar1	1260	1520	1053	1289	1378	1427	1278	1126
Ccar2	1071	1268	898	1114	1211	1241	1111	1027
Ccbe1	630	828	348	743	919	791	602	657
Ccbl1	226	214	216	305	259	259	323	338
Ccbl2	315	345	269	329	430	371	329	300
Ccdc102a	261	194	252	221	243	191	220	239
Ccdc103	14	15	8	6	4	5	6	3
Ccdc105	1	0	1	0	0	2	1	0
Ccdc106	42	34	19	33	34	48	42	32
Ccdc107	17787	23597	19166	22974	23153	21064	23439	20238
Ccdc108	11	11	3	4	7	4	3	5
Ccdc109b	397	502	355	413	328	462	463	395
Ccdc110	1	0	0	0	0	1	1	0
Ccdc112	70	52	33	76	51	68	39	50
Ccdc113	0	0	0	0	0	1	0	0
Ccdc114	297	303	202	272	290	307	226	213
Ccdc115	301	438	288	351	379	413	393	376
Ccdc116	14	7	2	19	24	9	17	9
Ccdc117	752	953	612	695	881	781	821	718
Ccdc12	399	489	357	397	452	402	375	406
Ccdc120	36	33	53	75	45	59	49	49
Ccdc121	0	0	0	0	0	0	0	0
Ccdc122	170	147	127	175	186	170	168	174
Ccdc124	193	200	159	205	257	200	239	253
Ccdc125	151	142	157	162	216	150	163	159
Ccdc126	156	168	122	181	165	171	160	125
Ccdc127	1563	1655	1314	1545	1697	1658	1696	1482
Ccdc129	0	0	0	0	0	0	3	0
Ccdc13	2	2	1	1	1	1	2	2
Ccdc130	176	189	138	189	198	199	188	156
Ccdc134	272	309	244	257	282	324	317	289
Ccdc136	14	8	12	25	15	25	17	24
Ccdc137	704	745	520	648	736	799	602	608
Ccdc138	49	40	45	52	51	55	64	57
Ccdc14	117	132	86	140	129	111	128	117
Ccdc141	424	431	306	407	440	516	491	365
Ccdc142	127	104	82	95	104	120	97	103
Ccdc144b	254	252	197	256	270	252	236	250
Ccdc146	39	33	24	26	31	46	22	29
Ccdc148	28	53	24	40	52	25	22	20
Ccdc149	188	163	134	173	220	192	207	180
Ccdc15	152	132	124	118	137	140	127	118
Ccdc150	6	2	3	8	3	5	3	6
Ccdc151	3	4	1	4	4	6	6	0
Ccdc152	276	244	210	255	361	240	257	225
Ccdc153	9	7	17	12	11	16	18	12
Ccdc154	9	12	4	4	9	6	14	2
Ccdc155	4	0	1	4	2	1	0	4
Ccdc157	414	412	363	429	448	439	523	391
Ccdc158	44	26	34	46	24	38	36	26
Ccdc159	87	61	87	93	90	96	115	92
Ccdc160	2	0	2	2	5	6	10	3
Ccdc162	60	31	41	32	67	54	38	30
Ccdc163	152	152	122	143	108	137	117	99
Ccdc166	85	77	58	62	96	97	75	82
Ccdc167	478	459	318	362	412	496	458	369
Ccdc169	67	60	30	63	76	63	48	69
Ccdc17	114	99	98	111	108	108	139	98
Ccdc170	73	61	43	66	59	66	58	63
Ccdc171	304	388	245	301	291	389	330	272
Ccdc172	0	0	0	0	0	0	0	0
Ccdc173	107	122	63	91	98	122	86	58
Ccdc174	561	587	390	464	576	600	570	493
Ccdc175	0	0	0	0	2	0	2	2
Ccdc177	4	1	3	2	6	1	2	0
Ccdc178	0	0	0	0	0	0	0	0
Ccdc18	48	50	37	50	42	60	40	29
Ccdc180	10	23	10	6	12	10	17	17
Ccdc181	111	120	108	105	107	98	116	92
Ccdc182	0	0	0	2	0	0	0	0
Ccdc183	13	26	20	11	23	35	15	9
Ccdc184	1	3	2	0	5	3	1	1
Ccdc185	0	0	0	0	0	0	0	0
Ccdc186	1431	1480	1218	1395	1494	1451	1498	1282
Ccdc187	1	2	1	1	3	4	2	2
Ccdc188	2	1	3	7	4	1	7	1
Ccdc189	31	39	26	31	43	35	48	28
Ccdc190	2	2	0	2	2	2	2	1
Ccdc191	93	97	67	93	114	120	86	92
Ccdc22	733	926	734	853	884	825	928	822
Ccdc24	4	14	7	8	15	18	16	25
Ccdc25	443	415	365	435	483	515	495	390
Ccdc27	11	11	9	13	5	11	11	3
Ccdc28a	158	202	120	184	207	151	169	174
Ccdc28b	221	163	156	216	200	164	190	207
Ccdc3	1722	1255	1269	2053	1089	1659	2581	1637
Ccdc30	387	372	268	372	372	426	301	300
Ccdc32	348	415	380	362	465	398	399	362
Ccdc33	0	0	0	2	0	0	0	0
Ccdc34	405	469	280	384	396	415	379	387
Ccdc36	16	8	2	7	14	26	22	10
Ccdc38	26	39	10	21	17	16	22	21
Ccdc39	98	90	51	110	87	94	83	66
Ccdc40	14	8	9	9	5	9	7	4
Ccdc42	4	0	2	1	1	0	0	0
Ccdc43	287	359	249	333	339	354	389	313
Ccdc47	1827	1979	1731	2086	1919	1908	2111	1825
Ccdc50	7636	7767	6142	7962	7545	7529	7773	6651
Ccdc50-ps	4	3	1	2	1	6	3	2
Ccdc51	137	122	109	114	108	134	125	130
Ccdc53	476	514	424	430	496	578	536	473
Ccdc54	1	7	0	2	1	1	0	2
Ccdc57	53	48	40	52	67	49	39	32
Ccdc58	75	95	68	73	65	88	71	58
Ccdc59	454	403	312	339	443	451	379	340
Ccdc6	2788	2824	2462	2733	2927	2691	2952	2379
Ccdc60	60	32	31	52	53	57	48	45
Ccdc61	155	211	160	192	185	192	177	166
Ccdc62	146	161	132	175	186	150	140	123
Ccdc63	183	143	95	114	169	177	159	146
Ccdc64	590	444	496	620	569	562	614	449
Ccdc64b	7	2	2	14	9	4	10	5
Ccdc65	1	2	1	4	2	2	1	1
Ccdc66	322	357	210	261	287	315	313	304
Ccdc67	22	28	16	20	24	22	23	22
Ccdc68	13	13	6	13	31	11	15	20
Ccdc69	130	133	103	122	154	128	150	122
Ccdc70	0	0	0	0	0	0	0	0
Ccdc71	636	703	569	669	683	752	702	631
Ccdc71l	1036	1196	962	1194	1207	1148	1288	995
Ccdc73	74	82	57	57	73	75	68	56
Ccdc74a	60	56	34	56	60	58	57	54
Ccdc77	508	508	325	455	493	539	390	449
Ccdc78	55	46	41	38	29	51	38	44
Ccdc79	58	62	44	43	52	49	55	59
Ccdc7a	2	4	3	2	6	5	8	2
Ccdc7b	43	61	22	23	33	47	27	29
Ccdc8	251	329	209	304	254	274	275	248
Ccdc80	22840	19247	18394	25456	21797	20535	29787	19055
Ccdc81	0	1	0	0	1	2	1	1
Ccdc82	629	641	473	600	603	672	534	556
Ccdc83	0	0	0	1	0	1	0	1
Ccdc84	128	145	103	137	125	121	128	110
Ccdc85a	445	276	268	401	503	378	465	466
Ccdc85b	166	170	191	188	207	185	197	206
Ccdc85c	57	49	66	67	110	54	91	59
Ccdc86	366	392	306	377	379	360	408	348
Ccdc87	4	7	9	9	14	5	8	8
Ccdc88a	2527	2806	1962	2465	2734	2575	2299	2252
Ccdc88b	597	727	459	505	644	648	502	499
Ccdc88c	1058	894	815	747	914	998	834	907
Ccdc89	11	13	4	5	29	12	21	19
Ccdc9	567	656	460	581	579	659	536	494
Ccdc90b	371	353	282	432	434	361	465	380
Ccdc91	717	640	565	694	798	706	773	630
Ccdc92	54	41	25	37	46	42	33	43
Ccdc92b	25	13	14	15	20	11	30	18
Ccdc93	1664	1820	1333	1606	1823	1809	1622	1475
Ccdc94	97	116	67	75	88	93	96	102
Ccdc96	10	6	13	11	9	4	6	9
Ccdc97	1085	1252	957	1123	1278	1173	1040	1101
Ccer1	0	0	0	0	0	0	0	0
Ccer2	2	3	0	3	1	1	0	1
Cchcr1	312	327	209	282	368	339	300	270
Ccin	0	6	1	1	4	4	0	2
Cck	37	3	40	45	13	19	42	67
Cckar	11	14	3	1	17	12	7	3
Cckbr	28	25	13	31	53	8	23	16
Ccl1	1	1	0	0	0	1	1	0
Ccl11	1539	1362	1101	1260	1638	1434	1302	1143
Ccl12	23	32	20	13	17	31	18	14
Ccl17	5	3	8	0	11	6	3	5
Ccl19	73	88	38	51	72	74	56	59
Ccl19-ps1	2	9	2	3	1	3	0	0
Ccl19-ps3	10	0	1	0	0	0	0	0
Ccl2	560	316	202	347	278	332	414	331
Ccl20	0	0	0	0	0	0	0	0
Ccl21a	467	258	94	146	125	299	161	99
Ccl21b	33	15	21	0	0	21	21	9
Ccl21c	73	0	0	0	63	0	88	23
Ccl22	128	86	101	65	95	86	61	101
Ccl24	24	35	22	54	44	44	50	29
Ccl25	366	465	267	338	417	408	342	358
Ccl26	0	0	0	0	0	0	0	0
Ccl27a	66	79	41	71	89	77	58	56
Ccl27b	0	0	0	0	0	0	0	0
Ccl28	44	91	30	57	59	77	60	59
Ccl3	82	97	58	50	81	66	56	63
Ccl4	63	58	43	52	84	68	40	39
Ccl5	358	389	259	101	225	397	139	162
Ccl6	8871	11632	6386	8935	8183	11376	7665	8434
Ccl7	558	407	238	389	325	420	474	295
Ccl8	1240	1435	938	729	809	1877	729	730
Ccl9	8123	10366	6668	8391	5874	9226	8421	8575
Ccm2	1640	1595	1316	1516	1718	1713	1612	1428
Ccm2l	214	156	143	181	206	192	223	225
Ccna1	0	0	0	0	0	1	1	0
Ccna2	352	378	333	351	234	379	392	376
Ccnb1	235	219	298	261	181	317	288	274
Ccnb1ip1	2	2	2	1	1	2	1	3
Ccnb2	150	171	158	139	93	140	164	155
Ccnb2-ps	90	76	85	92	126	115	83	74
Ccnb3	3	4	1	1	0	0	0	1
Ccnc	951	905	647	902	880	904	987	764
Ccnd1	1414	1506	1310	1411	874	1512	1635	1435
Ccnd2	11419	8762	10831	12324	12305	9625	11209	9691
Ccnd3	2228	2068	2069	2181	2672	2179	2278	2066
Ccnd3-ps	1	2	0	0	1	3	3	3
Ccndbp1	733	823	662	809	838	771	804	807
Ccne1	98	129	108	97	71	117	91	105
Ccne2	177	172	156	180	144	150	180	182
Ccnf	146	168	162	211	122	187	166	181
Ccng1	9659	8604	7676	10696	9375	7908	9325	8128
Ccng2	1463	1597	1363	1608	1686	1577	1566	1375
Ccnh	1027	924	766	956	878	1005	975	850
Ccni	6097	6589	5390	6471	7352	6139	6430	5543
Ccnj	268	250	235	298	310	269	291	267
Ccnjl	7	14	6	8	11	8	8	4
Ccnk	564	614	515	535	634	628	624	526
Ccnl1	3031	3279	2341	2791	2646	3233	2700	2601
Ccnl2	4257	3961	3360	3848	4253	4215	3822	3557
Ccno	5	1	0	1	0	1	0	2
Ccnt1	2569	2952	1901	2458	2615	2950	2529	2372
Ccnt2	3062	3224	2118	2665	3192	3284	2749	2597
Ccny	3414	3688	3030	3377	4615	3761	3392	3374
Ccnyl1	690	719	559	684	631	717	715	688
Ccp110	309	333	254	305	293	375	333	300
Ccpg1	2498	2385	2106	2462	2620	2249	2568	2046
Ccpg1os	295	218	161	220	240	278	255	197
Ccr1	491	747	428	489	544	651	397	533
Ccr10	20	25	19	15	22	31	19	12
Ccr1l1	12	10	6	8	5	13	5	7
Ccr2	2975	2964	2765	2522	2388	2606	2035	2821
Ccr3	105	130	78	157	87	87	129	66
Ccr4	30	18	17	11	17	21	26	14
Ccr5	1893	2254	1707	1249	1152	2391	1649	1519
Ccr6	91	115	40	51	41	129	72	86
Ccr7	174	171	102	121	107	234	125	179
Ccr8	10	6	5	0	2	6	9	2
Ccr9	83	97	84	74	94	115	69	94
Ccrl2	463	504	328	319	673	430	300	333
Ccs	252	268	272	244	345	252	286	254
Ccsap	103	159	114	114	77	109	170	108
Ccser1	191	193	181	167	246	183	196	219
Ccser2	7451	5585	5953	7120	7836	6266	7664	5974
Cct2	2883	3124	2516	2774	2812	2931	3107	2669
Cct3	2175	2513	1935	2290	2039	2467	2455	2283
Cct3-ps1	0	0	0	1	0	0	0	1
Cct4	3542	3851	2934	3380	3776	3854	3649	3282
Cct5	2972	3154	2595	3219	3025	3317	3403	2930
Cct6b	15	15	19	8	14	6	19	24
Cct7	2714	3179	2531	2734	2904	3021	2927	2554
Cct8	2945	3223	2303	2994	2770	3236	3101	2801
Cct8l1	5	5	6	8	6	7	3	1
Ccz1	1410	1474	1131	1248	1437	1391	1375	1230
Cd101	65	100	48	62	67	81	41	70
Cd109	623	813	520	714	648	600	804	638
Cd14	601	799	616	793	506	623	793	709
Cd151	6350	5369	5376	6617	6972	6053	7561	5992
Cd160	74	99	63	74	106	118	68	76
Cd163	1048	773	847	1309	1055	1047	1074	939
Cd163l1	98	126	140	178	172	188	236	131
Cd164	10125	8853	9123	10833	10931	8968	11731	8954
Cd164l2	19	10	20	34	45	9	23	18
Cd177	16	9	7	11	7	17	10	86
Cd180	2197	2868	1650	2014	1881	2776	1960	1961
Cd19	377	612	257	213	213	796	303	436
Cd1d1	6066	4280	5413	5564	8437	4911	5704	4109
Cd1d2	2	4	9	6	3	1	4	2
Cd2	224	284	153	99	154	247	155	143
Cd200	639	960	458	553	795	697	687	527
Cd200r1	1736	2294	1263	1676	1627	1990	1685	1705
Cd200r2	69	56	44	73	74	86	66	93
Cd200r3	98	129	57	82	61	116	128	115
Cd200r4	686	893	472	534	926	693	472	636
Cd207	3	0	0	1	1	0	2	2
Cd209a	85	123	96	72	158	87	64	108
Cd209b	42	16	66	92	123	78	111	77
Cd209c	408	454	268	332	414	452	325	356
Cd209d	19	8	37	35	77	40	73	46
Cd209e	4	0	2	0	7	4	4	3
Cd209f	254	130	199	279	263	239	336	230
Cd209g	41	36	58	48	70	58	90	42
Cd22	1299	2052	985	1106	1392	2061	1048	1312
Cd226	264	212	98	96	157	171	131	142
Cd244	155	208	122	119	157	188	96	144
Cd247	228	189	172	153	169	265	197	202
Cd248	1636	1966	1593	2221	1564	1642	2356	1761
Cd24a	438	546	347	317	412	691	436	691
Cd27	218	236	125	117	178	231	121	142
Cd274	1273	1511	1036	936	1611	1408	733	965
Cd276	197	231	139	228	201	186	314	225
Cd28	689	998	563	541	1287	780	405	593
Cd2ap	2855	2984	2079	2749	2898	2874	2823	2540
Cd2bp2	842	957	738	814	898	956	924	790
Cd300a	6701	9672	5305	6601	9338	7631	5774	6676
Cd300c	7	10	3	5	12	4	7	3
Cd300c2	1653	2632	1331	1628	1912	1884	1533	1572
Cd300e	19	37	22	13	19	22	13	26
Cd300lb	2925	3715	2434	3016	2184	3318	3387	3142
Cd300ld	2006	2471	1472	1628	1270	2188	2225	1955
Cd300ld2	274	161	177	200	117	166	223	160
Cd300ld3	1826	2159	1376	2062	1372	2085	2136	1741
Cd300ld4	169	102	159	168	107	112	217	306
Cd300ld5	200	169	120	135	135	176	96	10
Cd300lf	198	508	175	171	1126	298	112	266
Cd300lg	3741	2855	2965	3075	3841	3260	3447	4133
Cd302	2247	2092	1635	2125	2248	2038	2160	1770
Cd320	604	480	754	665	835	542	735	605
Cd33	1135	1563	875	1192	1668	1199	1025	1212
Cd34	3523	3374	2941	3864	3573	3301	4228	3331
Cd36	121564	122113	99727	129957	118127	121886	134707	116120
Cd37	2013	2794	1476	2028	1784	2587	2147	2128
Cd38	1103	1295	780	970	1154	1486	758	1216
Cd3d	216	254	102	129	157	219	92	132
Cd3e	280	290	204	117	166	309	164	170
Cd3eap	196	169	193	182	200	230	158	170
Cd3g	130	156	72	64	59	171	74	87
Cd4	561	741	435	348	786	705	308	332
Cd40	285	336	259	234	210	387	249	261
Cd40lg	56	29	11	13	15	31	17	10
Cd44	9785	13399	6831	8035	7977	11069	10845	8950
Cd46	662	581	382	517	598	578	541	506
Cd47	8867	10202	6538	8575	8861	9225	8452	7739
Cd48	1702	2495	1268	1693	2051	2199	1622	1759
Cd5	234	177	104	53	72	197	83	97
