	GSM2705880	GSM2705881	GSM2705882	GSM2705883	GSM2705884	GSM2705885	GSM2705886	GSM2705887	GSM2705888	GSM2705889	GSM2705890	GSM2705891	GSM2705892	GSM2705893	GSM2705894
Fam184a	513	499	447	559	738	566	1585	534	942	896	752	756	798	1099	647
Fam184b	42	36	20	42	57	36	115	56	24	72	34	51	56	54	47
Fam185a	476	387	393	431	300	330	610	232	387	429	373	243	363	406	335
Fam186a	2	2	0	3	7	0	8	3	3	1	5	2	6	4	4
Fam186b	4	4	2	1	1	1	4	1	3	0	0	3	2	1	0
Fam187a	2	1	0	2	3	0	5	0	0	0	1	1	3	1	0
Fam187b	304	302	251	328	316	280	699	333	175	165	118	125	131	215	295
Fam188a	774	714	517	596	615	635	2149	705	625	639	536	591	526	610	666
Fam188b	199	190	136	144	199	191	458	139	88	116	83	128	96	100	129
Fam188b2-ps	0	0	1	0	2	1	1	0	0	0	0	1	1	0	1
Fam189a1	92	97	87	151	146	129	335	75	63	78	50	38	84	77	157
Fam189a2	45	69	45	76	105	81	245	57	28	40	48	44	37	36	73
Fam189b	177	203	182	197	356	332	1083	309	138	100	133	163	99	194	268
Fam192a	682	719	439	683	746	734	2262	609	1017	999	777	975	900	912	480
Fam193a	571	672	545	597	1190	783	3249	620	837	709	692	1043	705	1271	836
Fam193b	1058	1164	767	934	1581	1850	2822	1337	795	681	619	686	600	1051	1062
Fam195a	66	65	55	40	35	65	141	50	35	44	38	30	41	46	42
Fam195b	1276	1444	1017	1092	1295	1476	3661	1618	857	827	677	720	698	908	1358
Fam196a	191	126	153	94	44	53	8	15	6	49	22	5	54	27	95
Fam196b	25	41	26	24	47	21	36	5	23	25	21	7	31	18	8
Fam198a	18	10	5	14	17	17	12	1	4	1	1	4	2	6	3
Fam198b	157	177	141	182	211	166	403	48	32	32	32	77	15	49	46
Fam199x	411	443	373	393	406	271	1992	476	753	727	562	689	583	597	568
Fam19a1	113	72	114	235	77	78	69	15	96	215	58	23	156	61	117
Fam19a2	5	7	4	5	15	3	22	8	2	4	3	9	2	6	5
Fam19a3	0	3	1	4	3	2	9	1	1	0	1	3	0	0	1
Fam19a4	0	0	2	1	1	3	0	2	0	2	2	0	4	0	6
Fam19a5	252	340	251	320	333	363	1331	363	507	549	476	284	460	707	594
Fam204a	769	753	508	646	564	588	2410	658	1035	1055	876	1038	879	933	632
Fam205a1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Fam205a2	3	6	3	5	4	9	60	8	8	6	4	9	1	6	0
Fam205a3	3	0	0	5	0	0	0	8	8	0	4	0	1	0	0
Fam205a4	0	6	3	0	4	9	60	0	0	6	0	9	0	6	0
Fam205c	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0
Fam206a	1002	875	776	831	1037	1003	2173	637	550	617	501	451	601	633	957
Fam207a	534	667	501	703	762	691	1859	581	739	670	578	652	591	819	743
Fam208a	1385	1504	1240	1696	1618	1616	6283	2133	2114	2045	1662	2144	1719	2122	2284
Fam208b	2369	2305	2124	2279	2743	1989	8397	3001	2369	2380	2010	2395	1784	2214	2586
Fam209	11	6	1	4	7	2	13	5	3	0	5	1	9	3	1
Fam20a	328	331	295	462	649	461	794	149	311	347	245	181	296	564	501
Fam20b	3600	4267	3191	3967	5239	4308	11175	2745	3375	3560	3127	3136	2979	4139	3569
Fam20c	1389	1467	1162	1585	2169	2015	5645	1439	1910	1844	1831	1500	1649	2813	2345
Fam21	2081	2078	1492	1839	2539	2215	6042	1795	2220	2131	2069	2389	1898	2616	1638
Fam210a	801	813	657	780	948	595	2124	680	702	737	637	607	483	689	695
Fam210b	1764	2687	2054	3526	3615	3384	10941	2521	3323	1863	3615	2187	1697	4620	3952
Fam212a	21	20	14	18	18	21	90	10	26	14	17	12	10	6	16
Fam212b	142	99	115	106	95	81	143	46	39	76	36	34	62	26	52
Fam213a	1233	1133	819	1056	929	765	2184	852	1332	1515	1063	894	1340	1297	931
Fam213b	475	473	309	299	331	364	632	283	284	267	241	279	205	250	178
Fam214a	1122	1211	889	1107	1772	1242	4844	1313	1088	1149	912	1053	925	1295	1355
Fam214b	430	560	362	502	845	747	1792	455	327	334	284	397	253	451	341
Fam216a	956	924	634	887	848	867	2844	729	980	1058	893	894	833	1005	724
Fam216b	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Fam217a	22	10	19	22	20	14	39	13	16	31	8	8	15	11	10
Fam217b	168	152	155	267	220	215	461	96	114	170	98	90	149	204	281
Fam219a	1227	1373	1106	1381	2089	1968	3002	1001	791	850	748	817	728	1201	1194
Fam219b	511	575	429	547	608	610	1215	428	347	331	307	357	213	415	352
Fam220-ps	1	1	0	1	0	0	5	0	0	0	0	1	0	3	1
Fam220a	572	709	443	623	692	688	1420	534	415	450	401	361	322	508	489
Fam221a	225	211	146	156	130	115	368	96	112	153	72	74	152	80	129
Fam221b	52	34	38	39	62	55	205	47	51	28	53	40	35	63	42
Fam222a	179	229	191	213	388	279	1291	275	387	252	390	206	269	656	615
Fam222b	348	453	347	467	769	673	2211	385	386	354	341	390	372	592	686
Fam227a	97	126	90	113	191	165	388	117	128	94	88	140	99	137	101
Fam227b	0	0	1	6	3	0	2	4	2	2	2	2	3	5	0
Fam228a	5	5	3	2	5	8	12	12	6	2	2	4	6	8	4
Fam228b	29	27	16	15	21	31	111	36	21	42	33	40	45	29	39
Fam229a	0	0	0	1	0	0	17	13	0	0	0	3	1	0	1
Fam229b	250	262	182	210	231	226	493	198	133	138	87	123	144	138	148
Fam234a	2121	2600	1953	2680	3790	3985	6459	1437	1275	1381	1120	1045	1242	1907	2265
Fam234b	980	1100	896	1155	1633	1394	3151	784	765	806	747	697	722	1075	1147
Fam24a	1	1	0	2	1	0	6	2	4	2	1	3	0	0	0
Fam25c	1	2	0	0	2	0	0	0	0	1	0	0	0	2	2
Fam26d	7	1	3	6	2	3	5	0	1	3	2	4	3	2	0
Fam26e	24	32	15	16	29	24	40	8	2	2	4	7	12	3	2
Fam26f	9	6	3	2	7	8	181	5	3	8	8	40	1	9	3
Fam32a	2126	2253	1502	1726	1991	1636	5288	1488	2336	2379	1992	2427	2040	2372	979
Fam35a	334	290	303	334	271	230	913	221	298	315	286	248	267	330	249
Fam3a	651	792	512	692	998	984	2208	619	411	426	395	464	401	582	692
Fam3b	1	0	1	0	2	0	2	0	0	4	0	0	1	3	0
Fam3c	1150	961	776	1008	795	708	2625	658	1157	1407	1133	1263	1226	1270	767
Fam43a	111	152	111	139	169	157	1071	195	128	158	117	182	133	200	312
Fam43b	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
Fam45a	1255	1130	832	1041	820	820	2969	929	829	969	665	720	686	728	917
Fam46a	1280	1610	1083	2158	2995	1930	5202	2781	1672	1629	1625	2290	1262	1790	1950
Fam46b	7	7	6	10	11	10	21	4	4	2	5	1	4	6	8
Fam46c	1630	1427	1427	2260	2354	1766	3915	864	1274	1602	1011	1139	1453	1714	1856
Fam46d	47	31	54	52	35	15	62	41	70	69	48	28	38	48	47
Fam47c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam47e	3	1	4	3	4	6	2	0	0	0	1	0	0	2	0
Fam49a	89	79	74	82	87	66	1366	64	35	35	56	455	28	27	39
Fam49b	1071	1138	768	1079	1093	955	4289	1137	1036	1051	930	1135	807	1003	1174
Fam50a	991	1015	650	845	997	1044	2033	754	1392	1256	1249	1522	1155	1529	445
Fam50b	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Fam53a	342	453	294	378	570	504	1561	524	369	345	294	386	364	488	582
Fam53b	134	178	141	193	356	244	1183	256	125	104	124	238	124	202	220
Fam53c	811	941	673	880	1251	1153	3295	911	848	798	887	993	743	1193	958
Fam57a	221	243	177	215	279	238	654	233	145	120	115	134	121	152	170
Fam57b	221	205	177	201	235	253	580	177	95	144	94	93	120	146	205
Fam58b	226	275	165	225	229	226	912	298	187	160	143	178	135	209	221
Fam60a	412	605	300	459	492	394	1833	552	534	439	515	667	368	559	410
Fam63a	701	773	537	641	865	848	2652	881	505	448	438	502	400	550	607
Fam63b	1427	1721	1470	1841	2164	1737	6183	1640	1789	1565	1610	1687	1380	2170	2393
Fam64a	16	15	11	20	18	20	51	23	25	20	22	6	7	17	18
Fam65a	620	719	560	578	1163	920	3292	598	614	484	546	690	444	943	878
Fam65b	26	25	24	24	36	28	417	49	28	17	17	130	17	16	14
Fam65c	4	5	1	4	5	1	26	0	0	1	0	2	1	2	0
Fam69a	82	91	104	126	93	124	395	74	86	70	118	119	76	86	102
Fam69b	167	275	154	158	251	315	808	354	120	101	114	112	74	142	172
Fam69c	2	5	0	2	2	5	2	0	0	2	1	0	0	2	0
Fam71a	1	0	2	1	4	1	1	0	0	0	0	1	0	0	0
Fam71b	2	4	2	2	6	1	37	17	1	3	2	1	5	6	3
Fam71d	1	3	1	3	0	2	5	1	1	6	2	2	3	2	2
Fam71e1	72	101	54	69	109	127	309	150	95	69	74	68	57	93	51
Fam71e2	3	3	2	0	3	2	5	3	0	2	0	2	4	0	0
Fam71f1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
Fam71f2	6	13	12	13	11	14	22	9	10	9	6	9	2	4	0
Fam72a	34	20	18	17	29	22	68	14	15	25	8	19	9	15	20
Fam73a	2012	2398	1722	2316	3072	2704	9571	2264	2342	2130	2279	2466	1717	2775	2533
Fam73b	302	388	282	291	545	487	1020	328	248	212	241	277	218	373	336
Fam76a	1236	1545	957	1305	1613	1408	4156	1207	1259	1207	1131	1128	977	1591	1325
Fam76b	907	882	613	826	911	892	3437	1060	1094	1082	867	1056	900	1191	1170
Fam78a	22	29	24	39	38	34	239	43	13	18	30	76	19	31	27
Fam78b	50	40	47	43	52	52	442	68	29	25	51	91	28	72	87
Fam81a	178	291	136	177	263	210	637	249	173	229	152	355	194	237	116
Fam81b	0	1	2	0	2	1	5	3	0	1	0	2	0	0	1
Fam83a	1	1	1	2	3	0	19	5	2	3	1	6	0	1	1
Fam83b	89	52	76	81	65	23	161	38	98	119	92	61	86	96	71
Fam83c	27	10	10	18	25	19	82	14	26	26	19	22	17	15	23
Fam83d	33	42	18	36	36	38	51	15	37	38	17	15	30	24	33
Fam83e	9	3	6	4	3	3	4	0	4	10	4	1	4	3	9
Fam83f	20	41	18	18	34	29	103	29	23	14	14	46	10	38	13
Fam83g	678	771	724	858	1132	979	1506	610	556	703	554	348	510	917	1255
Fam83h	369	459	338	366	657	590	1862	644	352	310	349	361	267	537	589
Fam84a	84	78	98	145	72	131	498	124	141	91	151	162	90	153	203
Fam84b	822	888	710	929	914	848	1997	789	715	817	723	560	616	842	1026
Fam89a	39	39	35	58	85	58	243	87	49	42	42	67	47	47	39
Fam89b	180	247	135	155	235	295	982	267	116	94	88	130	64	130	114
Fam8a1	1451	1697	1002	1534	1455	1519	4949	1390	1356	1166	1250	1207	953	1536	1594
Fam90a1a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fam90a1b	2	4	1	3	3	1	9	8	3	0	1	3	0	6	1
Fam91a1	5192	4968	3928	4692	4673	3783	12815	4184	3955	4522	3381	3254	3415	3721	4957
Fam92a	1388	1304	891	1070	927	980	2792	956	1125	1027	884	859	793	888	767
Fam92b	175	139	128	100	110	125	130	52	81	104	45	45	95	87	56
Fam96a	781	869	530	730	691	718	2191	771	617	662	474	675	465	541	588
Fam96b	274	258	170	198	223	259	705	197	259	267	244	250	211	266	112
Fam98a	1934	1651	1434	2106	1750	1645	3488	1400	1483	1718	1226	1259	1472	1597	1650
Fam98b	835	910	593	819	860	780	3093	720	1151	1016	910	1104	844	1035	670
Fam98c	203	269	151	187	307	329	816	276	161	112	141	165	111	227	235
Fan1	251	243	216	271	381	250	925	340	266	281	222	239	206	296	359
Fanca	42	45	29	52	66	75	179	55	45	37	35	70	30	47	28
Fancb	27	27	25	30	20	13	81	22	23	34	26	25	17	14	30
Fancc	169	185	146	157	222	209	458	171	104	115	69	102	76	100	116
Fancd2	45	42	21	30	50	44	217	61	32	27	36	56	22	37	26
Fancd2os	0	1	0	0	4	3	5	4	1	0	0	0	1	1	0
Fance	237	307	189	240	240	286	893	320	199	207	153	206	126	221	186
Fancf	122	158	87	114	85	105	496	146	189	204	126	114	118	179	224
Fancg	90	112	58	77	100	131	295	75	41	37	28	71	34	40	62
Fanci	72	56	53	52	92	58	208	45	50	55	48	99	48	79	31
Fancl	457	452	261	342	297	271	872	310	226	294	179	202	245	206	196
Fancm	494	506	479	544	751	518	1837	548	580	593	447	530	427	656	596
Fank1	41	57	34	34	57	43	140	28	39	23	43	39	42	43	42
Fap	125	134	102	147	130	121	356	47	8	12	20	126	20	18	16
Far1	1927	2128	1511	2001	2009	1730	7902	2307	2382	2341	1929	2628	1726	2191	1925
Far2	85	77	54	66	69	75	272	98	75	75	64	135	61	79	91
Farp1	1017	995	1094	1225	1929	1216	4147	1043	1098	1081	1144	1076	965	1770	1838
Farp2	304	355	310	386	602	448	1494	417	377	325	363	381	267	504	449
Fars2	618	704	425	523	483	493	1233	427	503	619	412	403	508	512	323
Farsa	705	684	512	605	867	932	1691	658	599	589	523	634	500	698	562
Farsb	2475	1873	1603	1739	1411	1432	3220	1446	1169	1322	957	917	964	922	1158
Fas	53	30	28	46	35	35	260	14	17	25	20	121	14	19	20
Fasl	0	0	0	1	1	2	16	1	0	0	0	3	0	4	5
Fasn	1465	1848	1804	1797	4475	2639	11223	2068	1957	1506	1840	1943	1544	3408	4422
Fastk	961	893	701	791	1046	1377	2228	857	561	564	454	500	479	591	816
Fastkd1	274	291	238	302	369	384	873	291	245	219	243	244	236	311	412
Fastkd2	947	809	581	634	587	613	1299	512	452	431	327	313	311	408	444
Fastkd3	212	201	160	181	211	223	486	194	139	112	114	143	132	144	142
Fastkd5	234	233	168	221	203	201	618	196	137	149	108	121	113	145	182
Fat1	1205	811	1760	1445	2023	874	4861	598	1322	1639	1118	1290	1520	1924	2304
Fat2	1	1	0	0	2	2	3	0	0	0	0	0	0	0	0
Fat3	11	17	13	11	44	15	123	33	29	8	31	47	10	45	14
Fat4	80	75	85	84	163	86	498	55	102	72	87	120	72	131	152
Fate1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fau	1284	1312	854	768	1076	819	9242	2244	2381	2215	1575	1565	1428	1366	1473
Fau-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fau-ps2	1	0	0	0	2	0	2	0	1	0	1	0	1	0	2
Faxc	771	832	725	697	1107	738	2293	613	674	643	614	609	556	986	777
Fbf1	423	488	356	447	888	641	2454	616	775	567	662	824	543	1059	549
Fbl	1040	983	769	794	859	958	2393	620	1028	1083	936	1100	910	1021	553
Fblim1	45	56	40	31	98	56	886	68	80	74	76	151	63	89	50
Fbll1	1	1	0	0	1	0	8	4	1	6	1	3	1	1	0
Fbln1	556	569	471	647	626	570	392	8	8	4	5	15	4	14	3
Fbln2	1496	1342	1066	1300	1522	1348	3076	302	61	42	111	369	21	74	88
Fbln5	216	215	184	236	338	303	311	381	134	51	95	132	38	85	48
Fbln7	233	224	168	238	223	194	95	6	0	5	3	11	3	1	4
Fbn1	1517	1445	1269	1598	1801	1500	9038	384	149	153	337	1835	87	313	325
Fbn2	13	15	8	8	11	15	551	3	6	8	9	64	5	7	5
Fbp1	382	552	298	328	496	468	1461	1272	442	267	351	790	138	338	351
Fbp2	19	33	10	14	20	16	12	16	38	35	27	21	34	15	11
Fbrs	708	808	588	673	1293	1233	3522	697	546	445	558	644	409	979	736
Fbrsl1	687	700	541	657	1055	1120	4316	1041	1149	953	1055	939	938	1885	1796
Fbxl12	278	291	182	174	315	319	896	394	122	143	138	155	134	203	238
Fbxl13	10	7	11	11	15	9	38	10	8	8	4	10	11	7	11
Fbxl14	489	681	391	586	701	635	3156	874	715	759	744	855	660	1129	1044
Fbxl15	41	58	50	42	85	76	482	264	82	105	93	115	92	128	207
Fbxl16	3322	3989	2928	3459	5635	5771	12508	3440	2863	2875	2658	2578	2890	4512	4717
Fbxl17	1021	1034	952	1246	1393	1077	2863	620	722	790	671	601	700	932	1330
Fbxl18	309	424	338	421	795	561	1833	508	336	366	313	394	309	577	546
Fbxl19	215	289	184	273	414	449	940	354	194	173	168	245	129	240	224
Fbxl2	490	516	409	536	559	598	1024	490	323	438	274	279	386	405	534
Fbxl20	886	1123	815	920	1687	1284	4566	1070	841	738	836	1056	658	1237	929
Fbxl21	93	129	79	81	141	111	461	135	86	62	76	75	53	109	97
Fbxl22	11	7	1	11	19	15	48	20	2	17	11	19	5	12	7
Fbxl3	1465	1807	1069	1362	1736	1476	6485	2031	1688	1485	1486	1841	1149	1659	1621
Fbxl4	1280	1123	905	890	861	886	1936	695	549	599	419	305	423	446	691
Fbxl5	2791	2922	1945	2335	2292	2258	7208	2636	2624	2710	2168	2381	1893	2298	1937
Fbxl6	369	372	245	276	423	567	941	427	201	169	172	177	114	214	396
Fbxl7	4	7	23	14	9	6	55	9	6	14	14	25	5	15	15
Fbxl8	40	52	30	32	81	68	294	132	26	50	35	43	44	45	66
Fbxo10	381	503	296	336	728	595	1641	477	346	313	344	434	281	578	399
Fbxo11	1425	1669	1219	1631	2094	1803	5872	1117	1883	1653	1751	2160	1535	2386	1636
Fbxo15	2	2	3	1	1	3	6	0	4	2	2	2	1	1	2
Fbxo16	275	272	212	244	259	224	553	184	222	266	174	164	214	220	142
Fbxo17	129	141	82	144	194	175	445	157	153	126	112	128	98	141	123
Fbxo18	1610	1668	1262	1470	1832	1504	4034	1271	1279	1296	1161	1279	1018	1240	1016
Fbxo2	228	273	231	249	238	270	746	216	262	470	203	223	467	397	276
Fbxo21	1850	2275	1696	2053	3074	2481	6678	1668	1824	2120	1781	1522	2018	2636	2782
Fbxo22	742	941	608	743	921	866	2294	793	716	709	648	760	542	818	728
Fbxo24	28	33	28	24	39	41	91	24	29	35	22	13	26	44	21
Fbxo25	763	824	543	665	818	747	2258	819	913	801	655	767	691	754	607
Fbxo27	92	77	61	70	78	82	145	59	36	32	30	37	50	72	99
Fbxo28	905	958	701	976	1134	946	3193	1023	853	760	660	928	683	938	987
Fbxo3	3572	3666	2695	3520	3411	2940	9004	2527	2941	3229	2503	2515	2776	3002	3024
Fbxo30	325	355	259	325	354	308	1170	370	326	313	244	393	291	251	337
Fbxo31	263	377	265	301	519	434	1301	369	304	249	256	296	248	506	434
Fbxo32	658	662	531	733	800	747	2041	384	618	714	549	527	683	817	690
Fbxo33	854	941	598	896	975	869	3946	988	990	956	756	934	796	898	1093
Fbxo34	672	655	538	639	851	614	1796	523	615	762	527	607	566	725	635
Fbxo36	252	319	167	209	208	232	780	230	173	182	133	179	160	168	100
Fbxo38	1968	2015	1507	1862	2284	1768	5801	1651	2455	2261	2055	2305	1967	2616	1445
Fbxo39	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo4	489	520	330	472	450	450	1227	517	507	494	393	401	314	394	393
Fbxo40	37	41	29	36	42	37	52	43	25	29	42	32	15	56	31
Fbxo41	64	92	50	39	181	143	481	166	74	41	67	103	49	100	72
Fbxo42	675	763	559	665	1179	926	2636	677	485	500	416	551	466	764	900
Fbxo43	6	7	9	14	17	12	25	23	12	19	10	8	5	18	8
Fbxo44	677	808	516	559	792	872	2157	865	544	466	483	452	466	581	591
Fbxo45	456	588	422	562	679	599	1813	452	509	485	461	537	470	690	599
Fbxo46	200	228	138	238	359	318	977	220	169	221	178	220	173	285	274
Fbxo47	97	106	72	75	69	62	223	58	75	57	62	55	57	65	57
Fbxo48	11	16	6	8	14	10	72	11	19	16	9	19	9	15	3
Fbxo5	72	73	32	57	55	63	207	60	79	66	58	102	48	84	64
Fbxo6	916	1087	633	640	703	889	1760	885	448	369	376	378	304	384	418
Fbxo7	896	906	580	803	827	928	1634	646	509	510	472	479	450	529	639
Fbxo8	1090	1025	692	863	743	780	2604	968	613	694	499	513	491	515	757
Fbxo9	1102	1299	860	1135	1243	1333	3332	1033	995	1037	933	962	883	1263	1068
Fbxw10	15	27	8	23	45	18	97	15	25	11	12	48	15	26	9
Fbxw11	2330	2558	2178	2432	3004	2360	7335	1979	1631	1904	1626	1870	1651	2034	2640
Fbxw13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Fbxw14	3	0	2	0	2	2	1	0	0	1	0	3	1	7	1
Fbxw15	7	2	2	8	0	2	0	1	0	2	2	0	0	2	1
Fbxw16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw17	246	238	176	166	235	253	685	286	133	116	110	169	95	157	137
Fbxw18	0	0	0	0	0	0	0	4	0	0	0	0	1	2	1
Fbxw19	10	15	14	12	26	16	41	30	7	10	7	24	13	16	15
Fbxw2	1727	1823	1326	1401	1635	1462	4456	1374	1386	1483	1099	1352	1065	1401	1043
Fbxw20	0	1	1	3	3	1	4	0	0	0	0	1	0	0	0
Fbxw21	4	1	2	3	5	1	7	0	0	0	0	1	0	0	0
Fbxw22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw23	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Fbxw24	6	1	13	18	9	4	2	0	5	19	2	0	6	2	9
Fbxw25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Fbxw4	274	421	256	269	500	478	1245	372	271	222	247	285	212	381	295
Fbxw5	1101	1251	909	1016	1473	1586	3818	1208	827	871	767	772	642	971	1124
Fbxw7	946	872	862	1202	1067	907	2547	717	1668	1429	1609	1129	1276	1603	1092
Fbxw8	1383	1609	1289	1365	2007	1642	4545	1527	937	948	880	952	714	1105	1147
Fbxw9	271	347	196	255	387	433	1138	377	278	218	227	269	156	291	269
Fcamr	1	1	1	0	0	5	7	1	2	0	2	12	4	1	4
Fcer1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1g	330	319	225	341	276	250	1737	130	113	117	76	213	119	80	119
Fcer2a	14	20	10	10	21	21	217	29	12	6	10	94	5	4	1
Fcf1	740	630	414	498	442	520	1581	395	719	647	603	774	601	588	301
Fcgbp	14	12	13	8	22	15	31	15	21	11	23	8	7	23	22
Fcgr1	60	62	31	52	53	33	509	26	34	34	7	59	25	16	24
Fcgr2b	116	122	86	119	143	129	488	100	22	26	28	153	10	18	36
Fcgr3	120	172	123	147	152	134	384	41	29	26	14	83	32	10	13
Fcgr4	38	23	25	32	26	28	186	10	6	13	9	20	8	14	4
Fcgrt	287	356	234	290	333	289	822	79	65	32	34	109	43	46	58
Fcho1	60	101	56	43	106	130	529	128	79	50	47	148	59	111	85
Fcho2	1001	1346	866	1269	1331	1163	5879	1159	1446	1522	1351	1724	1380	1617	1489
Fchsd1	213	296	167	187	376	364	1044	306	231	175	188	325	120	278	142
Fchsd2	405	407	319	475	642	551	2033	428	431	433	362	684	360	491	424
Fcmr	2	0	1	3	1	18	480	30	1	0	0	192	1	4	1
Fcna	13	6	14	24	2	9	190	8	1	7	2	60	3	0	4
Fcnb	8	7	8	7	10	5	0	0	0	0	0	0	0	0	0
Fcor	6	7	2	6	3	5	17	2	6	3	3	6	5	6	1
Fcrl1	5	3	2	3	0	14	310	35	5	1	0	100	0	1	1
Fcrl5	1	3	1	2	3	7	65	15	0	1	1	45	4	3	1
Fcrl6	2	5	1	1	3	0	20	3	25	22	7	29	13	26	7
Fcrla	2	1	2	1	0	18	341	63	0	2	0	116	1	0	0
Fcrlb	0	0	0	0	1	1	2	0	0	0	1	1	2	1	2
Fcrls	103	103	71	112	126	104	102	3	2	0	9	7	3	1	3
Fdft1	2566	1883	1819	2261	1976	1731	4257	1915	1325	1815	1133	1046	1267	1068	1534
Fdps	3019	1979	2193	2638	1998	1846	2519	1128	1505	1937	1247	846	1575	1273	1964
Fdx1	296	362	210	256	238	241	783	413	303	323	212	266	222	257	308
Fdx1l	236	300	187	216	234	244	656	284	233	172	201	207	148	226	185
Fdxacb1	302	304	221	292	257	227	631	269	176	175	169	184	161	169	233
Fdxr	116	94	115	121	177	226	334	163	92	122	77	86	103	146	101
Fech	1808	1684	1264	1464	1652	1586	5107	1216	1579	1871	1325	1408	1600	1700	1359
Fem1a	1214	1438	1191	1442	1912	1487	4356	1363	959	1111	965	957	862	1345	1545
Fem1b	3067	3153	2636	3312	3509	2928	9017	2600	2733	2812	2517	2367	2217	2972	3116
Fem1c	686	768	574	709	906	687	2696	614	577	589	543	700	445	680	763
Fen1	244	186	146	227	229	226	687	219	206	243	152	231	162	155	157
Fer	620	549	495	577	609	416	1677	449	742	773	698	670	636	661	442
Fer1l4	0	0	0	1	0	0	1	3	0	1	0	1	0	0	0
Fer1l5	93	87	72	116	171	145	231	86	70	64	93	84	89	119	89
Fer1l6	1117	500	755	1394	870	499	494	250	1193	1529	878	236	1091	1248	1286
Ferd3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fermt1	91	87	34	38	125	59	536	133	69	40	79	121	27	77	47
Fermt2	1724	1517	1311	1545	1581	1316	4697	1089	1294	1430	1231	1295	1166	1281	1302
Fermt3	70	72	43	60	89	85	956	44	39	21	22	251	24	59	48
Fes	73	77	58	72	109	99	646	91	60	48	43	196	33	84	46
Fetub	18	28	16	33	32	29	43	16	19	19	12	12	12	11	14
Fev	55	52	44	59	92	36	240	82	69	94	66	78	95	90	86
Fez1	431	431	333	462	427	377	1050	382	418	392	347	304	318	404	223
Fez2	271	274	204	267	288	299	951	273	293	285	226	344	217	284	252
Fezf1	0	1	1	0	0	1	1	3	0	0	0	0	0	0	0
Fezf2	2	2	1	2	6	2	10	2	0	1	1	3	2	4	2
Ffar1	2182	1999	2302	2991	3706	3039	4313	921	2755	2780	2610	1485	2539	3898	2575
Ffar2	463	555	410	563	657	622	1200	313	662	534	519	319	444	697	463
Ffar3	186	151	167	271	262	244	181	79	127	135	97	54	126	189	163
Ffar4	183	183	147	152	178	161	338	168	68	144	79	61	109	61	160
Fga	37	11	51	51	10	54	195	89	51	13	49	55	19	40	27
Fgb	199	83	145	185	107	170	864	346	245	279	379	309	459	286	221
Fgd1	133	180	125	158	298	275	1019	189	151	126	123	172	121	247	217
Fgd2	611	581	595	713	678	620	920	310	339	600	285	227	478	395	742
Fgd3	28	19	11	32	55	25	285	64	22	10	19	79	18	10	26
Fgd4	879	954	880	932	1190	846	4425	1394	1270	1294	1081	1435	1190	1387	1131
Fgd5	69	97	83	104	151	110	885	89	98	92	115	210	101	161	138
Fgd6	824	852	807	1056	1459	1208	2985	656	940	831	830	747	704	1340	1436
Fgf1	77	67	71	106	117	83	419	112	84	146	112	210	111	41	87
Fgf10	7	4	7	9	9	7	13	1	3	6	2	8	4	6	1
Fgf11	31	38	16	31	75	42	121	46	20	8	23	60	29	28	13
Fgf12	497	418	396	552	402	293	1138	329	404	548	288	335	443	380	320
Fgf13	5	10	7	6	16	9	110	36	18	16	37	22	15	10	15
Fgf14	87	51	89	92	51	31	59	35	75	95	34	14	73	46	102
Fgf15	0	0	0	0	0	1	5	0	4	2	1	2	4	4	0
Fgf16	8	2	1	7	1	4	2	0	0	0	0	0	0	0	0
Fgf17	3	1	1	5	2	2	3	9	0	2	3	1	0	4	1
Fgf18	15	15	9	19	17	13	79	1	0	1	4	1	0	1	0
Fgf2	166	168	146	212	276	204	3471	255	165	156	194	545	157	150	303
Fgf20	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Fgf21	17	7	10	4	8	13	5	15	5	12	7	2	5	6	6
Fgf22	0	2	2	0	3	4	12	3	1	2	2	4	1	7	0
Fgf23	1	0	2	0	0	2	151	3	1	2	1	15	0	2	1
Fgf3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
