	GSM4391955	GSM4391956	GSM4391957	GSM4391958	GSM4391959	GSM4391961	GSM4391962
Gm12181	0	0	0	0	0	0	0
Gm12182	0	0	0	5	0	0	0
Gm12183	0	6	0	0	0	0	0
Gm12184	0	0	0	0	0	0	0
Gm12185	0	0	0	0	0	0	0
Gm12186	0	0	0	0	0	0	0
Gm12187	0	0	0	0	0	0	0
Gm12188	0	0	0	0	0	0	0
Gm12189	0	0	0	0	0	0	0
Gm12190	0	0	0	0	0	0	0
Gm12191	4	0	0	0	0	0	0
Gm12192	0	0	0	0	0	0	0
Gm12193	0	0	0	0	0	0	0
Gm12194	0	0	0	0	0	0	0
Gm12196	0	0	0	0	0	0	0
Gm12201	0	0	0	0	0	0	0
Gm12202	0	0	0	0	0	0	0
Gm12203	0	0	0	0	0	0	0
Gm12206	0	0	0	0	0	0	0
Gm12208	0	0	0	0	0	0	0
Gm12209	0	0	0	0	0	0	0
Gm12210	0	0	0	0	0	0	0
Gm12213	0	0	0	0	0	0	0
Gm12216	12	35	6	23	41	10	39
Gm12217	0	0	0	0	0	0	0
Gm12218	0	1	0	1	0	0	0
Gm12219	0	0	0	8	0	0	0
Gm12220	0	0	0	0	0	0	0
Gm12221	0	0	0	0	0	0	0
Gm12222	0	0	0	0	0	0	0
Gm12225	0	0	0	0	0	0	0
Gm12226	0	29	0	0	5	0	0
Gm12229	0	0	0	0	0	0	0
Gm12230	0	0	0	0	0	0	0
Gm12231	0	31	0	3	0	0	0
Gm12235	0	0	0	0	1	0	0
Gm12237	0	0	0	0	0	0	0
Gm12240	0	0	0	0	0	0	0
Gm12241	0	0	0	0	0	0	1
Gm12242	0	0	0	0	0	0	0
Gm12244	0	0	0	0	0	0	0
Gm12245	0	0	0	0	0	0	0
Gm12247	0	0	0	0	0	0	0
Gm12248	0	0	0	0	0	0	0
Gm12250	0	0	0	0	0	0	0
Gm12251	1	0	0	0	0	0	0
Gm12252	0	0	0	0	0	0	0
Gm12253	0	0	1	0	0	14	0
Gm12254	0	0	0	0	0	0	0
Gm12255	0	0	0	0	0	0	0
Gm12258	36	34	11	50	33	53	24
Gm12260	0	0	0	0	0	0	0
Gm12261	0	0	0	0	0	0	0
Gm12262	0	0	0	0	0	0	0
Gm12263	0	0	0	0	0	0	0
Gm12266	7	0	0	0	0	0	0
Gm12267	0	0	0	0	0	0	0
Gm12268	0	0	0	0	0	0	0
Gm12269	0	0	0	0	0	0	0
Gm12271	0	0	0	0	0	0	0
Gm12274	0	0	0	0	0	0	0
Gm12275	0	0	0	0	0	0	0
Gm12276	0	22	0	0	0	1	0
Gm12281	0	0	0	0	1	0	0
Gm12285	0	0	0	0	0	0	1
Gm12286	7	1	1	0	17	0	0
Gm12287	0	0	0	0	0	0	0
Gm12288	0	0	0	0	0	0	0
Gm12291	8	0	24	3	0	0	0
Gm12293	0	0	0	0	0	0	0
Gm12294	0	0	0	0	0	0	0
Gm12297	0	0	0	0	0	0	0
Gm12303	0	0	0	0	0	0	0
Gm12304	0	0	0	0	0	0	0
Gm12306	0	0	0	0	0	0	0
Gm12307	0	0	0	0	0	0	0
Gm12308	0	0	0	0	0	0	0
Gm12309	0	0	0	0	0	0	0
Gm12310	0	0	0	0	0	0	0
Gm12311	0	0	0	0	0	0	0
Gm12312	0	0	0	0	0	0	0
Gm12313	0	0	0	0	0	0	0
Gm12314	0	0	0	0	0	0	0
Gm12317	0	0	0	0	0	0	0
Gm12318	0	0	1	0	0	0	0
Gm12321	0	0	0	0	0	0	0
Gm12322	0	0	0	0	0	0	0
Gm12327	0	0	0	0	0	0	0
Gm12328	3	0	5	5	13	23	2
Gm12329	0	0	0	0	0	0	0
Gm12331	0	0	0	0	1	0	0
Gm12332	0	0	0	0	0	0	0
Gm12335	0	0	0	0	0	0	0
Gm12337	0	0	0	0	0	0	0
Gm12338	485	538	193	67	119	299	209
Gm12340	0	0	0	0	0	0	0
Gm12341	9	14	0	0	0	14	0
Gm12344	0	0	0	0	0	0	0
Gm12345	0	0	0	0	0	0	0
Gm12346	37	9	44	11	4	48	3
Gm12350	0	1	4	1	1	33	0
Gm12351	0	0	0	0	0	0	0
Gm12353	0	3	0	0	5	0	0
Gm12355	0	0	0	0	0	0	0
Gm12358	0	0	0	0	0	0	0
Gm12361	0	0	0	0	0	0	0
Gm12362	1	0	0	0	0	0	0
Gm12363	0	0	0	0	0	0	0
Gm12365	0	0	0	0	0	0	0
Gm12366	0	1	0	1	0	1	0
Gm12368	0	0	0	0	0	0	0
Gm12369	0	0	0	0	0	0	0
Gm12370	0	0	0	0	0	0	0
Gm12372	12	0	0	0	1	0	0
Gm12375	0	0	0	0	0	0	0
Gm12376	0	0	0	0	0	0	0
Gm12377	0	0	0	0	0	0	0
Gm12378	0	0	0	0	0	0	0
Gm12379	0	0	0	0	0	0	0
Gm12380	0	0	0	0	0	0	0
Gm12382	0	0	0	0	0	0	0
Gm12383	0	0	0	0	0	0	0
Gm12384	0	0	0	0	0	0	0
Gm12385	0	0	0	0	0	0	0
Gm12386	0	0	0	0	0	0	0
Gm12387	1	0	0	0	0	0	0
Gm12388	0	0	0	0	0	0	0
Gm12389	0	0	0	0	0	0	0
Gm12390	0	0	0	0	0	0	0
Gm12391	0	0	0	0	0	0	0
Gm12392	0	0	0	0	0	0	0
Gm12393	0	0	0	0	0	0	0
Gm12394	10	20	6	7	0	0	0
Gm12396	0	0	0	0	0	0	0
Gm12397	0	0	0	0	0	0	0
Gm12399	0	0	0	0	0	0	0
Gm12400	0	0	0	0	0	0	0
Gm12401	0	0	0	0	0	0	0
Gm12402	0	0	0	0	0	0	0
Gm12403	0	0	0	0	0	0	0
Gm12407	0	0	0	0	0	0	0
Gm12411	0	0	0	1	0	0	0
Gm12412	0	0	0	0	0	0	0
Gm12413	0	0	0	0	0	0	0
Gm12416	10	0	8	0	1	1	4
Gm12417	0	0	0	0	0	0	0
Gm12418	5	0	2	0	0	0	4
Gm12419	0	1	0	0	0	0	0
Gm12420	0	0	0	0	0	0	0
Gm12421	0	0	0	0	0	0	0
Gm12422	0	0	0	0	0	0	0
Gm12423	0	0	0	0	0	0	0
Gm12424	0	0	0	0	0	0	3
Gm12425	0	0	0	0	0	0	0
Gm12427	0	0	0	0	0	0	0
Gm12428	6	0	0	0	4	11	3
Gm12430	0	0	0	0	0	0	0
Gm12431	0	0	0	0	0	0	0
Gm12432	0	0	0	0	0	0	0
Gm12433	0	0	0	0	0	0	0
Gm12435	0	0	0	0	0	0	8
Gm12438	0	0	0	0	0	0	0
Gm12439	0	0	4	1	0	7	0
Gm12441	0	0	0	0	0	0	0
Gm12442	0	0	0	0	0	0	0
Gm12443	0	0	0	0	0	0	0
Gm12444	0	0	0	0	0	0	0
Gm12445	0	0	0	0	0	0	0
Gm12447	0	0	0	0	0	0	0
Gm12448	0	0	0	0	0	0	0
Gm12449	0	0	0	0	0	0	0
Gm12451	0	0	0	0	0	0	0
Gm12452	0	0	0	0	0	0	0
Gm12453	0	0	0	0	0	0	0
Gm12455	0	0	0	0	0	0	0
Gm12458	0	0	0	0	0	0	0
Gm12459	5	0	0	4	0	0	0
Gm12460	0	1	0	0	0	0	0
Gm12461	0	0	0	0	0	0	0
Gm12463	0	0	0	0	0	0	0
Gm12464	0	0	0	0	0	0	0
Gm12465	0	0	0	0	0	0	0
Gm12466	0	0	0	0	0	0	0
Gm12467	0	0	0	0	0	0	0
Gm12468	0	0	0	3	0	0	0
Gm12469	0	0	0	0	0	0	0
Gm12470	0	0	0	0	0	0	0
Gm12475	0	0	0	0	0	0	3
Gm12477	0	0	0	0	0	0	0
Gm12479	0	0	0	0	0	0	0
Gm12481	576	480	259	225	280	246	550
Gm12482	2	0	0	0	0	0	0
Gm12485	0	0	0	0	0	0	0
Gm12486	0	0	0	0	0	0	0
Gm12488	0	0	0	0	0	0	0
Gm12489	0	0	0	0	0	0	0
Gm12490	0	0	0	0	0	0	0
Gm12492	0	0	0	0	0	0	0
Gm12494	0	0	0	0	0	0	0
Gm12495	0	0	0	0	0	0	0
Gm12497	0	0	0	0	0	0	0
Gm12499	0	0	0	0	0	0	0
Gm12501	0	0	0	0	0	0	0
Gm12502	0	0	0	0	0	0	0
Gm12504	5	6	0	18	1	2	0
Gm12507	0	0	0	0	0	0	0
Gm12508	0	0	0	0	0	0	0
Gm12509	0	0	0	0	0	0	0
Gm12512	0	0	0	0	0	0	0
Gm12513	0	0	0	0	0	0	0
Gm12515	0	0	0	0	0	0	0
Gm12516	0	0	0	0	0	0	0
Gm12517	0	0	0	0	0	0	0
Gm12518	0	0	0	0	0	0	0
Gm12520	0	0	0	0	0	0	0
Gm12527	0	0	0	0	0	0	0
Gm12529	0	0	0	0	0	0	0
Gm12535	0	0	0	0	0	0	0
Gm12537	6	3	0	3	4	3	0
Gm12538	0	0	0	0	0	0	0
Gm12539	0	0	0	0	0	0	0
Gm12540	0	0	0	2	0	0	0
Gm12543	0	0	0	0	0	0	4
Gm12550	0	0	0	0	0	0	0
Gm12551	0	0	0	0	0	0	0
Gm12564	0	0	0	0	0	0	0
Gm12565	0	0	0	0	0	0	0
Gm12566	0	0	0	0	0	0	0
Gm12568	0	0	0	0	16	0	0
Gm12570	0	0	0	0	0	0	0
Gm12571	0	0	0	0	0	0	0
Gm12573	0	0	0	0	0	0	0
Gm12577	0	0	0	0	0	0	0
Gm12578	0	0	0	0	0	0	0
Gm12579	0	0	0	0	0	0	0
Gm12582	0	0	0	0	0	0	0
Gm12583	0	0	0	0	0	0	0
Gm12584	0	0	1	0	0	0	0
Gm12585	0	0	0	0	0	0	0
Gm12586	1	0	0	0	0	0	0
Gm12587	0	0	0	0	0	0	0
Gm12591	1	0	0	0	0	0	0
Gm12593	0	0	0	0	0	0	0
Gm12598	0	0	0	0	0	0	0
Gm12599	0	0	0	0	0	0	0
Gm12601	0	0	0	0	0	0	0
Gm12604	0	0	0	0	0	0	0
Gm12607	0	0	0	0	0	0	0
Gm12608	0	0	0	0	0	0	0
Gm12611	0	0	0	0	0	0	0
Gm12612	0	0	0	0	0	0	0
Gm12613	0	0	0	0	0	0	0
Gm12614	0	0	0	0	0	0	0
Gm12615	0	0	0	0	0	0	0
Gm12616	0	0	0	0	0	0	0
Gm12617	0	0	0	0	0	0	0
Gm12618	0	0	0	0	0	0	0
Gm12619	0	0	0	0	0	0	0
Gm12620	0	0	0	0	0	0	0
Gm12621	0	0	0	0	0	0	0
Gm12622	1	11	0	0	0	0	0
Gm12623	0	0	0	0	0	0	0
Gm12624	0	0	0	0	0	0	0
Gm12625	0	0	0	0	0	0	0
Gm12626	0	0	0	0	0	0	0
Gm12627	0	0	0	0	0	0	0
Gm12628	0	0	0	0	0	0	0
Gm12630	0	0	0	0	0	0	0
Gm12632	0	0	0	0	0	0	0
Gm12633	0	0	0	0	0	0	0
Gm12634	0	0	0	0	0	0	1
Gm12635	0	0	0	0	0	0	0
Gm12636	0	0	0	0	0	0	0
Gm12638	0	0	0	0	0	0	0
Gm12639	0	0	0	0	0	0	0
Gm12640	0	0	0	0	0	0	0
Gm12641	0	0	0	0	0	0	0
Gm12642	0	0	0	0	0	0	0
Gm12643	0	0	0	0	0	0	0
Gm12644	0	0	0	0	0	0	0
Gm12645	1	0	0	0	0	0	0
Gm12646	0	0	0	0	0	0	0
Gm12647	0	0	0	0	0	0	0
Gm12650	0	0	0	0	0	0	0
Gm12653	0	0	0	0	0	0	0
Gm12654	0	0	0	0	0	0	0
Gm12656	0	0	0	0	0	0	0
Gm12657	0	0	0	0	0	0	0
Gm12661	0	0	0	0	0	0	0
Gm12663	0	0	0	0	0	0	0
Gm12664	0	0	0	0	0	0	0
Gm12666	0	0	0	0	0	0	0
Gm12667	0	0	0	0	0	0	0
Gm12669	0	0	0	0	0	0	0
Gm12671	0	0	0	0	0	0	0
Gm12677	0	0	0	0	0	0	0
Gm12683	0	0	0	0	0	0	0
Gm12684	0	0	0	0	0	0	0
Gm12685	0	0	0	0	0	0	0
Gm12686	0	0	0	0	0	0	0
Gm12687	0	0	0	0	0	0	0
Gm12689	0	0	0	0	0	0	0
Gm12691	0	0	0	0	0	15	0
Gm12692	0	0	0	0	0	0	0
Gm12693	0	0	0	0	0	0	0
Gm12695	0	0	0	0	0	0	0
Gm12696	24	1	45	18	17	18	25
Gm12697	0	0	0	0	0	0	0
Gm12700	0	0	0	0	0	0	0
Gm12704	0	0	0	0	0	0	0
Gm12706	0	0	0	0	0	0	0
Gm12710	0	0	0	0	0	0	0
Gm12712	0	0	0	0	0	0	0
Gm12713	0	0	0	0	0	0	0
Gm12715	0	6	14	18	17	0	6
Gm12716	0	0	0	0	0	0	0
Gm12717	0	0	0	0	0	0	0
Gm12719	11	0	0	0	0	0	0
Gm12721	0	0	0	0	0	1	0
Gm12722	0	0	0	0	0	0	0
Gm12723	0	0	0	0	0	0	0
Gm12726	0	0	0	0	9	0	0
Gm12727	0	0	0	0	0	0	1
Gm12728	0	1	0	0	0	0	0
Gm12731	0	0	0	0	0	0	0
Gm12732	2	0	5	0	0	0	1
Gm12733	0	0	0	0	0	0	0
Gm12734	0	0	0	0	0	0	0
Gm12736	0	0	0	0	0	0	0
Gm12738	0	0	0	0	0	0	0
Gm12739	0	0	0	0	0	0	0
Gm12740	0	0	0	0	0	0	0
Gm12741	0	0	0	0	0	0	0
Gm12742	0	0	0	0	0	0	0
Gm12745	0	0	0	0	0	0	0
Gm12748	0	0	0	0	0	0	0
Gm12749	0	0	0	0	0	0	0
Gm12751	0	0	0	0	27	0	5
Gm12752	2	0	0	0	0	0	16
Gm12754	0	0	0	0	3	0	0
Gm12755	0	0	0	0	0	0	0
Gm12757	0	0	0	0	0	0	0
Gm12760	0	0	0	0	0	0	0
Gm12765	0	0	0	0	0	0	0
Gm12768	0	0	0	0	0	0	0
Gm12770	0	0	0	0	0	0	0
Gm12771	0	0	0	0	0	0	0
Gm12773	0	0	0	0	0	0	0
Gm12774	0	0	0	0	0	0	0
Gm12778	0	0	1	0	0	0	0
Gm12779	0	0	0	0	0	0	0
Gm12780	0	0	0	0	0	0	0
Gm12782	0	0	0	0	0	0	0
Gm12783	0	0	0	0	0	0	0
Gm12785	0	0	0	0	0	0	0
Gm12787	0	0	0	0	0	0	0
Gm12788	0	1	0	0	0	0	0
Gm12789	1	0	0	0	0	0	0
Gm12790	0	0	0	0	0	0	0
Gm12791	0	0	0	0	0	0	0
Gm12792	11	0	0	1	2	0	0
Gm12793	0	0	0	0	0	0	0
Gm12794	0	0	0	0	0	0	0
Gm12795	0	0	0	0	0	0	0
Gm12797	0	0	0	0	0	0	0
Gm12799	0	0	0	0	0	0	0
Gm128	5	0	0	0	0	2	1
Gm12800	0	0	0	0	0	0	0
Gm12803	0	0	0	0	0	0	0
Gm12804	0	0	0	0	0	0	0
Gm12805	0	0	0	0	0	0	0
Gm12806	0	0	0	0	0	0	0
Gm12807	0	0	0	0	0	0	0
Gm12808	0	0	0	0	0	0	0
Gm12813	0	0	0	0	0	0	0
Gm12814	0	0	0	0	0	0	0
Gm12815	0	0	0	0	0	0	0
Gm12816	2	0	0	0	0	0	1
Gm12817	0	0	0	0	0	0	0
Gm12818	0	0	0	0	0	0	0
Gm12819	0	0	0	0	0	0	0
Gm12820	0	0	0	0	0	0	0
Gm12821	0	0	0	0	0	0	0
Gm12825	0	0	0	0	0	0	0
Gm12826	0	0	0	0	0	0	0
Gm12830	0	0	0	0	5	0	0
Gm12833	0	0	0	0	0	0	0
Gm12834	0	0	0	0	0	0	0
Gm12837	0	0	0	0	0	0	0
Gm12838	0	0	0	0	0	0	0
Gm12842	2	0	0	0	0	0	0
Gm12844	0	0	0	0	0	0	0
Gm12845	0	0	0	0	0	0	0
Gm12846	0	0	0	0	0	0	0
Gm12848	0	0	0	0	0	0	0
Gm12849	0	0	0	0	0	0	0
Gm12850	0	0	0	0	0	0	0
Gm12851	0	0	0	0	0	0	0
Gm12852	0	0	0	0	0	0	0
Gm12854	0	0	0	0	0	0	17
Gm12855	0	0	0	0	0	0	0
Gm12856	0	0	0	0	0	0	0
Gm12857	0	0	0	0	0	0	0
Gm12858	0	0	0	0	0	0	0
Gm12859	0	0	0	0	0	0	0
Gm12864	0	0	0	0	0	0	0
Gm12870	0	0	0	0	0	0	0
Gm12871	0	0	0	0	0	0	0
Gm12872	0	0	0	0	0	0	0
Gm12873	0	0	0	0	0	0	0
Gm12874	0	0	0	0	0	0	0
Gm12875	0	0	0	0	0	0	0
Gm12876	0	0	0	0	0	0	0
Gm12877	0	0	0	0	0	0	0
Gm12878	0	0	0	0	0	0	0
Gm12879	0	1	0	0	0	15	14
Gm12880	0	0	0	0	0	0	0
Gm12881	0	0	0	0	0	0	0
Gm12882	0	0	0	1	1	3	1
Gm12883	0	0	0	0	0	0	0
Gm12884	0	0	0	0	0	0	0
Gm12885	0	0	0	0	0	0	0
Gm12886	0	0	0	0	0	0	0
Gm12887	0	0	0	0	0	0	0
Gm12888	0	0	0	0	0	0	0
Gm12889	0	0	0	0	0	0	7
Gm12890	0	0	0	0	0	0	0
Gm12891	0	0	0	0	0	0	0
Gm12892	5	1	1	0	0	0	0
Gm12893	0	0	0	0	0	0	0
Gm12895	0	0	0	0	1	0	0
Gm12896	0	0	0	0	1	0	0
Gm12897	0	0	0	0	0	0	0
Gm12899	0	0	0	0	0	0	0
Gm12900	0	0	0	0	0	0	0
Gm12901	4	0	0	0	0	0	0
Gm12902	0	0	0	0	0	0	0
Gm12903	0	0	0	0	0	0	0
Gm12904	0	0	0	0	0	0	0
Gm12906	0	0	0	0	0	0	0
Gm12912	0	0	0	0	0	0	0
Gm12917	0	0	0	0	0	0	0
Gm12918	211	0	46	523	0	70	0
Gm12919	0	0	0	0	0	0	0
Gm12920	0	0	0	0	0	0	0
Gm12922	1	2	3	0	2	1	1
Gm12924	3	0	0	0	0	0	0
Gm12926	7	0	0	0	0	0	0
Gm12928	9	0	0	0	0	0	0
Gm12929	0	0	0	0	0	0	0
Gm12931	0	0	0	0	0	0	0
Gm12933	2	0	0	3	9	1	0
Gm12934	0	0	0	0	0	0	0
Gm12935	0	0	0	0	0	0	0
Gm12936	1	9	0	0	0	0	0
Gm12937	0	0	0	0	0	0	0
Gm12939	0	0	0	0	0	0	0
Gm12941	0	0	0	0	0	0	0
Gm12942	62	58	92	100	52	46	45
Gm12943	0	1	0	0	0	0	0
Gm12944	0	0	0	0	0	0	0
Gm12947	1	0	0	0	0	0	0
Gm12948	0	0	0	0	0	0	0
Gm12950	0	0	0	0	0	0	0
Gm12954	0	0	0	0	0	0	0
Gm12955	0	0	0	0	0	10	0
Gm12956	0	0	0	0	0	0	0
Gm12957	0	0	0	0	0	0	0
Gm12959	0	0	0	0	0	0	0
Gm12960	0	0	0	0	0	0	0
Gm12961	0	0	0	0	0	0	0
Gm12966	0	0	0	0	0	0	0
Gm12967	0	0	0	0	0	0	0
Gm12969	5	0	0	0	0	0	0
Gm12978	0	0	0	0	0	0	0
Gm12980	0	0	0	0	0	0	0
Gm12982	0	0	0	0	0	0	0
Gm12983	0	1	0	0	0	0	0
Gm12985	0	0	0	0	0	0	0
Gm12986	0	0	0	0	0	0	0
Gm12987	0	0	0	0	0	0	0
Gm12988	0	0	0	0	0	0	0
Gm12989	0	0	0	0	0	0	0
Gm12990	0	0	0	0	0	0	0
Gm12991	0	0	0	0	0	0	0
Gm12993	0	0	0	0	0	0	0
Gm12994	0	0	0	0	0	0	0
Gm12997	0	0	0	0	0	0	0
Gm12998	0	0	0	0	0	0	0
Gm13000	0	0	0	0	0	0	0
Gm13002	12	12	27	2	14	30	8
Gm13005	0	0	0	0	0	0	0
Gm13006	0	0	0	0	0	0	0
Gm13007	0	0	0	0	0	0	0
Gm13009	0	0	0	0	0	0	0
Gm13013	0	0	0	0	0	0	0
Gm13015	0	0	0	0	0	0	0
Gm13019	0	0	0	0	0	0	0
Gm13022	0	0	0	1	0	0	0
Gm13023	0	0	0	0	0	0	0
Gm13024	0	7	0	0	0	0	0
Gm13030	0	0	0	0	0	0	0
Gm13033	15	0	0	0	0	0	0
Gm13034	0	0	0	0	0	0	0
Gm13035	0	0	0	0	0	0	0
Gm13036	0	0	0	0	0	0	0
Gm13038	0	0	0	0	0	0	0
Gm13039	0	0	0	0	0	0	0
Gm13040	0	0	0	0	0	0	0
Gm13041	0	0	0	0	0	0	0
Gm13042	0	0	0	0	0	0	0
Gm13043	0	0	0	0	0	0	0
Gm13045	0	0	0	0	0	0	0
Gm13046	0	0	0	0	0	0	0
Gm13047	0	0	0	0	0	1	0
Gm1305	0	0	0	0	0	0	0
Gm13050	0	0	0	0	0	0	0
Gm13051	0	0	0	0	0	0	0
Gm13057	0	0	0	0	0	0	0
Gm13058	0	0	0	0	0	0	0
Gm13059	0	0	0	0	0	0	0
Gm13064	0	0	0	0	0	0	0
Gm13065	0	0	0	0	0	0	0
Gm13071	0	0	0	0	0	0	0
Gm13076	0	0	0	0	0	0	0
Gm13077	0	0	0	0	0	0	0
Gm13078	0	0	0	0	0	0	0
Gm13080	0	0	0	0	0	0	0
Gm13081	0	0	0	0	0	0	0
Gm13082	0	0	0	0	0	0	0
Gm13083	0	0	0	0	0	0	0
Gm13084	0	0	0	0	0	0	0
Gm13085	0	0	0	0	0	0	0
Gm13087	0	0	0	0	0	0	0
Gm13088	0	0	0	0	0	0	0
Gm13089	0	0	0	0	0	0	0
Gm13090	0	0	0	0	0	0	0
Gm13092	139	193	44	50	104	68	47
Gm13094	1	0	0	0	0	0	0
Gm13097	0	0	0	0	0	0	0
Gm13100	0	0	0	0	0	0	0
Gm13101	0	0	0	0	0	0	0
Gm13102	0	0	0	0	0	0	0
Gm13103	0	0	0	0	0	0	0
Gm13104	0	0	0	0	0	0	0
Gm13106	0	0	0	0	0	0	0
Gm13108	0	0	0	0	0	0	0
Gm13114	0	0	0	0	0	0	0
Gm13117	0	0	0	0	0	1	0
Gm13118	0	0	0	0	0	0	0
Gm13119	0	0	0	0	0	0	0
Gm13120	0	0	0	0	0	0	0
Gm13121	0	0	0	0	0	0	0
Gm13122	0	0	0	0	0	0	0
Gm13123	0	3	0	0	0	0	0
Gm13124	0	0	0	0	0	0	0
Gm13125	0	0	0	0	0	0	0
Gm13126	0	0	0	0	0	0	0
Gm13127	0	0	0	0	0	0	0
Gm13128	0	0	0	0	0	0	0
Gm13130	0	0	0	0	0	0	0
Gm13131	0	0	0	0	0	0	0
Gm13132	0	0	0	0	0	0	0
Gm13135	0	0	0	0	0	0	0
Gm13136	0	5	0	0	0	0	0
Gm13137	0	0	0	0	0	0	0
Gm13139	19	3	0	0	0	0	0
Gm13140	11	0	0	0	0	0	0
Gm13141	0	0	0	0	0	0	0
Gm13142	0	0	0	0	0	0	0
Gm13144	0	0	0	0	0	0	0
Gm13145	12	0	2	0	0	0	0
Gm13146	0	0	0	0	0	0	0
Gm13147	0	0	0	0	0	0	0
Gm13148	0	0	0	0	0	0	0
Gm13149	0	0	0	0	0	0	0
Gm13150	0	0	0	0	0	0	0
Gm13151	0	0	0	0	0	0	0
Gm13152	1	0	0	0	1	0	0
Gm13153	0	0	0	0	0	0	0
Gm13154	0	0	0	0	0	0	0
Gm13155	0	0	0	0	0	0	0
Gm13156	0	0	0	0	0	0	0
Gm13157	7	2	0	1	14	23	8
Gm13158	1	0	0	0	0	0	0
Gm13160	0	0	0	0	0	0	0
Gm13161	0	0	0	0	0	0	0
Gm13162	0	0	0	0	0	0	0
Gm13163	0	0	0	0	0	0	0
Gm13167	0	0	0	2	0	0	1
Gm13168	0	0	0	0	0	0	0
Gm13169	0	0	0	0	0	0	0
Gm13170	0	0	0	0	0	0	0
Gm13171	0	0	1	0	0	0	0
Gm13172	0	0	0	0	0	0	0
Gm13176	0	0	0	0	0	0	0
Gm13177	0	0	0	0	0	0	0
Gm13178	0	0	0	0	0	0	0
Gm13181	0	0	0	0	0	0	0
Gm13182	1	0	0	0	0	1	0
Gm13183	0	0	0	0	0	0	0
Gm13186	0	0	0	0	0	0	0
Gm13188	0	0	0	0	0	0	0
Gm13192	0	0	0	0	0	0	0
Gm13193	0	0	0	0	0	0	0
Gm13194	1	0	0	0	0	0	0
Gm13195	0	0	0	0	0	0	0
Gm13196	0	0	0	0	0	0	0
Gm13197	0	0	2	0	0	0	0
Gm13198	0	0	0	0	0	0	0
Gm13199	0	12	0	0	0	0	0
Gm13202	0	0	0	0	0	0	0
Gm13204	0	0	0	0	0	0	0
Gm13207	0	0	0	0	0	0	0
Gm13210	0	0	0	0	0	0	0
Gm13212	0	0	7	1	0	0	0
Gm13213	0	0	0	0	0	0	7
Gm13214	0	0	0	0	0	0	0
Gm13215	7	0	0	0	0	0	0
Gm13216	0	0	0	0	0	0	0
Gm13217	0	0	0	0	0	0	0
Gm13220	0	0	0	0	0	0	0
Gm13221	0	0	0	0	0	0	0
Gm13222	0	0	0	0	0	0	0
Gm13223	0	0	0	0	0	0	0
Gm13224	0	0	0	0	0	0	0
Gm13225	74	63	48	18	56	156	32
Gm13226	0	0	0	1	0	0	0
Gm13228	2	0	0	0	0	0	0
Gm13229	0	0	0	0	0	0	0
Gm13230	0	0	0	0	0	0	0
Gm13231	0	0	0	0	0	0	0
Gm13232	0	0	0	0	0	0	0
Gm13233	0	0	0	0	0	0	0
Gm13234	0	0	0	0	0	0	0
Gm13235	0	0	0	0	0	0	0
Gm13237	0	0	12	0	0	0	0
Gm13238	0	0	0	0	0	0	0
Gm13239	0	0	0	0	0	0	0
Gm13240	1	0	0	0	0	0	0
Gm13241	0	0	0	0	0	0	0
Gm13242	0	0	0	0	0	0	0
Gm13243	1	0	0	0	0	0	0
Gm13244	0	0	0	0	0	0	0
Gm13245	0	0	0	0	0	0	0
Gm13246	0	0	0	0	0	0	0
Gm13247	0	0	0	0	0	0	0
Gm13248	25	16	0	11	21	36	7
Gm13249	0	0	0	0	0	0	0
Gm13250	0	0	0	0	0	0	0
Gm13251	10	11	0	9	0	1	7
Gm13252	0	0	0	0	0	0	0
Gm13254	0	0	0	0	0	0	0
Gm13255	0	0	4	0	0	0	0
Gm13259	0	0	0	0	0	0	0
Gm13260	5	0	0	0	7	1	0
Gm13263	1	0	0	0	0	0	0
Gm13265	0	0	0	0	0	0	0
Gm13268	0	0	0	0	0	0	0
Gm13271	0	0	0	0	0	0	0
Gm13272	0	0	0	0	0	0	0
Gm13273	0	0	0	0	0	0	0
Gm13275	0	0	0	0	0	0	0
Gm13276	0	0	0	0	0	0	0
Gm13277	0	0	0	0	0	0	0
Gm13278	0	0	0	0	0	0	0
Gm13279	0	0	0	0	0	0	0
Gm13281	0	0	0	0	0	0	0
Gm13282	0	0	0	0	0	0	0
Gm13283	0	0	0	0	0	0	0
Gm13284	0	0	0	0	0	0	0
Gm13285	0	0	0	0	0	0	0
Gm13286	0	0	0	0	0	0	0
Gm13287	0	0	0	0	0	0	0
Gm13288	0	0	0	0	0	0	0
Gm13289	0	0	0	0	0	0	0
Gm13290	0	0	0	0	0	0	0
Gm13292	25	0	22	0	6	0	0
Gm13294	0	0	0	0	0	0	0
Gm13296	0	0	0	0	0	0	0
Gm13297	0	0	0	0	0	0	0
Gm1330	0	0	0	0	0	0	0
Gm13301	5	0	0	0	0	0	0
Gm13302	0	0	0	0	0	0	0
Gm13303	0	0	0	0	4	10	0
Gm13304	6	19	0	1	9	0	7
Gm13305	0	0	0	0	0	0	3
Gm13306	11	0	0	18	20	4	20
Gm13310	0	0	0	0	0	0	0
Gm13311	0	0	0	0	0	0	5
Gm13312	7	0	0	0	0	0	0
Gm13313	0	0	0	0	0	0	0
Gm13314	1	0	0	0	0	0	0
Gm13315	0	1	0	0	0	0	0
Gm13316	0	0	0	0	0	0	0
Gm13321	3	0	0	0	0	0	0
Gm13323	8	0	26	0	0	1	8
