	GSM4119264	GSM4119265	GSM4119266	GSM4119267	GSM4119268	GSM4119269	GSM4119270
Gstm6	29	27	45	22	11	10	9
Gstm7	212	100	242	210	202	200	115
Gsto1	1846	1573	2800	1841	2076	1680	1730
Gsto2	132	133	170	149	152	129	113
Gstp1	2948	1486	3698	2220	2302	2486	2296
Gstp2	232	308	432	244	158	158	244
Gstt1	578	516	811	573	512	305	337
Gstt2	785	309	826	749	816	606	578
Gstt3	166	112	144	162	187	147	136
Gstt4	6	42	16	44	21	2	3
Gstz1	5694	3750	8525	7184	7442	5152	6344
Gsx1	0	0	0	0	0	0	0
Gsx2	0	0	0	0	0	0	0
Gtdc1	244	86	236	132	185	89	171
Gtf2a1	1185	626	1347	844	1017	817	835
Gtf2a1l	0	1	0	0	0	0	0
Gtf2a2	1330	829	1614	1004	988	591	963
Gtf2b	344	348	417	217	275	217	267
Gtf2e1	378	228	630	274	403	283	248
Gtf2e2	296	278	294	166	198	142	174
Gtf2f1	369	438	695	248	243	364	347
Gtf2f2	169	154	261	149	165	121	147
Gtf2h1	903	597	1565	762	718	544	634
Gtf2h2	322	259	475	235	255	179	209
Gtf2h3	487	335	784	518	475	442	403
Gtf2h4	193	186	253	191	203	231	127
Gtf2h5	1069	1059	1333	926	970	724	1083
Gtf2i	2390	1239	3969	2348	2868	3065	2114
Gtf2ird1	1366	700	1970	989	1226	2031	1245
Gtf2ird2	95	71	114	83	92	106	67
Gtf3a	577	574	753	618	437	536	518
Gtf3c1	1232	479	1413	984	1188	1411	816
Gtf3c2	1471	634	2106	1428	1316	1151	1124
Gtf3c3	583	232	807	481	478	418	336
Gtf3c4	547	267	938	371	510	472	335
Gtf3c5	219	172	405	221	241	227	228
Gtf3c6	288	460	392	256	248	204	257
Gtpbp1	641	307	868	594	601	623	453
Gtpbp10	496	452	738	473	448	414	496
Gtpbp2	1235	497	1571	1059	1077	1078	1106
Gtpbp3	265	175	324	255	230	306	218
Gtpbp4	823	980	1390	680	828	469	419
Gtpbp4-ps1	0	1	0	0	0	0	0
Gtpbp4-ps2	0	0	0	0	0	0	0
Gtpbp4-ps3	0	0	0	0	0	0	0
Gtpbp4-ps4	0	0	0	0	0	0	0
Gtpbp4-ps5	0	0	0	0	0	0	0
Gtpbp4-ps6	0	0	0	0	0	0	0
Gtpbp4-ps7	0	0	0	0	0	0	0
Gtpbp6	252	161	339	286	223	350	191
Gtpbp8	590	446	788	557	585	487	578
Gtse1	2	3	5	6	9	10	12
Gtsf1	0	0	0	0	0	0	0
Gtsf1l	0	0	0	0	0	0	0
Guca1a	0	4	1	7	6	2	2
Guca1b	14	9	9	7	20	15	20
Guca2a	0	0	0	0	0	0	0
Guca2b	0	1	0	0	1	0	0
Gucd1	2411	1658	4269	1619	1666	2001	1622
Gucy1a2	43	17	65	41	34	36	34
Gucy1a3	211	98	302	152	275	231	198
Gucy1b2	0	4	0	1	0	0	0
Gucy1b3	132	104	177	96	167	180	144
Gucy2c	11	2	5	2	0	0	0
Gucy2d	0	1	3	3	3	2	4
Gucy2e	6	0	0	0	0	1	2
Gucy2f	5	0	0	3	0	0	0
Gucy2g	0	1	0	1	0	10	1
Guf1	1366	805	1739	1316	1339	1019	1233
Guk1	1204	1258	1572	1504	1280	1061	1301
Gulo	39	37	61	27	32	3	30
Gulp1	359	342	658	205	449	109	273
Gusb	416	212	708	559	514	474	417
Gvin1	0	132	16	879	1732	509	901
Gxylt1	475	313	650	413	379	343	327
Gxylt2	69	46	75	51	44	35	66
Gyg	3211	1498	4057	2779	2104	1742	2371
Gykl1	0	0	0	0	0	0	0
Gyltl1b	0	3	3	2	1	5	5
Gypa	6	4	8	0	2	6	10
Gypc	2003	1138	1986	1895	1759	2181	2075
Gys1	4423	1971	6392	4522	5247	6242	4458
Gys2	464	403	1057	960	636	1498	1019
Gzf1	1047	666	1378	1113	1014	693	828
Gzma	11	4	8	2	71	0	13
Gzmb	1	3	13	1	24	0	12
Gzmc	0	0	0	0	0	0	0
Gzmd	0	0	0	0	0	0	0
Gzme	0	0	0	0	0	0	0
Gzmf	0	0	0	0	0	0	0
Gzmg	0	0	0	0	0	0	0
Gzmk	0	0	2	4	3	0	0
Gzmm	20	6	7	17	12	28	10
Gzmn	0	0	0	0	0	0	0
H13	1174	817	1846	1250	1426	1676	1083
H1f0	1416	856	2019	2047	2061	3846	2590
H1fnt	0	0	0	0	0	0	0
H1foo	0	0	0	0	0	1	0
H1fx	12	7	27	14	23	72	29
H2-Aa	869	556	1335	1057	1023	465	796
H2-Ab1	624	425	1215	945	842	532	662
H2-Bl	3	1	0	4	2	2	0
H2-D1	5903	3128	9453	5144	7689	5430	4314
H2-DMa	37	46	80	83	71	77	91
H2-DMb1	75	47	96	64	99	31	63
H2-DMb2	25	4	8	16	6	10	13
H2-Ea-ps	0	0	0	0	0	0	0
H2-Eb1	719	791	1261	1110	1016	596	791
H2-Eb2	2	0	1	1	1	0	3
H2-K1	5541	2678	7926	4710	6856	5001	4269
H2-K2	65	37	78	56	32	28	26
H2-Ke6	1814	1968	2738	1959	1928	2221	1728
H2-M1	0	0	0	0	0	0	0
H2-M10.1	0	0	0	0	0	0	0
H2-M10.2	0	0	0	1	0	0	0
H2-M10.3	0	0	0	0	0	0	0
H2-M10.4	0	0	0	0	0	0	0
H2-M10.5	0	0	0	0	0	0	0
H2-M10.5-ps1	0	0	0	0	0	0	0
H2-M10.6	0	0	0	0	0	0	0
H2-M11	1	0	0	3	0	0	1
H2-M2	0	8	0	8	5	1	1
H2-M3	46	40	67	50	45	33	37
H2-M5	4	0	0	7	0	2	0
H2-M6-ps	5	3	2	5	6	2	1
H2-M9	19	30	41	24	16	12	29
H2-Oa	2	1	3	4	1	4	1
H2-Ob	32	5	10	35	29	12	17
H2-Pa	0	0	0	0	0	0	0
H2-Pb	0	0	0	0	0	0	0
H2-Q1	8	7	10	14	19	3	8
H2-Q10	2609	1066	2495	1062	1549	2785	1488
H2-Q2	0	0	2	2	3	0	3
H2-Q3	0	0	0	0	0	0	0
H2-Q4	599	371	798	663	853	479	529
H2-Q5	124	64	114	129	99	48	100
H2-Q6	383	196	273	358	464	103	184
H2-Q7	853	305	624	1019	1178	262	572
H2-T10	56	11	37	46	55	38	55
H2-T22	1795	1799	2855	2007	1986	850	1572
H2-T23	372	243	545	375	604	329	352
H2-T24	248	96	277	273	311	296	299
H2-T3	4	0	1	1	7	2	4
H2af-ps	0	0	0	0	0	0	0
H2afb1	0	0	0	0	0	0	0
H2afb2	0	0	0	0	0	0	0
H2afb3	0	0	1	0	0	0	1
H2afj	349	445	477	436	436	705	480
H2afv	685	400	885	815	716	562	665
H2afx	101	82	132	73	101	79	71
H2afy	938	474	1098	866	641	843	674
H2afy2	75	88	112	101	125	119	66
H2afy3	0	0	2	0	6	0	0
H2afz	1663	1202	2077	1350	1307	1067	1382
H2bfm	0	0	0	0	0	0	0
H3f3a	4290	3455	5699	3950	4113	2721	3907
H3f3a-ps1	0	0	0	0	0	0	0
H3f3a-ps2	3	0	0	0	2	0	0
H3f3b	2527	2127	3245	1928	2452	2250	2170
H3f3c	0	0	0	0	0	0	5
H60b	19	16	27	14	32	20	25
H60c	1	0	0	0	0	3	8
H6pd	3092	1931	9356	3579	5241	4037	2699
Haao	36	34	20	24	42	6	26
Habp2	7	15	14	6	12	4	8
Habp4	481	390	662	408	500	495	462
Hacd1	430	324	705	446	493	298	437
Hacd2	1763	638	3052	1779	2314	3233	2262
Hacd3	682	412	1019	677	644	647	590
Hacd4	62	47	85	83	67	54	63
Hace1	280	126	322	172	258	186	183
Hacl1	849	425	1032	819	873	1215	872
Hadh	31474	16378	41188	32013	28635	28020	25331
Hadha	28265	12093	41960	27250	29616	41213	23826
Hadhb	71598	43794	107011	63364	67007	67134	54816
Hagh	2213	1666	3369	2528	2268	2041	2193
Haghl	53	37	41	62	32	57	44
Hal	27	29	47	29	38	15	26
Hamp	71	61	76	28	47	7	45
Hamp2	5	12	13	3	13	3	4
Hand1	0	0	0	0	0	0	0
Hand2	0	2	0	0	0	0	0
Hao1	12	28	18	11	18	0	12
Hao2	1	0	0	0	1	0	0
Hap1	9	3	8	6	14	12	6
Hapln1	2	5	1	4	3	1	13
Hapln2	0	0	0	0	0	0	0
Hapln3	1	3	1	22	12	16	10
Hapln4	28	5	15	36	23	134	29
Harbi1	162	121	271	146	196	146	138
Hars	873	663	1255	648	851	689	633
Hars2	772	505	1157	771	783	797	611
Has1	3	0	2	0	8	1	2
Has2	2	11	4	7	7	1	6
Has3	60	9	27	64	49	28	49
Hat1	348	244	410	261	209	134	170
Haus1	227	220	341	246	252	229	237
Haus2	492	300	455	352	366	243	312
Haus3	444	224	395	238	324	228	460
Haus4	116	49	73	89	90	106	99
Haus5	98	59	102	94	87	109	96
Haus6	209	116	228	178	160	141	161
Haus7	121	147	186	168	106	136	119
Haus8	140	64	189	95	94	72	132
Havcr1	1	0	2	0	2	0	0
Havcr2	2	1	9	9	4	4	4
Hax1	611	610	1054	709	669	560	776
Hba-a1	7638	4399	9298	6356	4238	4206	11615
Hba-a2	18655	10423	21982	13998	9886	11274	25778
Hba-ps4	0	0	0	0	3	0	1
Hba-x	0	0	0	0	0	0	0
Hbb-bh0	0	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0	0
Hbb-bh3	0	0	0	0	0	0	0
Hbb-bs	22354	10961	26092	16955	12152	13056	30574
Hbb-bt	1387	1341	1713	2039	1603	1672	4180
Hbb-y	0	0	0	0	0	0	0
Hbegf	18	19	18	16	14	14	14
Hbp1	2650	1260	3726	2125	2451	1851	1983
Hbq1a	0	0	3	0	0	0	0
Hbq1b	2	1	0	0	2	1	0
Hbs1l	1480	775	2064	1134	1182	1185	1108
Hc	51	62	77	52	55	1	35
Hcar1	1528	484	2364	1195	1736	1332	1146
Hcar2	181	61	237	118	134	166	165
Hccs	1289	806	2022	1205	1515	921	1262
Hcfc1	1038	349	1676	932	1184	1405	857
Hcfc1r1	1395	962	2051	1511	1318	1366	1403
Hcfc1r1-ps1	0	0	0	0	0	0	0
Hcfc1r1-ps2	0	0	0	0	0	0	0
Hcfc2	613	338	716	431	462	454	453
Hck	18	8	40	32	16	10	24
Hcls1	90	134	205	124	135	87	148
Hcn1	4	9	12	5	13	6	9
Hcn2	25	20	23	29	28	33	14
Hcn3	1	4	7	5	5	0	3
Hcn4	3	6	2	5	10	4	2
Hcrt	0	0	0	0	0	0	0
Hcrtr1	0	0	1	4	5	1	0
Hcrtr2	0	0	0	0	0	0	0
Hcst	3	1	2	13	3	3	1
Hdac1	965	568	1471	926	978	977	857
Hdac10	335	152	377	312	280	353	260
Hdac11	81	23	46	18	17	35	32
Hdac2	1347	1103	1676	1095	1146	1057	1002
Hdac3	1608	998	1884	1381	1336	993	1296
Hdac4	362	149	652	251	311	287	258
Hdac5	1153	616	1724	1130	1153	1493	926
Hdac6	569	180	694	452	413	560	361
Hdac7	519	251	853	668	676	821	500
Hdac8	83	73	136	62	77	76	55
Hdac9	43	18	66	47	40	40	52
Hdc	164	92	123	135	152	135	109
Hddc2	427	445	498	435	303	221	397
Hddc3	1768	532	2277	856	655	704	733
Hdgf	3735	3392	5306	3443	3312	3500	3542
Hdgfl1	0	1	0	0	0	0	0
Hdgfrp2	754	383	764	646	584	552	593
Hdgfrp3	482	248	488	219	283	196	230
Hdhd1a	0	0	0	0	0	0	0
Hdhd2	2052	1767	3154	1925	1893	1676	1904
Hdhd3	163	129	394	196	285	214	122
Hdlbp	8616	4766	11269	6252	6281	5651	5121
Hdx	22	9	29	4	9	6	18
Heatr1	364	203	638	258	413	255	145
Heatr3	424	381	864	438	514	392	350
Heatr4	0	0	0	0	0	1	0
Heatr5a	507	265	1179	376	473	484	376
Heatr5b	941	248	1038	642	735	1038	570
Heatr6	328	161	583	313	347	331	246
Heatr9	0	0	5	0	0	2	2
Hebp1	523	470	573	383	343	335	361
Hebp2	56	15	64	53	70	179	150
Heca	910	633	1255	734	750	638	680
Hectd1	3355	1324	5276	2382	3417	3243	2188
Hectd2	83	52	125	82	52	64	72
Hectd3	854	440	1300	818	878	1126	623
Hecw1	0	0	0	0	0	0	0
Hecw2	231	189	827	228	384	145	164
Heg1	3737	1669	5179	3080	3942	2947	2516
Helb	430	181	516	317	411	398	411
Hells	35	26	65	55	54	15	28
Helq	168	80	230	143	142	170	138
Helt	0	0	0	0	0	0	7
Helz	675	259	1041	535	598	650	534
Helz2	1012	442	1410	827	1136	1194	721
Hemgn	6	0	1	1	6	1	0
Hemk1	494	437	1324	803	669	754	647
Henmt1	5	0	2	0	0	0	1
Hepacam	8	1	2	4	2	9	7
Hepacam2	18	17	14	8	8	10	4
Heph	259	278	451	171	190	74	117
Hephl1	3	1	9	5	14	14	12
Herc1	2025	983	3292	1711	2161	2167	1615
Herc2	1399	558	2291	1096	1464	1893	1126
Herc3	1056	464	797	770	605	992	800
Herc4	909	453	1346	654	620	473	575
Herc6	185	135	401	139	168	79	135
Herpud1	2381	1394	3611	2362	2216	1839	1908
Herpud2	966	481	1246	747	814	791	628
Hes1	186	252	609	272	282	265	363
Hes2	1	0	5	0	3	1	1
Hes3	1	0	0	0	0	0	0
Hes5	0	0	0	2	0	0	0
Hes6	133	97	194	118	156	203	124
Hes7	15	24	14	17	7	7	7
Hesx1	1	0	0	0	1	1	2
Hexa	1100	711	1666	1519	1335	915	987
Hexb	294	209	399	201	319	227	172
Hexdc	494	318	517	444	417	435	401
Hexim1	1486	947	2102	1276	1654	1876	1257
Hexim2	74	36	50	70	83	186	76
Hey1	64	33	149	90	159	100	40
Hey2	59	52	294	38	54	27	61
Heyl	418	188	488	299	577	728	344
Hfe	579	358	662	601	710	753	624
Hfe2	4	6	14	12	25	7	431
Hfm1	0	0	0	1	0	0	0
Hgd	45	58	88	43	60	6	34
Hgf	18	3	23	13	10	47	29
Hgfac	21	18	26	18	17	2	11
Hgh1	79	84	138	81	87	71	53
Hgs	668	238	951	537	507	603	461
Hgsnat	998	421	1343	808	941	886	706
Hhat	77	50	63	63	53	56	77
Hhatl	0	0	2	0	1	1	52
Hhex	101	49	60	42	59	52	73
Hhip	1	1	1	9	4	2	0
Hhipl1	3	3	14	4	6	1	1
Hhipl2	10	0	6	2	1	0	3
Hhla1	0	0	0	0	0	0	0
Hibadh	11417	6941	17128	10261	10885	8168	9416
Hibch	7694	4690	11227	6453	6641	5069	5632
Hic1	122	51	144	105	210	235	62
Hic2	55	49	116	92	85	76	46
Hid1	38	11	49	38	41	34	36
Hif1a	1207	679	1826	970	1303	1247	921
Hif1an	1037	612	1490	822	929	914	703
Hif3a	10	5	31	16	23	13	12
Higd1a	1982	1382	2545	1904	1812	1767	2344
Higd1b	40	32	117	59	54	29	43
Higd1c	0	0	0	0	0	0	0
Higd2a	2339	1524	3332	2518	2200	2157	2534
Hilpda	235	141	212	123	95	39	67
Hils1	1	0	0	0	0	0	1
Hinfp	234	90	307	171	169	144	188
Hint1	2557	2452	3188	2457	2128	1902	2523
Hint2	1079	1106	1385	1127	993	820	956
Hint3	1148	573	1178	801	784	485	784
Hip1	676	236	917	506	565	627	515
Hip1r	346	176	526	347	443	570	303
Hipk1	3615	2292	8596	3721	4544	3791	2934
Hipk2	1503	630	1973	1347	1552	1995	1492
Hipk3	9620	6777	10819	4911	4786	3685	4872
Hipk4	14	7	6	4	11	7	10
Hira	436	237	607	354	375	428	312
Hirip3	129	129	193	94	118	111	108
Hist1h1a	4	3	6	11	1	0	0
Hist1h1b	3	2	4	5	1	12	10
Hist1h1c	1143	390	1547	1282	1246	2745	2421
Hist1h1d	9	0	4	0	2	9	12
Hist1h1e	7	5	16	4	6	23	25
Hist1h1t	0	0	0	2	0	3	0
Hist1h2aa	0	0	0	0	0	0	0
Hist1h2ab	0	0	2	0	0	3	0
Hist1h2ac	0	1	6	1	2	2	3
Hist1h2ad	0	0	8	7	0	0	2
Hist1h2ae	9	5	6	6	10	3	0
Hist1h2af	0	0	0	0	0	1	1
Hist1h2ag	0	0	0	4	0	0	0
Hist1h2ah	0	0	0	0	0	0	0
Hist1h2ai	0	0	0	0	0	1	0
Hist1h2aj	0	0	0	0	0	0	0
Hist1h2ak	1	0	0	4	2	0	0
Hist1h2al	0	0	0	0	0	0	0
Hist1h2an	1	0	0	0	0	0	0
Hist1h2ao	0	0	0	0	0	1	0
Hist1h2ap	0	1	0	0	0	0	0
Hist1h2ba	0	0	0	0	0	0	0
Hist1h2bb	1	0	12	5	0	3	4
Hist1h2bc	1591	615	1887	1826	1437	1633	2081
Hist1h2be	84	17	115	61	66	72	82
Hist1h2bf	0	0	0	0	0	0	0
Hist1h2bg	3	4	16	1	7	16	12
Hist1h2bh	10	4	3	2	8	18	14
Hist1h2bj	2	0	1	5	2	3	1
Hist1h2bk	1	0	0	0	2	0	0
Hist1h2bl	1	0	1	0	0	2	2
Hist1h2bm	0	0	0	0	0	0	0
Hist1h2bn	1	0	7	0	0	1	0
Hist1h2bp	0	3	0	2	0	0	0
Hist1h2bq	9	0	7	1	10	2	15
Hist1h2br	3	0	0	0	0	0	0
Hist1h3a	1	0	0	0	0	0	0
Hist1h3b	0	0	0	1	0	2	0
Hist1h3c	2	0	0	0	0	0	0
Hist1h3d	16	0	17	3	1	6	5
Hist1h3e	20	3	24	9	0	13	12
Hist1h3f	7	3	17	0	5	10	18
Hist1h3g	0	0	3	0	0	0	0
Hist1h3h	0	0	0	0	0	0	0
Hist1h3i	3	0	6	0	0	8	9
Hist1h4a	2	8	1	4	2	0	4
Hist1h4b	0	0	0	0	0	0	0
Hist1h4c	4	0	10	1	2	3	4
Hist1h4d	0	0	0	0	0	2	2
Hist1h4f	0	0	1	0	0	0	0
Hist1h4h	219	70	304	290	211	270	337
Hist1h4i	8	6	12	7	10	16	21
Hist1h4j	0	0	9	0	1	0	0
Hist1h4k	0	0	4	0	3	2	1
Hist1h4m	0	0	0	3	2	0	6
Hist1h4n	0	4	0	0	0	4	0
Hist2h2aa1	67	411	164	73	194	124	178
Hist2h2aa2	762	360	1399	1119	869	1208	826
Hist2h2ab	0	0	0	0	0	0	0
Hist2h2ac	0	1	0	0	2	0	0
Hist2h2bb	0	0	0	0	2	0	0
Hist2h2be	475	270	636	547	511	488	689
Hist2h3b	0	0	0	0	0	0	0
Hist2h3c1	57	26	182	80	77	88	71
Hist2h3c2	22	3	41	8	10	39	18
Hist2h4	38	14	17	24	12	13	22
Hist3h2a	187	191	224	149	106	140	175
Hist3h2ba	6	4	4	7	1	1	10
Hist3h2bb-ps	0	1	0	0	3	0	1
Hist4h4	29	19	21	17	18	24	20
Hivep1	1262	466	1710	699	1065	1107	792
Hivep2	999	570	2372	975	1564	1074	871
Hivep3	92	62	120	100	111	151	114
Hjurp	946	430	1358	1190	1014	838	910
Hk1	374	202	542	284	367	602	300
Hk2	4354	2696	8100	3664	5707	6102	3750
Hk3	11	11	16	27	15	9	15
Hkdc1	0	0	0	0	0	0	0
Hlcs	194	45	153	89	111	206	113
Hlf	1234	1230	2887	1931	2014	1163	1313
Hltf	500	245	437	275	292	279	257
Hlx	328	134	518	306	293	509	354
Hmbox1	716	340	1078	613	742	775	625
Hmbs	776	431	1154	975	932	1006	1098
Hmces	219	126	240	183	177	179	159
Hmcn1	62	34	106	45	71	67	48
Hmcn2	111	77	93	169	171	168	137
Hmg20a	779	488	958	764	787	703	633
Hmg20b	1073	654	1360	1274	1037	1485	1111
Hmga1	257	166	285	212	217	308	280
Hmga1-rs1	0	0	0	0	0	0	0
Hmga2	11	6	18	19	2	10	4
Hmgb1	2950	3109	4333	1818	2583	1238	1653
Hmgb1-ps1	0	2	0	1	0	0	0
Hmgb1-ps2	0	0	0	0	0	0	0
Hmgb1-ps3	0	0	0	0	4	0	0
Hmgb1-ps4	0	0	0	0	0	0	0
Hmgb1-ps5	0	0	1	0	0	0	0
Hmgb1-ps6	3	0	4	1	0	1	0
Hmgb1-ps7	0	0	0	0	0	0	0
Hmgb1-ps8	5	6	2	5	0	0	10
Hmgb1-ps9	0	0	0	0	1	0	0
Hmgb1-rs16	0	0	0	2	0	0	2
Hmgb1-rs17	1	0	0	0	0	0	0
Hmgb1-rs18	0	0	0	0	0	0	0
Hmgb1l	0	0	0	0	0	0	0
Hmgb2	158	151	184	125	153	101	123
Hmgb3	979	799	1079	880	906	784	1015
Hmgb3-ps	1	0	0	0	0	0	0
Hmgb4	0	0	0	0	0	0	0
Hmgcl	1184	1407	3013	1343	1181	1193	1110
Hmgcll1	7	1	8	2	9	5	1
Hmgcr	275	155	408	219	256	212	121
Hmgcs1	3944	2628	5680	3704	3726	5173	3413
Hmgcs2	285	295	440	255	370	164	229
Hmgn1	2017	2213	3104	2123	2084	1392	1856
Hmgn2	698	315	468	668	659	442	835
Hmgn2-ps1	0	0	0	0	0	0	0
Hmgn2l6	0	0	0	0	0	0	0
Hmgn3	44	44	58	48	57	39	65
Hmgn5	806	929	1201	765	805	572	660
Hmgxb3	462	252	749	410	525	460	250
Hmgxb4	390	195	450	309	359	245	336
Hmha1	83	63	110	205	135	96	95
Hmmr	54	26	81	40	39	33	39
Hmox1	128	81	324	165	172	120	104
Hmox2	1233	1179	1742	1246	1013	964	1133
Hmx1	0	0	0	0	0	0	2
Hmx2	0	0	0	1	0	0	2
Hmx3	0	0	0	0	0	0	0
Hn1	215	213	249	181	193	188	219
Hn1l	156	92	209	212	146	84	136
Hnf1a	0	0	5	2	2	1	2
Hnf1b	0	2	4	0	2	1	1
Hnf4a	50	43	81	46	45	3	30
Hnf4g	0	0	0	0	1	0	0
Hnmt	739	870	1157	653	670	387	533
Hnrnpa0	609	445	1080	613	817	1068	682
Hnrnpa1	1961	1514	2218	1589	1763	996	1550
Hnrnpa1l2-ps	0	0	0	0	0	1	0
Hnrnpa2b1	9041	7204	16014	8142	9275	6086	7405
Hnrnpa3	3888	2078	5825	2846	3297	2456	2957
Hnrnpab	2367	2616	4023	2105	2632	2262	2000
Hnrnpc	1687	1976	3954	1417	1763	1258	1205
Hnrnpd	997	675	1178	772	949	638	769
Hnrnpdl	2247	1322	2213	1860	1377	1343	1721
Hnrnpf	3448	2790	6509	3065	3950	2846	2582
Hnrnph1	4691	3044	7146	3726	4030	2486	3377
Hnrnph2	959	741	1740	860	1090	751	837
Hnrnph3	1257	855	1705	968	1023	672	984
Hnrnpk	5373	3558	8397	4763	5419	4119	4839
Hnrnpl	3108	1736	4094	3147	3111	2704	2725
Hnrnpll	1150	563	1175	938	1142	655	829
Hnrnpm	2036	2037	3787	1972	2214	1765	1728
Hnrnpr	1223	746	1805	993	960	803	878
Hnrnpu	7533	4581	12459	6582	7523	5351	6074
Hnrnpul1	1684	1115	2362	1539	1810	1772	1439
Hnrnpul2	1794	1168	2952	1407	1876	1714	1509
Hoga1	40	29	50	50	44	55	35
Homer1	535	376	830	448	463	403	530
Homer2	84	48	70	36	54	25	74
Homer3	192	104	284	139	194	248	151
Homez	130	80	120	94	134	150	104
Hook1	390	198	411	229	265	210	266
Hook2	165	73	127	85	63	116	86
Hook3	3058	1502	3243	1840	2324	1776	2089
Hopx	92	98	110	120	143	121	80
Hormad1	0	0	0	0	1	0	0
Hormad2	2	0	0	0	0	0	0
Hoxa1	68	13	26	36	41	42	52
Hoxa10	0	0	0	0	0	0	1
Hoxa11	0	0	0	0	0	0	0
Hoxa13	0	0	0	0	0	0	0
Hoxa2	49	24	44	36	78	45	67
Hoxa3	303	91	172	236	255	341	306
Hoxa4	229	152	277	320	352	463	311
Hoxa5	710	399	784	820	700	728	661
Hoxa6	20	6	33	23	20	33	10
Hoxa7	226	76	233	205	221	270	211
Hoxa9	28	10	11	20	27	31	29
Hoxb1	12	12	8	19	15	8	5
Hoxb13	0	0	0	0	0	0	0
Hoxb2	113	82	155	130	190	138	142
Hoxb3	191	139	230	231	207	198	197
Hoxb4	198	152	289	244	181	214	284
Hoxb5	29	7	37	56	29	54	45
Hoxb6	43	9	45	42	49	37	42
Hoxb7	30	15	30	31	23	23	18
Hoxb8	35	23	57	43	36	44	14
Hoxb9	4	1	3	6	8	14	11
Hoxc10	0	0	0	0	0	0	0
Hoxc11	0	0	0	0	0	0	0
Hoxc12	0	0	0	0	0	0	0
Hoxc13	0	0	0	0	0	0	0
Hoxc4	331	218	498	399	405	409	461
Hoxc5	223	177	536	389	360	332	318
Hoxc6	278	158	271	218	299	256	288
Hoxc8	141	83	128	155	106	130	165
Hoxc9	17	8	26	8	5	10	13
Hoxd1	0	0	0	0	0	0	0
Hoxd10	2	0	0	0	0	0	0
Hoxd11	1	1	0	0	1	0	0
Hoxd12	0	0	0	0	0	0	0
Hoxd13	0	0	0	0	0	0	0
Hoxd3	10	0	8	6	3	3	7
Hoxd4	74	48	91	103	86	61	103
Hoxd8	173	136	249	143	225	134	151
Hoxd9	19	9	42	31	23	30	25
Hp	10021	5193	24479	11773	14853	9912	11886
Hp1bp3	3279	1616	4050	2642	2736	2549	2430
Hpca	2	0	0	0	3	6	4
Hpcal1	241	97	371	156	218	225	145
Hpcal4	76	25	81	84	74	161	68
Hpd	144	111	211	143	145	71	129
Hpdl	96	60	147	57	110	174	66
Hpgd	132	151	133	171	138	91	122
Hpgds	44	23	24	80	48	70	70
Hpn	63	36	63	44	63	28	26
Hprt	1239	1106	1453	921	973	643	917
Hps1	181	129	223	186	204	212	127
Hps3	328	175	517	326	425	245	335
Hps4	282	143	377	265	319	293	231
Hps5	656	310	996	553	652	621	453
Hps6	56	23	60	52	66	85	49
Hpse	11	8	12	18	8	11	25
Hpse2	0	0	0	0	1	0	0
Hpx	317	372	440	227	316	30	220
Hr	270	134	485	209	234	384	214
Hras	723	834	1131	720	667	746	837
Hrasls	0	5	0	0	1	0	49
Hrasls5	29	17	40	20	21	24	44
Hrc	8	0	34	5	10	3	284
Hrct1	149	166	187	169	183	123	84
Hrg	68	72	102	57	66	5	34
Hrh1	0	1	3	3	1	2	6
Hrh2	82	46	115	133	114	113	109
Hrh3	0	0	0	0	0	0	1
Hrh4	0	0	1	1	0	1	0
Hrk	4	12	6	4	16	3	13
Hrnr	0	0	0	0	0	0	0
Hs1bp3	181	127	341	221	230	213	175
Hs2st1	379	250	570	362	439	382	378
Hs3st1	37	14	50	14	33	30	27
Hs3st2	0	0	0	0	0	0	0
Hs3st3a1	8	1	18	4	15	2	0
Hs3st3b1	52	17	56	26	44	21	35
Hs3st4	15	1	12	6	1	0	5
Hs3st5	0	0	0	0	0	0	5
Hs3st6	0	0	33	5	8	1	2
Hs6st1	569	343	898	529	632	614	482
Hs6st2	7	14	24	3	2	4	7
Hs6st3	0	0	0	0	0	0	0
Hsbp1	3013	2373	3870	2703	2459	1818	2641
Hsbp1l1	0	2	4	6	1	3	2
Hscb	367	302	507	357	370	241	308
Hsd11b1	3702	734	5879	1657	2644	2191	2605
Hsd11b2	0	2	0	1	0	0	1
Hsd17b1	7	2	0	3	10	6	4
Hsd17b10	3910	2788	4978	3994	3948	2431	3413
Hsd17b11	1144	590	1661	827	1124	759	710
Hsd17b12	5973	2689	9115	6033	6672	7230	6861
Hsd17b13	44	52	58	23	46	9	27
Hsd17b14	16	12	37	27	21	18	13
Hsd17b2	9	6	9	4	7	0	3
Hsd17b3	0	0	0	0	0	0	0
Hsd17b4	6130	3462	8821	5189	5941	6313	4655
Hsd17b6	7	5	15	8	5	2	5
Hsd17b7	166	94	150	126	153	137	111
Hsd3b1	0	0	0	0	0	0	0
Hsd3b2	50	22	54	48	38	34	55
Hsd3b3	4	6	16	7	6	0	2
Hsd3b4	0	0	0	0	0	0	0
Hsd3b5	3	0	0	0	1	0	1
Hsd3b6	0	0	0	0	0	0	0
Hsd3b7	869	485	1557	1167	1499	1595	1108
Hsdl1	381	216	456	239	320	333	267
