	GSM2670763	GSM2670764	GSM2670765	GSM2670766	GSM2670767	GSM2670768	GSM2670769	GSM2670770	GSM2670771	GSM2670772	GSM2670773	GSM2670774	GSM2670775	GSM2670776	GSM2670777	GSM2670778	GSM2670779	GSM2670780	GSM2670781
Cpa6	538	341	1173	437	450	1707	664	687	574	442	662	520	726	360	234	524	558	370	365
Cpb1	54	21	17	7	32	99	95	28	63	1	0	6	0	18	665	9	252	93	69
Cpb2	1	3	1	0	1	0	0	0	0	17	0	0	68	0	0	0	0	0	0
Cpd	6735	5184	3418	6564	3152	11119	7528	3063	4770	2741	1520	1742	1655	860	192	216	267	152	248
Cpe	39	92	48	118	17	24	99	0	185	7741	0	0	6	0	0	8	0	0	0
Cpeb1	13	24	15	13	3	74	36	9	35	316	24	48	42	1	0	0	3	1	7
Cpeb2	1481	1816	991	1463	423	2040	1034	2579	1978	742	496	443	565	119	854	568	599	336	506
Cpeb3	186	163	107	155	123	645	314	149	608	638	93	28	108	22	1	12	11	4	34
Cpeb4	1381	1451	760	1447	469	1651	974	840	1225	1239	1268	900	1475	786	726	741	824	495	924
Cped1	39	37	26	38	48	190	55	90	193	21	27	91	43	0	0	0	0	0	0
Cphx1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0
Cphx2	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0
Cphx3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cplx1	1	2	1	1	1	5	0	0	0	1	0	0	0	0	0	3	0	3	2
Cplx2	156	89	287	203	131	141	123	110	154	4224	155	109	128	400	71	121	198	57	88
Cplx3	0	7	14	4	11	22	9	5	37	2	11	0	16	0	0	11	42	0	7
Cplx4	0	0	8	0	2	0	0	0	0	0	1	0	0	0	0	7	0	0	0
Cpm	36	53	55	40	21	34	21	0	63	234	65	4	156	121	1	40	53	4	10
Cpn1	13	4	7	20	6	16	13	0	0	457	37	0	0	0	1	2	0	1	3
Cpn2	2	2	6	2	1	6	2	3	1	10	0	2	1	2	1	2	0	17	28
Cpne1	425	107	216	137	144	674	325	309	367	252	117	196	90	281	455	295	521	95	364
Cpne2	1010	591	517	936	326	1327	773	1507	1106	328	947	1112	1252	602	1513	2218	2396	1579	1839
Cpne3	868	700	492	936	445	1706	971	587	378	546	247	252	685	76	570	731	621	334	685
Cpne4	0	0	5	0	0	5	0	0	2	8	50	1	10	0	65	50	17	5	36
Cpne5	170	96	185	130	83	282	121	98	125	130	217	217	279	176	84	85	140	37	108
Cpne6	10	6	15	2	1	13	0	10	2	13	0	0	13	0	0	4	19	9	10
Cpne7	32	28	8	12	10	52	11	2	29	14	10	24	1	18	58	19	41	6	38
Cpne8	124	110	70	112	21	63	119	80	165	127	1	31	10	2	143	146	144	4	56
Cpne9	234	232	297	277	96	313	146	535	560	128	583	448	420	446	23	100	145	48	126
Cpox	313	263	201	326	59	394	100	111	240	331	202	91	137	137	6	93	119	21	76
Cpped1	829	391	305	513	187	936	384	109	239	322	223	137	151	4	263	316	193	78	124
Cpq	273	364	202	368	126	856	239	111	130	376	313	47	120	61	37	185	110	58	118
Cps1	0	0	20	0	2	0	4	0	53	0	23	7	0	0	0	1	9	0	1
Cpsf1	948	402	266	479	302	1312	480	33	198	313	211	195	104	211	229	501	500	313	505
Cpsf2	480	469	269	592	223	800	395	156	256	343	212	231	352	127	75	82	76	127	72
Cpsf3	967	818	643	967	359	2033	710	475	1046	950	621	351	717	444	98	565	227	164	309
Cpsf3l	222	141	76	174	50	213	178	120	15	89	22	62	100	29	86	130	119	130	135
Cpsf4	324	252	157	271	114	346	253	133	444	154	56	219	100	0	2	64	100	75	71
Cpsf4l	2	1	5	4	3	12	0	53	0	0	9	0	4	0	2	0	0	0	0
Cpsf6	696	693	517	819	377	1423	565	895	969	788	662	554	651	612	609	303	370	227	302
Cpsf7	924	718	440	869	349	1451	741	576	1042	798	542	660	687	599	560	1242	1182	676	1124
Cpt1a	1626	1279	872	1227	1174	7069	2194	1472	1306	994	724	670	981	380	227	477	530	414	391
Cpt1b	38	11	5	3	12	41	15	0	0	0	72	17	6	0	117	47	14	8	3
Cpt1c	11	4	4	24	3	6	1	11	0	140	44	20	14	0	2	28	49	5	23
Cpt2	249	279	208	333	184	838	323	90	16	636	77	142	52	160	136	192	205	54	132
Cptp	154	137	83	161	93	202	225	65	0	194	53	0	34	0	382	282	659	312	344
Cpvl	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0
Cpxcr1	0	0	2	0	0	14	0	0	0	0	0	8	0	0	0	0	0	0	0
Cpxm1	2	4	5	5	14	3	0	2	3	3	0	71	0	0	0	1	26	141	0
Cpxm2	0	0	3	0	2	0	0	0	57	8	0	0	0	0	0	0	0	0	0
Cpz	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1
Cr1l	1096	1025	736	1137	468	1686	867	799	1259	663	723	901	1029	610	132	353	231	293	241
Cr2	24	18	27	23	14	87	55	1	72	30	2	57	26	0	2	33	72	13	22
Crabp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crabp2	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0
Cracr2a	44	14	19	40	18	51	9	0	0	4	0	0	0	0	0	15	2	1	0
Cracr2b	111	50	61	69	28	173	38	136	30	54	18	60	85	105	31	36	46	42	40
Cradd	131	96	72	92	57	274	55	121	263	93	34	132	91	4	64	60	20	8	41
Cramp1l	1664	1004	673	1153	560	2675	1263	1486	1269	882	1443	1196	2006	1199	307	818	861	444	681
Crat	932	450	344	600	462	1773	571	306	374	251	313	372	528	34	269	286	298	247	423
Crb1	119	57	123	42	68	247	101	109	186	64	91	43	72	5	36	103	100	77	85
Crb1-ps	180	215	991	187	469	930	482	956	575	67	542	413	509	586	454	655	772	523	440
Crb2	28	26	15	22	18	84	38	39	0	29	0	11	36	0	0	4	17	26	20
Crb3	8	0	4	6	0	22	19	0	0	96	0	0	7	3	1	4	1	0	1
Crbn	84	71	61	84	52	193	73	328	198	115	168	153	204	107	2	23	71	18	51
Crcp	83	91	58	84	20	120	77	97	31	89	15	81	162	0	136	91	98	140	189
Crct1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creb1	1642	1244	854	1799	664	2991	1270	732	876	1143	1286	703	919	878	525	823	804	529	698
Creb3	388	209	174	382	146	443	118	309	394	913	152	36	105	52	73	158	140	244	396
Creb3l1	11	9	7	35	37	148	33	14	4	252	72	0	14	0	12	4	6	16	13
Creb3l2	420	360	216	341	169	535	353	391	371	1670	223	348	533	504	135	212	244	55	126
Creb3l3	4	9	3	3	7	12	22	0	0	3	0	0	0	0	0	0	0	0	0
Creb3l4	3	0	4	2	4	5	0	22	0	0	0	0	0	1	0	4	2	1	0
Crebbp	8282	5696	3481	6422	3981	20785	7714	5138	7613	4859	4377	3518	5930	2609	5348	5313	4712	4525	4494
Crebl2	138	82	79	119	60	177	128	250	301	203	446	331	759	179	185	83	81	46	91
Crebrf	725	499	480	673	259	1282	986	485	390	653	232	163	234	246	327	414	333	152	278
Crebzf	183	157	91	170	74	293	120	176	8	185	102	128	8	109	97	126	117	198	112
Creg1	2765	3194	2118	3323	1174	4908	2339	2083	3384	1910	653	900	1399	419	1046	1200	1073	877	1193
Creg2	99	77	44	76	42	191	115	164	27	123	22	20	29	7	8	17	24	5	13
Creld1	111	48	63	119	63	316	61	133	15	107	43	11	53	46	12	94	62	44	108
Creld2	904	577	389	1097	217	1245	344	74	99	850	329	675	608	319	180	456	387	124	294
Crem	55	62	62	113	30	160	33	121	21	191	888	873	1092	623	265	173	143	156	154
Crh	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Crhbp	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Crhr1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
Crhr2	3	7	1	1	0	18	0	0	1	18	0	0	0	0	0	0	0	0	0
Crim1	542	288	201	266	144	671	233	177	591	182	256	353	338	165	13	83	70	39	44
Crip1	990	849	888	1056	442	1612	499	465	1262	266	9486	7640	8762	8370	1172	2399	2609	1892	3020
Crip2	28	45	17	57	40	29	71	3	275	72	176	30	90	383	12	15	5	22	1
Crip3	1	0	0	0	2	2	0	0	62	2	0	0	0	0	0	10	0	0	5
Cript	504	467	382	576	124	581	190	732	392	435	410	488	484	247	126	207	159	113	128
Crisp1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp2	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Crispld1	1	0	15	3	7	4	3	0	26	10	3	1	2	0	0	1	0	4	0
Crispld2	0	6	1	0	4	0	2	2	39	4	0	0	139	0	299	253	512	287	295
Crk	732	346	283	483	225	875	490	169	248	218	258	89	390	106	108	260	287	175	136
Crkl	799	521	347	758	345	1664	780	320	290	410	327	285	358	230	237	427	621	137	463
Crlf1	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Crlf2	34	45	27	52	18	68	53	518	465	269	60	49	98	22	3	63	42	112	29
Crlf3	657	518	313	570	256	1094	551	459	560	296	790	482	674	258	4	270	164	87	169
Crls1	142	60	83	154	57	153	98	77	178	115	149	44	104	20	1	8	35	2	7
Crmp1	10	1	17	7	0	4	2	1	0	121	5	0	0	0	1	31	68	13	0
Crnkl1	321	426	291	453	161	761	237	201	107	351	175	231	91	175	92	88	145	167	97
Crnn	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crocc	46	46	13	24	25	44	13	30	61	189	0	2	48	0	1	31	33	2	8
Crocc2	0	0	8	0	1	0	0	0	0	2	0	0	0	0	0	0	0	7	0
Crot	704	600	482	745	374	2064	738	326	519	548	530	221	379	519	998	537	658	487	531
Crp	47	22	41	31	20	102	39	76	135	14	39	26	57	29	19	25	20	6	8
Crry-ps	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crs-ps	0	0	3	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
Crtac1	0	0	0	0	0	2	6	0	0	20	0	0	0	0	0	0	1	0	1
Crtam	1	5	15	0	3	7	0	0	0	0	12	16	53	21	0	3	2	0	0
Crtap	199	151	180	159	73	223	80	0	66	105	88	53	154	69	28	40	10	58	40
Crtc1	461	145	141	187	125	792	268	83	172	589	148	208	106	145	210	329	241	153	339
Crtc2	1473	905	708	1029	648	4202	1169	516	1115	555	1622	1621	1283	1064	1627	3008	2869	2051	2651
Crtc3	1263	904	555	1021	432	2364	1084	1392	1763	883	2013	1694	1972	1241	82	432	366	139	445
Crx	111	123	125	138	46	263	128	126	31	77	54	38	53	45	66	84	76	55	55
Crxos	0	1	16	0	5	20	10	0	0	0	0	0	0	2	0	0	0	0	2
Cry1	64	18	10	39	13	45	11	34	3	23	7	28	7	8	5	26	70	8	8
Cry2	193	140	112	131	35	326	115	19	178	959	99	54	84	136	41	113	164	35	112
Cryaa	0	0	3	0	0	0	0	0	0	0	3	0	5	0	0	46	4	0	1
Cryab	7	5	8	16	9	34	5	0	11	24	27	40	49	138	1	7	0	1	15
Cryba1	57	18	45	48	27	58	38	69	28	38	74	116	95	30	5	46	43	57	16
Cryba2	20	10	7	11	18	80	22	1	4	71	14	0	2	1	20	17	30	25	27
Cryba4	0	3	2	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
Crybb1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Crybb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Crybb3	5	1	2	0	2	6	0	37	12	14	0	0	0	0	0	0	9	0	0
Crybg3	785	332	251	415	187	857	589	512	447	366	391	373	340	239	71	156	86	82	139
Cryga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygf	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygn	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Crygs	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryl1	181	123	73	123	39	143	85	208	217	133	108	16	78	1	20	16	35	17	7
Crym	0	0	3	0	0	5	2	0	1	19	0	0	0	0	0	0	1	0	0
Cryz	102	65	51	108	56	209	78	2	26	47	10	1	63	0	80	58	28	0	17
Cryzl1	147	222	127	308	50	265	104	10	70	295	60	140	227	73	64	14	44	12	46
Cs	1224	881	573	1058	446	1324	714	576	979	515	793	380	788	586	373	850	673	543	726
Csad	77	79	57	103	23	100	71	44	0	80	62	124	58	0	12	53	123	145	50
Csdc2	114	48	67	94	19	134	62	79	53	43	65	78	103	14	20	23	39	4	33
Csde1	7197	5680	4071	5973	1662	6144	3896	6484	6797	4161	9457	8002	9423	5072	2610	2476	2426	1742	2577
Cse1l	890	707	566	862	216	1001	665	541	718	611	556	341	619	242	62	189	184	138	138
Csf1	329	210	174	284	31	170	69	96	72	87	326	500	348	299	885	717	928	907	855
Csf1r	34150	16844	10472	19676	11633	61258	21909	15297	21548	6918	5486	4453	4613	4934	61	85	83	10	24
Csf2	0	0	0	5	2	0	0	0	42	0	0	0	0	0	0	8	0	0	0
Csf2ra	5991	3534	2555	4251	2648	14991	4710	5429	6061	1678	7044	5560	6194	5703	1754	4547	3542	2501	3770
Csf2rb	4155	4017	2795	5237	2079	9376	3975	2560	2243	856	22961	24076	24883	19887	8872	10949	10661	6920	12209
Csf2rb2	1269	1010	973	1377	716	3043	1197	1406	831	619	3358	3945	4773	3280	1930	2744	3712	1721	2867
Csf3	4	0	0	4	1	0	0	0	0	0	0	35	0	0	0	0	0	0	0
Csf3r	825	918	704	1439	568	2972	941	1078	464	316	320	165	159	168	1	8	8	4	8
Csgalnact1	5	4	6	16	4	22	14	0	29	7	0	0	0	0	0	0	2	0	0
Csgalnact2	234	231	154	286	90	605	146	251	249	187	190	197	117	152	81	86	50	121	90
Csk	1460	1372	1040	1599	1150	4740	1437	1723	1689	807	947	573	905	888	616	582	495	603	421
Csl	0	2	0	0	0	1	3	18	0	0	0	0	1	0	0	1	3	7	3
Csmd1	29	9	13	44	17	37	42	4	18	5	8	6	13	0	21	24	23	33	11
Csmd2	14	20	29	10	7	15	4	15	43	218	22	16	20	1	0	10	0	0	1
Csmd3	74	64	125	119	88	216	113	209	58	75	243	236	210	181	45	91	122	75	77
Csn1s1	6	2	9	1	8	18	7	2	1	3	3	1	4	0	1	3	4	0	9
Csn1s2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn1s2b	3	6	9	9	3	21	2	4	27	3	0	1	0	12	0	9	0	0	1
Csn2	0	5	23	1	0	0	1	5	2	3	25	0	2	0	0	1	1	1	1
Csn3	14	37	102	15	11	53	13	207	10	12	197	124	88	165	0	11	16	17	10
Csnk1a1	3528	2868	1960	3827	1544	6033	3221	2332	3212	3706	2844	2703	3613	2324	1098	1783	1910	870	1567
Csnk1d	3465	1420	970	1720	665	3244	1106	829	1449	1155	1137	1135	1159	1566	1115	1355	1446	1134	1376
Csnk1e	1732	957	819	1087	788	3641	1309	881	873	568	561	393	582	211	501	583	596	508	633
Csnk1g1	932	786	577	885	395	1521	920	985	1237	998	741	550	748	211	636	529	819	312	484
Csnk1g2	796	445	364	461	280	1115	646	499	247	485	214	239	529	267	285	453	673	389	328
Csnk1g3	931	816	576	976	428	1537	839	559	800	604	502	586	673	398	162	207	267	156	145
Csnk2a1	1142	895	472	1098	366	1454	719	360	417	1012	276	313	291	264	327	279	557	163	312
Csnk2a1-ps	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Csnk2a2	394	351	203	386	159	661	364	163	314	340	320	110	198	314	102	239	234	191	184
Csnk2b	858	955	890	1179	550	2393	710	271	609	601	156	459	496	407	580	883	1075	529	841
Csnka2ip	0	0	1	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0
Cspg4	42	52	23	36	6	42	55	40	38	70	0	20	14	0	0	0	0	0	3
Cspg5	59	71	104	56	48	123	115	133	39	108	260	197	242	233	41	43	80	29	67
Cspp1	777	592	553	701	306	1506	643	419	410	1378	366	221	545	177	313	538	282	218	320
Csprs	241	125	215	251	240	1604	624	52	25	25	110	142	195	380	338	282	392	275	193
Csrnp1	1006	1616	874	866	392	1147	587	1685	2341	693	3329	2172	2693	3481	1144	1995	2265	1351	1426
Csrnp2	100	64	63	101	44	223	88	97	39	49	24	38	47	201	35	21	76	4	2
Csrnp3	44	14	45	26	33	48	48	315	378	20	313	194	243	363	5	43	10	3	14
Csrp1	283	259	228	254	100	352	193	360	325	219	305	145	294	86	748	769	1076	556	771
Csrp2	46	39	39	36	10	69	37	0	46	30	32	33	0	0	21	3	7	26	15
Csrp2bp	552	377	198	390	177	646	276	200	290	253	126	100	139	124	11	143	98	148	108
Csrp3	0	0	0	3	2	0	0	0	0	2	2	0	0	0	0	0	1	0	16
Cst10	0	0	0	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0
Cst11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Cst12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst3	19545	24607	23148	27815	11833	52218	14093	23044	27242	9892	27100	22482	24384	21549	19445	27356	25416	23438	29585
Cst6	16	34	32	28	10	44	24	36	39	36	26	4	60	27	18	31	26	11	20
Cst7	26	13	8	56	3	59	3	0	0	0	0	0	24	0	0	13	2	0	1
Cst8	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cst9	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Csta1	0	0	27	0	1	0	0	9	0	0	0	0	0	0	0	1	0	0	0
Cstad	3	0	0	0	1	1	0	0	0	9	0	0	0	0	0	0	0	0	4
Cstb	610	1377	1124	1518	256	959	303	545	631	604	1014	916	763	975	409	398	471	547	757
Cstf1	465	295	155	431	161	798	297	108	370	287	186	141	109	149	270	227	193	262	206
Cstf2	752	526	295	577	216	892	531	296	705	525	259	67	318	153	191	233	335	130	180
Cstf2t	123	206	147	206	35	195	105	140	118	228	150	87	209	97	6	21	71	33	25
Cstf3	273	367	184	317	131	616	347	32	297	436	229	251	269	236	152	168	195	115	129
Cstl1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ctag2	0	0	3	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
Ctage5	2900	2595	1921	2906	1162	4198	2504	1787	2412	2099	1424	967	1544	1150	809	1333	1027	1366	961
Ctbp1	1298	613	344	674	268	1555	528	336	587	599	375	184	518	303	902	291	305	155	293
Ctbp2	1045	820	476	963	296	2183	734	490	657	505	474	86	428	462	39	321	125	223	158
Ctbs	158	130	85	165	93	371	127	98	232	82	38	46	12	9	41	46	92	106	115
Ctc1	690	427	382	524	160	1033	408	459	727	403	125	172	131	10	72	132	195	42	120
Ctcf	1398	1036	569	1251	589	3008	1197	315	783	1080	385	415	752	185	403	433	356	128	393
Ctcfl	15	35	25	41	11	26	22	18	20	51	17	45	33	8	2	4	4	3	4
Ctdnep1	934	676	414	595	254	1376	565	448	805	515	870	888	671	928	360	428	443	586	430
Ctdp1	811	353	228	419	205	1168	462	289	149	229	207	107	154	0	311	253	357	212	263
Ctdsp1	1039	979	700	1158	466	2721	1173	822	898	814	1270	852	1098	1042	695	952	969	414	637
Ctdsp2	1656	1210	810	1354	802	3933	1545	451	883	1262	670	464	840	449	1302	1122	1241	558	1134
Ctdspl	270	162	106	271	76	285	156	44	194	1107	189	132	186	153	0	8	2	4	12
Ctdspl2	973	806	514	841	391	1841	927	516	710	689	497	388	502	165	196	385	276	152	337
Ctf1	3	0	15	1	5	0	1	3	1	37	0	0	1	0	0	1	2	0	0
Ctf2	366	435	347	488	85	391	191	392	341	132	540	699	263	506	67	127	91	126	95
Ctgf	1	26	10	14	13	5	20	72	32	20	111	0	15	0	0	0	0	0	5
Cth	5	2	8	2	3	8	10	2	0	2	2	1	10	1	1	1	3	0	1
Cthrc1	0	0	0	0	0	0	0	0	0	8	0	0	12	0	0	0	0	0	0
Ctif	332	150	151	210	156	701	266	464	218	360	168	203	194	77	56	339	147	110	163
Ctla2a	102	87	176	85	99	179	110	297	141	136	237	267	235	168	301	102	105	81	151
Ctla2b	77	113	64	103	19	54	58	70	23	84	1	0	0	0	3	24	2	13	7
Ctla4	2	0	5	0	0	0	0	0	0	0	0	0	6	2	16	4	48	36	17
Ctnna1	1478	1483	935	1451	526	2224	1238	778	1413	886	1749	1490	1970	1267	1083	1207	1497	958	1904
Ctnna2	24	2	16	4	4	21	10	13	16	34	9	23	31	0	1	6	3	0	0
Ctnna3	12	20	22	29	16	14	7	9	66	40	10	2	25	8	3	15	10	2	5
Ctnnal1	115	52	49	100	58	159	142	54	150	209	16	18	57	174	2	10	16	5	25
Ctnnb1	1657	1008	716	1396	540	2396	1184	388	695	1257	379	336	330	96	533	554	491	387	706
Ctnnbip1	436	340	245	332	158	493	337	135	92	193	135	110	75	64	60	67	41	61	59
Ctnnbl1	304	198	169	341	104	498	91	177	307	306	158	195	136	196	5	104	131	135	63
Ctnnd1	2664	2222	1640	2601	1142	4519	3081	1687	1578	2127	1222	995	1224	616	246	344	300	203	262
Ctnnd2	100	42	73	92	28	180	125	5	131	622	925	872	583	1044	0	58	9	1	8
Ctns	723	489	304	767	290	1256	524	191	493	390	160	394	264	29	98	205	91	5	123
Ctps	206	109	54	101	51	92	167	35	90	73	54	21	46	0	4	101	23	15	23
Ctps2	274	290	233	306	113	439	228	130	172	431	130	64	135	32	6	42	41	4	48
Ctr9	874	499	390	742	366	1489	577	338	438	687	398	169	278	318	278	343	253	160	261
Ctrb1	51	44	2	10	29	25	66	1	4	1	0	2	0	0	743	20	475	53	71
Ctrc	9	12	12	4	9	20	3	0	0	8	4	0	22	0	38	21	74	1	15
Ctrl	44	2	3	3	10	41	42	0	0	3	2	4	15	0	425	6	158	7	71
Cts3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cts6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cts7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cts8	45	34	32	37	32	79	74	10	91	17	67	51	15	20	33	7	9	6	9
Ctsa	21382	14859	10793	18206	8319	38720	15452	7367	11137	4263	7199	7506	7660	6087	888	1153	1182	880	876
Ctsb	33762	26288	17173	31317	13832	53132	22910	14571	14833	11528	5208	3805	4796	3423	2314	2603	2575	2590	2391
Ctsc	11383	12183	8117	14904	5477	23236	9956	10301	11259	6121	3461	3750	5100	3767	248	312	248	349	354
Ctsd	10797	10211	6486	10918	3859	14407	6499	3523	3908	2919	1689	1135	1921	2195	259	244	191	306	236
Ctse	107	115	110	152	75	477	179	158	42	27	37	57	44	69	86	118	124	67	71
Ctsf	222	231	113	276	56	216	112	89	33	102	63	124	86	2	0	2	1	0	0
Ctsg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsh	6230	7287	5497	8548	3669	15868	5877	4271	5482	2957	3548	2477	2947	2293	2761	2505	1885	2087	2436
Ctsj	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsk	2	2	0	3	0	0	1	0	11	9	0	0	2	0	0	0	0	0	0
Ctsl	331	491	303	594	126	635	229	218	196	416	42	28	63	156	26	13	37	29	5
Ctsll3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ctsm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctso	377	297	235	331	138	588	481	87	23	360	93	142	124	45	0	28	59	16	36
Ctsq	5	0	5	0	0	14	7	0	8	6	2	0	0	0	0	4	20	0	6
Ctsr	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctss	9853	12559	8994	17674	6346	25193	11113	10735	11928	7023	3533	3412	4046	2538	267	339	349	205	364
Ctsw	2	0	6	6	0	1	3	0	0	0	0	0	0	0	0	19	5	59	0
Ctsz	9536	6084	4572	8483	4570	22604	7914	4910	5098	2782	2374	2442	2627	3033	1569	2162	2730	1478	2598
Cttn	24	10	22	16	11	4	31	9	44	234	32	2	11	0	1	19	32	0	0
Cttnbp2	7	1	27	10	5	17	0	0	5	341	0	22	0	0	173	124	85	264	81
Cttnbp2nl	4303	3587	3526	4321	2348	13263	5172	2997	2021	1274	1483	939	1301	1415	1465	1577	1490	1048	1469
Ctu1	70	67	47	119	50	175	172	6	0	84	30	0	0	19	0	10	0	2	22
Ctu2	104	41	39	131	12	115	21	36	20	81	67	89	117	101	150	83	46	149	91
Ctxn1	15	25	10	9	7	47	16	30	0	53	7	0	1	0	23	4	39	0	1
Ctxn2	0	4	2	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0
Ctxn3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cubn	14	3	39	3	2	25	0	1	63	2	72	0	34	55	0	10	9	0	7
Cuedc1	6	16	22	20	6	60	4	8	26	248	0	14	24	0	38	90	66	80	60
Cuedc2	397	239	206	300	94	350	81	304	104	241	170	96	95	108	207	86	119	81	72
Cul1	1334	832	578	1069	391	1392	996	515	746	724	131	140	594	159	97	225	160	191	232
Cul2	269	149	157	175	108	368	129	19	68	175	230	41	188	29	77	106	53	87	89
Cul3	2213	1554	852	1980	877	3240	1809	975	1166	1733	557	411	693	337	409	484	571	458	426
Cul4a	796	578	844	761	478	1595	633	401	419	625	494	389	732	316	301	482	415	438	350
Cul4b	433	346	240	426	123	297	187	177	216	456	31	152	153	97	530	236	137	185	127
Cul5	402	389	251	448	161	480	341	222	336	418	325	231	242	123	61	103	45	101	90
Cul7	199	102	47	121	58	324	118	133	20	342	112	40	65	309	129	123	166	16	105
Cul9	294	239	239	345	169	758	424	241	286	363	46	95	53	104	678	298	412	225	335
Cuta	172	233	195	245	91	406	156	167	223	211	250	188	162	219	119	136	83	131	99
Cutal	2	5	20	7	6	4	25	3	2	50	0	168	59	2	0	1	1	0	1
Cutc	26	12	23	29	9	20	23	0	0	38	0	0	0	0	15	24	1	0	4
Cux1	3018	2813	2003	3216	1426	5925	3093	1675	2716	1592	3381	3069	3957	2299	1617	1109	1331	1100	1024
Cux2	56	81	55	62	17	206	83	73	103	680	7	17	23	8	4	27	94	30	11
Cuzd1	0	0	6	1	0	1	0	0	0	0	0	0	0	0	27	0	4	0	2
Cwc15	854	1380	961	1595	543	1810	874	1082	1510	1113	939	1081	1354	618	443	708	692	499	645
Cwc22	509	474	205	462	231	1153	480	188	376	318	265	100	336	250	19	261	231	176	182
Cwc25	269	290	363	312	175	683	341	177	405	400	524	406	366	446	18	133	231	260	142
Cwc27	217	131	120	227	63	150	158	36	72	185	58	19	20	1	5	23	46	57	55
Cwf19l1	256	145	126	190	49	272	122	33	242	99	20	23	85	0	0	81	135	101	107
Cwf19l2	381	328	208	402	175	586	243	251	202	294	118	126	159	82	5	105	61	64	83
Cwh43	0	0	2	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0
