	GSM3671511	GSM3671512	GSM3671513	GSM3671514	GSM3671515	GSM3671516	GSM3671517	GSM3671518	GSM3671519	GSM3671520	GSM3671521	GSM4908643
ENSG00000257835	3	2	1	3	5	1	1	1	0	0	0	0
ENSG00000257837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257846	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000257848	6	1	3	2	3	0	0	0	0	0	0	1
ENSG00000257849	2	4	6	2	0	1	0	0	0	0	0	0
ENSG00000257852	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257855	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257860	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257863	0	1	4	0	1	0	0	0	0	0	0	0
ENSG00000257864	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257865	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257869	19	10	23	0	4	8	2	1	1	11	3	3
ENSG00000257870	3	3	2	2	1	1	1	3	2	2	1	3
ENSG00000257872	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257875	0	2	0	0	4	0	1	0	0	0	0	0
ENSG00000257878	14	7	0	8	6	1	3	8	5	0	0	3
ENSG00000257879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257880	7	1	0	2	6	9	1	0	0	0	0	1
ENSG00000257883	15	5	10	2	3	2	0	1	1	1	1	1
ENSG00000257884	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000257890	4	0	3	3	0	2	0	1	0	0	2	1
ENSG00000257891	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000257894	963	360	285	406	521	378	1	33	7	6	15	11
ENSG00000257896	1	0	1	0	2	0	0	0	0	0	0	1
ENSG00000257897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257900	0	0	0	0	0	0	12	16	28	20	27	26
ENSG00000257904	1	0	0	0	0	3	0	0	0	0	0	1
ENSG00000257905	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000257910	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257918	2	12	2	3	5	15	0	3	3	0	9	3
ENSG00000257921	0	8	0	1	0	0	77	17	9	5	31	42
ENSG00000257925	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257932	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257940	566	179	184	161	223	126	0	0	0	0	0	1
ENSG00000257941	2	2	0	3	2	0	0	6	1	1	3	2
ENSG00000257943	1	2	4	10	4	4	2	2	7	2	2	0
ENSG00000257947	96	25	30	30	19	18	0	2	0	1	0	0
ENSG00000257948	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257951	9	14	8	11	3	0	63	43	53	104	72	46
ENSG00000257953	1	0	5	0	2	2	2	0	1	0	1	2
ENSG00000257954	52	36	17	12	20	12	0	1	4	0	2	0
ENSG00000257955	1	0	1	4	0	1	0	1	1	0	0	0
ENSG00000257958	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257959	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257962	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257964	0	0	2	6	0	1	0	5	1	0	0	2
ENSG00000257976	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257985	311	135	93	101	126	140	0	2	0	0	2	8
ENSG00000257989	0	3	0	1	0	0	2	5	4	5	3	5
ENSG00000257991	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257994	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257995	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000257997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257998	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258002	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258007	17	12	11	17	18	14	2	2	1	0	1	1
ENSG00000258010	35	4	10	7	9	7	0	6	2	1	4	4
ENSG00000258012	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258017	70661	39561	62957	32438	27825	62778	614	476	752	578	818	919
ENSG00000258021	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000258026	24	3	1	6	10	8	0	0	0	0	0	1
ENSG00000258028	28	15	22	14	13	35	0	1	1	0	1	3
ENSG00000258034	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000258035	188	65	24	39	81	46	0	5	5	1	0	7
ENSG00000258039	28	28	4	18	7	7	0	0	1	0	0	0
ENSG00000258044	52	15	29	20	9	25	1	6	6	1	6	6
ENSG00000258045	411	208	203	179	220	217	0	1	0	0	0	1
ENSG00000258050	638	339	240	296	329	368	1	0	0	1	0	1
ENSG00000258051	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258052	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258053	61	18	70	32	5	27	1	0	5	2	4	1
ENSG00000258064	0	0	0	1	0	0	5	14	0	17	36	64
ENSG00000258065	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258066	6	4	3	3	0	6	0	1	3	1	1	0
ENSG00000258068	0	0	1	0	2	4	0	0	0	0	0	0
ENSG00000258072	2	1	1	0	1	0	53	40	42	103	83	43
ENSG00000258073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258076	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258077	0	0	0	0	0	0	0	0	1	2	1	0
ENSG00000258081	22	12	12	11	10	4	1	1	1	0	1	2
ENSG00000258082	0	0	0	2	0	0	0	0	0	0	2	0
ENSG00000258084	0	4	3	0	0	0	0	0	0	0	0	0
ENSG00000258086	46	27	20	14	29	21	0	0	0	0	2	0
ENSG00000258088	0	6	1	1	0	4	0	0	1	0	0	0
ENSG00000258090	21	21	0	10	14	6	0	3	1	1	0	1
ENSG00000258091	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258092	0	0	0	0	0	0	18	9	39	31	19	19
ENSG00000258101	7	7	17	16	6	13	1	3	6	0	8	3
ENSG00000258107	7	4	4	2	1	5	1	0	0	4	1	3
ENSG00000258108	8	6	4	4	1	0	1	3	1	1	0	2
ENSG00000258111	13	7	8	2	2	10	0	0	0	0	0	0
ENSG00000258114	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258115	21	10	8	10	5	9	0	2	0	0	2	1
ENSG00000258117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258119	50	21	12	16	21	20	0	0	1	0	0	0
ENSG00000258121	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258122	7	7	6	12	2	2	0	0	1	0	0	0
ENSG00000258125	3	0	1	0	0	1	0	0	0	1	1	0
ENSG00000258130	1278	800	454	562	653	459	33	37	28	52	20	32
ENSG00000258131	0	0	1	1	1	1	0	0	0	0	0	0
ENSG00000258133	0	0	0	0	0	0	2	3	0	6	0	0
ENSG00000258134	0	0	1	0	2	0	0	2	2	0	1	0
ENSG00000258136	285	256	94	189	157	106	4	25	11	1	6	21
ENSG00000258137	97	35	36	34	28	42	1	2	0	0	1	0
ENSG00000258140	567	323	255	228	292	321	1	9	5	1	3	6
ENSG00000258142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258148	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258150	662	485	217	313	359	215	4	1	2	1	17	4
ENSG00000258154	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258162	589	302	306	239	326	275	0	6	0	0	5	5
ENSG00000258167	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258168	571	269	254	285	351	252	12	19	25	7	21	19
ENSG00000258170	734	378	236	319	341	328	0	1	0	0	0	3
ENSG00000258172	1	0	1	0	0	0	0	0	0	0	0	2
ENSG00000258173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258177	2	0	2	0	1	3	0	0	0	0	4	1
ENSG00000258178	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258179	22	3	6	1	5	5	0	0	0	0	0	0
ENSG00000258181	48	43	21	43	39	16	1	1	0	0	1	1
ENSG00000258184	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258185	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000258193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258199	0	3	1	1	2	4	1	5	1	0	10	6
ENSG00000258202	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258203	44	13	20	8	16	15	0	1	2	0	0	0
ENSG00000258204	2	2	2	2	2	2	0	0	1	0	0	3
ENSG00000258205	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258210	54	22	23	20	24	34	0	25	14	0	13	23
ENSG00000258214	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258215	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258216	268	153	148	148	195	235	0	2	0	1	1	1
ENSG00000258224	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258225	23	14	5	7	4	11	0	0	0	0	0	0
ENSG00000258230	8	2	4	2	5	2	0	2	0	0	0	5
ENSG00000258231	457	204	192	290	300	142	5	6	0	10	8	5
ENSG00000258232	0	0	0	0	0	0	115	220	147	103	0	168
ENSG00000258234	299	180	98	106	124	97	1	0	1	0	2	4
ENSG00000258235	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000258240	478	236	144	200	218	162	2	5	1	2	4	6
ENSG00000258249	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258253	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258256	827	381	251	254	296	293	1	1	0	1	1	2
ENSG00000258260	18	1	4	4	2	10	0	6	3	0	5	4
ENSG00000258262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258265	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258272	11	5	3	5	6	4	0	0	0	0	0	0
ENSG00000258273	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258274	82	66	36	37	40	48	0	1	0	0	0	2
ENSG00000258283	12	11	6	6	2	2	0	0	0	0	0	1
ENSG00000258294	293	223	42	56	63	42	7	3	2	2	3	1
ENSG00000258302	65	46	16	23	34	26	4	46	15	4	16	67
ENSG00000258303	146	80	57	56	57	68	0	0	2	0	2	1
ENSG00000258304	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258308	13	7	1	6	6	0	0	0	0	1	1	5
ENSG00000258311	1211	472	405	576	594	542	19	39	43	11	62	69
ENSG00000258312	3	3	8	1	1	0	1	0	0	0	0	2
ENSG00000258313	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258314	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258317	15	4	2	6	5	5	12	16	23	13	39	36
ENSG00000258320	3	0	1	2	0	0	0	0	0	0	0	0
ENSG00000258323	224	113	77	85	117	92	1	3	1	2	0	4
ENSG00000258324	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258337	109	37	33	27	40	50	0	1	0	0	0	1
ENSG00000258338	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258342	447	228	189	228	246	166	0	2	1	0	2	5
ENSG00000258344	243	86	115	121	132	114	0	0	1	0	2	4
ENSG00000258345	9	7	6	4	9	8	0	0	0	0	0	0
ENSG00000258346	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258354	416	193	112	182	143	144	5	28	26	3	28	22
ENSG00000258355	5	2	5	2	1	1	0	3	1	0	1	1
ENSG00000258358	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258365	18	13	8	10	9	11	5	13	7	3	6	9
ENSG00000258367	1	0	0	0	1	0	0	3	0	0	0	0
ENSG00000258375	1029	626	373	527	628	426	0	10	3	1	1	0
ENSG00000258377	2731	2306	1474	1485	1298	1437	171	0	254	20	0	3
ENSG00000258378	30	6	18	8	6	25	1	0	0	1	1	0
ENSG00000258379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258380	0	0	0	0	0	8	0	2	0	0	0	0
ENSG00000258381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258385	113	57	51	62	51	39	0	3	0	0	1	2
ENSG00000258386	2	0	0	0	0	2	0	0	0	0	0	0
ENSG00000258387	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258393	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258394	3	0	0	2	8	3	0	0	0	0	0	1
ENSG00000258400	2	1	0	0	0	0	1	0	0	0	2	0
ENSG00000258402	324	137	103	111	146	103	0	2	1	2	0	1
ENSG00000258407	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258410	19	11	9	7	7	10	7	27	20	21	47	39
ENSG00000258411	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258412	5	0	0	0	1	0	0	1	0	0	0	2
ENSG00000258416	5	0	0	0	0	0	0	0	0	0	0	2
ENSG00000258417	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258419	53	19	33	37	27	43	0	0	1	0	0	0
ENSG00000258422	96	30	36	62	45	37	1	7	9	1	7	12
ENSG00000258424	3	6	1	5	7	4	1	26	5	4	6	21
ENSG00000258425	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258426	2	0	0	1	0	1	0	0	0	0	0	1
ENSG00000258428	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258430	0	0	0	0	2	0	118	67	108	136	148	101
ENSG00000258431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258433	31	28	9	16	16	19	17	11	49	16	16	12
ENSG00000258435	29	17	3	5	11	11	0	0	3	0	0	1
ENSG00000258437	8	1	1	0	0	8	0	1	0	0	1	1
ENSG00000258439	0	0	0	0	1	0	0	4	2	1	2	1
ENSG00000258440	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258443	28	15	3	7	9	12	0	3	1	2	1	2
ENSG00000258444	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258446	1	1	0	0	1	0	0	0	1	0	1	0
ENSG00000258448	6	7	11	8	5	8	0	0	0	0	0	0
ENSG00000258449	11	16	4	6	7	11	0	0	0	0	1	0
ENSG00000258450	44	8	9	27	20	22	1	4	5	1	5	8
ENSG00000258454	0	0	0	3	0	1	0	0	1	1	1	1
ENSG00000258455	8	1	0	3	1	3	0	0	0	0	0	0
ENSG00000258459	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000258460	2	0	0	0	0	0	0	0	0	0	1	1
ENSG00000258461	2	5	1	1	3	4	2	20	9	9	21	21
ENSG00000258462	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258464	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258465	238	117	70	154	100	119	38	17	63	79	87	56
ENSG00000258466	1	3	0	2	0	0	13	0	8	5	8	13
ENSG00000258471	2040	1397	871	842	768	1171	10	11	16	6	11	11
ENSG00000258472	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000258473	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258478	2	4	0	2	0	0	0	0	0	0	0	0
ENSG00000258481	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000258488	0	3	0	0	0	0	0	0	0	0	0	3
ENSG00000258489	0	1	0	1	0	0	0	0	0	0	1	0
ENSG00000258490	9	4	0	3	3	0	0	1	1	0	0	1
ENSG00000258493	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258496	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258497	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258500	387	249	123	155	176	133	1	3	4	1	1	5
ENSG00000258503	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258504	694	243	335	294	303	520	24	58	15	34	3	12
ENSG00000258505	6	0	0	0	1	0	1	0	0	0	0	0
ENSG00000258506	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258507	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258509	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258510	2	0	0	0	0	0	0	3	0	0	0	6
ENSG00000258513	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258515	204	81	47	106	98	51	3	35	14	0	14	37
ENSG00000258516	47	31	14	25	13	31	0	1	0	0	0	0
ENSG00000258517	37	21	13	23	22	22	0	0	2	1	3	1
ENSG00000258519	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258520	4	2	2	4	0	3	1	1	1	2	5	3
ENSG00000258521	0	2	1	1	0	4	1	0	1	0	1	3
ENSG00000258525	6	6	2	6	4	6	0	16	3	1	14	4
ENSG00000258526	1733	1081	602	853	927	753	12	107	64	38	49	118
ENSG00000258529	6	1	0	4	2	4	28	32	8	25	9	27
ENSG00000258534	178	132	83	82	94	102	0	3	3	0	2	7
ENSG00000258535	902	491	374	451	537	382	3	81	29	11	15	71
ENSG00000258538	5	6	7	7	6	4	0	0	0	0	0	0
ENSG00000258539	145	45	29	32	74	51	15	5	10	6	31	13
ENSG00000258540	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258542	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258543	0	0	0	0	0	0	0	0	7	0	13	0
ENSG00000258549	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258551	879	540	372	448	488	422	1	3	8	0	3	10
ENSG00000258554	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000258557	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258558	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000258559	3963	2505	1439	2559	2515	1975	1	73	71	17	97	99
ENSG00000258560	1	0	2	0	1	0	0	0	0	0	0	1
ENSG00000258561	294	178	166	177	156	208	18	23	28	20	42	30
ENSG00000258562	1	0	1	0	1	1	0	0	0	0	0	0
ENSG00000258566	0	0	0	0	0	0	0	1	0	1	0	2
ENSG00000258572	8	6	2	9	3	3	0	0	0	1	0	1
ENSG00000258573	0	0	0	0	0	0	1	2	4	9	4	2
ENSG00000258576	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258578	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000258580	3	0	0	2	5	0	0	1	0	0	0	0
ENSG00000258581	4	3	2	3	0	1	0	0	0	0	0	0
ENSG00000258587	0	0	3	0	0	3	0	0	0	0	0	0
ENSG00000258589	0	0	0	0	0	0	0	0	2	3	5	0
ENSG00000258592	391	201	96	78	69	85	8	14	13	17	36	22
ENSG00000258593	769	346	239	261	321	305	0	6	0	1	1	5
ENSG00000258594	3	15	1	0	6	3	0	0	0	0	0	0
ENSG00000258598	12	7	8	7	12	19	0	0	0	0	1	0
ENSG00000258599	1	0	1	0	0	9	1	2	1	0	1	0
ENSG00000258600	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258601	4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258603	1274	494	440	462	556	504	5	16	22	10	18	29
ENSG00000258604	4	1	4	0	1	5	2	2	2	1	3	2
ENSG00000258610	964	345	136	108	120	282	46	73	91	33	55	127
ENSG00000258615	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258619	1	0	0	0	0	0	0	4	0	0	1	1
ENSG00000258620	5	2	0	0	1	3	0	0	2	0	1	3
ENSG00000258622	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258623	3	0	0	0	0	4	1	1	0	0	0	1
ENSG00000258627	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258631	0	1	0	0	3	2	0	0	6	0	2	5
ENSG00000258632	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258634	217	109	53	49	53	115	291	388	502	268	559	591
ENSG00000258635	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258637	3	3	1	1	0	0	0	0	0	0	0	0
ENSG00000258638	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258639	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258642	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258646	23	14	4	8	30	11	1	6	2	0	2	2
ENSG00000258649	69	44	18	22	26	27	1	3	2	0	1	2
ENSG00000258653	13	18	11	14	22	23	39	18	97	44	68	45
ENSG00000258654	66	43	17	31	29	32	0	1	1	2	0	2
ENSG00000258656	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258657	6	7	7	1	8	2	0	1	2	1	1	4
ENSG00000258660	0	1	0	0	1	0	0	4	5	0	0	0
ENSG00000258661	2	3	28	8	13	7	0	0	0	0	1	0
ENSG00000258662	15	5	2	2	1	3	0	0	0	0	0	0
ENSG00000258663	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258665	0	0	0	3	0	0	0	0	1	0	0	0
ENSG00000258666	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258670	11	3	4	3	3	9	1	4	8	6	4	5
ENSG00000258671	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258674	47915	25502	40697	21815	20783	42251	110	105	147	126	199	169
ENSG00000258676	282	170	49	60	67	75	6	44	20	14	31	94
ENSG00000258677	8	1	4	9	7	8	18	34	55	57	106	21
ENSG00000258679	550	191	167	201	211	213	1	6	3	2	10	6
ENSG00000258680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258682	567	218	191	216	263	366	1	14	2	2	1	13
ENSG00000258683	3	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258687	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258690	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258691	151	48	0	4	3	1	2	3	0	2	3	2
ENSG00000258693	38	12	13	20	7	19	0	2	0	0	0	0
ENSG00000258695	1	1	1	1	0	0	0	4	2	3	4	6
ENSG00000258696	1	0	1	0	0	0	0	0	0	0	0	1
ENSG00000258698	3	4	0	1	4	5	0	1	2	0	0	1
ENSG00000258699	292	134	73	83	73	73	0	0	2	2	0	3
ENSG00000258702	503	281	168	235	224	200	0	3	3	0	5	7
ENSG00000258703	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258707	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258711	1422	698	524	631	646	667	13	34	26	24	22	48
ENSG00000258716	16	5	16	1	4	10	0	0	0	0	0	0
ENSG00000258717	0	0	0	0	0	3	0	0	1	0	1	0
ENSG00000258719	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000258723	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258728	7	4	5	7	0	8	30	251	261	22	350	446
ENSG00000258729	7	0	1	0	0	0	0	0	0	0	0	1
ENSG00000258732	276	183	239	198	241	168	0	0	0	0	0	0
ENSG00000258734	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000258736	220	63	56	69	69	81	1	5	2	1	2	8
ENSG00000258740	1	1	10	0	2	0	0	0	1	0	0	0
ENSG00000258744	877	345	357	357	390	469	47	61	112	103	153	84
ENSG00000258745	29	12	10	7	10	7	0	1	1	0	1	4
ENSG00000258746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258747	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258749	0	0	0	0	0	0	0	10	23	0	0	0
ENSG00000258750	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258751	6	0	1	0	1	0	1	1	2	0	1	0
ENSG00000258752	732	728	384	915	432	705	7	6	4	22	1	11
ENSG00000258753	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258757	13	0	4	0	5	0	40	63	27	19	15	57
ENSG00000258758	1	0	1	1	0	0	0	0	0	0	0	0
ENSG00000258759	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258760	604	327	236	224	237	263	1	3	2	1	1	2
ENSG00000258761	159	80	53	75	61	65	0	0	13	0	0	0
ENSG00000258763	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258765	90	35	39	49	62	29	2	5	5	1	4	13
ENSG00000258767	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258768	851	487	317	439	476	409	77	101	83	65	109	134
ENSG00000258772	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258773	89	45	143	39	29	34	6	9	10	6	10	13
ENSG00000258776	2	2	2	1	0	5	0	0	0	0	0	0
ENSG00000258782	109	91	57	55	69	57	0	1	0	1	0	0
ENSG00000258784	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258789	74	34	45	38	41	27	4	6	0	10	4	5
ENSG00000258790	822	416	776	289	227	827	145	67	159	160	226	236
ENSG00000258792	9	8	8	6	3	6	0	2	3	0	0	2
ENSG00000258793	483	160	4	8	5	11	50	4	103	0	8	2
ENSG00000258795	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258796	14	8	2	5	3	5	0	0	1	0	0	0
ENSG00000258800	0	1	0	0	0	0	0	0	0	5	0	1
ENSG00000258802	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258803	38	18	6	16	10	15	1	9	3	1	1	4
ENSG00000258807	119	49	42	67	43	71	0	10	1	5	10	10
ENSG00000258810	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258811	57	25	13	31	41	15	1	6	0	1	4	6
ENSG00000258816	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258820	400	164	155	163	248	196	1	9	4	2	5	11
ENSG00000258823	0	0	0	0	0	0	2	0	0	2	1	0
ENSG00000258824	57	18	4	12	17	7	5	22	5	23	8	29
ENSG00000258827	3	1	2	3	3	0	0	0	0	0	0	0
ENSG00000258829	11	0	3	0	0	0	0	1	1	0	0	0
ENSG00000258830	0	1	4	1	0	0	0	9	30	0	13	31
ENSG00000258831	6	4	0	2	1	0	0	1	0	0	0	0
ENSG00000258836	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000258837	3	0	1	1	1	4	0	0	0	0	0	0
ENSG00000258842	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000258843	55	19	8	12	10	34	0	0	0	0	0	0
ENSG00000258844	257	107	79	83	100	106	0	1	1	0	0	1
ENSG00000258845	2	0	0	0	1	3	0	1	0	0	0	1
ENSG00000258847	80	42	29	21	51	71	5	0	0	1	4	2
ENSG00000258850	26	7	2	2	5	5	0	0	0	0	0	0
ENSG00000258851	909	346	360	324	421	294	1	7	1	0	2	9
ENSG00000258853	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258854	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000258856	6	0	1	0	2	0	0	1	0	0	0	1
ENSG00000258857	16	3	1	1	5	2	0	0	1	0	0	2
ENSG00000258858	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258860	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258864	2	0	0	2	3	0	0	0	0	0	0	0
ENSG00000258866	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258868	6	3	0	8	2	0	0	1	1	0	0	0
ENSG00000258871	0	0	0	2	0	1	0	3	1	0	0	5
ENSG00000258874	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258875	1135	531	515	623	636	519	1	9	8	2	5	11
ENSG00000258878	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258880	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258881	427	232	165	234	232	199	3	9	16	3	8	10
ENSG00000258885	0	0	0	0	0	1	0	0	0	0	0	0
