	GSM1910656	GSM1910659	GSM1910652	GSM1910667	GSM1910657	GSM1910665	GSM1910662	GSM1910655	GSM1910664	GSM1910653	GSM1910658	GSM1910666	GSM1910660	GSM1910661	GSM1910663	GSM1910654
Als2cr11b	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Als2cr12	2	2	0	1	1	2	2	0	0	0	4	0	1	1	4	1
Alx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alx4	4	5	4	0	4	7	9	0	5	3	2	0	2	4	5	1
Alyref	531	320	156	175	213	505	404	186	316	226	602	146	358	196	343	516
Alyref2	61	61	43	42	21	104	95	21	76	46	62	22	68	44	91	73
Amacr	127	144	99	74	39	295	218	32	193	121	142	67	200	102	223	98
Ambn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ambp	454	190	212	124	169	307	191	128	235	210	690	68	241	185	206	295
Ambra1	817	554	322	332	491	1081	765	337	653	397	1147	119	625	329	653	1006
Amd-ps1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0
Amd-ps3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0
Amd-ps4	3	0	0	2	3	0	0	0	0	0	2	0	2	0	0	4
Amd-ps5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amd1	1804	1582	817	844	1100	2471	2238	863	1534	1058	2930	401	1882	1011	1680	2735
Amd2	34	17	0	3	22	33	15	11	14	10	15	2	25	15	11	33
Amdhd1	4	6	0	3	0	3	9	0	2	0	0	0	9	8	2	0
Amdhd2	130	153	85	92	51	250	163	56	158	116	146	70	211	103	160	130
Amelx	0	2	0	0	0	2	1	0	1	0	1	0	1	2	0	0
Amer1	145	92	63	52	60	151	118	20	92	84	199	14	103	54	95	104
Amer2	187	166	91	59	66	239	186	75	115	73	167	24	218	102	157	270
Amer3	63	53	23	53	22	114	110	27	48	33	63	10	94	36	105	56
Amfr	4235	2440	1434	1332	1845	4238	3233	1545	2464	1697	4911	564	3108	1658	2928	4624
Amh	5	2	1	1	3	4	3	3	5	1	4	2	3	2	5	5
Amhr2	1	0	1	3	1	0	2	0	0	1	4	0	2	0	1	0
Amica1	0	1	0	0	1	5	1	0	4	1	8	1	0	3	2	2
Amigo1	1473	798	515	497	667	1354	1068	412	840	671	1721	232	932	576	932	1491
Amigo2	752	372	245	252	330	1082	434	222	493	278	1250	137	420	270	503	685
Amigo3	206	146	65	74	140	296	232	93	155	103	195	54	179	97	171	262
Ammecr1	48	66	32	26	20	72	53	12	38	43	84	14	56	36	47	37
Ammecr1l	510	471	204	256	380	747	572	214	452	315	823	89	501	283	443	647
Amn	6	6	2	4	6	4	3	1	8	5	6	5	1	1	1	9
Amn1	273	200	109	117	110	424	245	78	220	155	327	75	236	121	269	211
Amot	28	49	17	19	13	28	39	12	25	27	60	6	34	26	36	32
Amotl1	836	764	404	318	309	1038	1012	321	679	535	1201	103	867	494	802	896
Amotl2	178	233	118	124	81	292	254	79	212	247	325	58	243	148	218	164
Ampd1	2	0	1	0	2	0	1	0	1	0	5	1	1	2	1	4
Ampd2	2492	1959	1205	1040	1405	3471	2554	612	2067	1491	2723	444	2236	1398	2012	2211
Ampd3	87	93	39	39	47	96	51	30	84	87	331	31	45	55	99	79
Amph	513	298	254	176	168	557	415	197	346	232	434	74	381	242	302	429
Amt	161	140	54	87	83	298	174	32	154	96	184	42	145	97	174	126
Amtn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy1	326	56	6	16	118	53	45	87	44	44	872	29	38	36	35	373
Amy2-ps1	63	12	2	3	37	3	2	11	3	5	168	6	10	4	0	80
Amy2a1	127284	12043	1623	2605	59312	3365	5519	34338	6260	4907	276551	0	8456	4270	4327	175955
Amy2a2	66610	19262	2753	3749	37625	5910	9934	37128	10255	8848	153775	16368	13777	6563	8316	92898
Amy2a3	66610	19262	2753	3749	37625	5910	9934	37128	10255	8848	153775	16368	13777	6563	8316	92898
Amy2a4	66610	19262	2753	3749	37625	5910	9934	37128	10255	8848	153775	16368	13777	6563	8316	92898
Amy2a5	442509	7513	456	3604	203868	749	7320	66848	1824	6100	1515441	8972	5214	4746	5295	728874
Amy2b	2849	317	43	67	1242	95	142	719	159	147	7685	181	199	98	116	3920
Amz1	10	41	13	18	8	49	36	7	30	29	27	7	52	17	33	6
Amz2	874	692	395	357	303	1157	885	314	673	489	1040	233	797	494	811	794
Anapc1	1291	1197	533	554	509	1694	1413	439	1023	770	1668	159	1331	648	1209	1471
Anapc10	197	118	55	52	83	194	139	49	107	68	219	49	136	61	108	181
Anapc11	379	263	166	133	165	433	344	137	268	176	352	129	297	172	312	362
Anapc13	487	227	148	139	150	465	351	148	234	212	392	170	367	187	333	460
Anapc15	177	121	69	58	75	241	142	54	114	85	183	37	126	71	164	156
Anapc15-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc16	755	527	311	291	285	858	677	219	533	419	803	229	714	324	634	632
Anapc2	1036	831	400	415	507	1195	937	318	776	601	1399	262	993	554	835	1016
Anapc4	1284	899	466	405	467	1442	1146	481	859	581	1394	188	1089	617	909	1285
Anapc5	3530	2237	1444	1498	1643	3642	3049	1145	2478	2049	3628	781	2619	1630	2680	3116
Anapc7	450	367	178	233	249	657	456	175	405	291	607	101	464	249	456	447
Ang	812	245	271	215	216	901	315	281	339	308	839	198	406	257	408	616
Ang-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ang-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ang-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ang2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1
Ang4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ang5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ang6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angel1	290	278	167	205	106	520	364	84	284	231	274	94	343	169	346	217
Angel2	829	573	316	352	326	1015	702	263	558	454	882	114	653	344	625	643
Angpt1	9	1	1	0	10	2	0	6	1	2	44	0	0	0	3	6
Angpt2	273	267	122	101	131	350	227	74	216	205	291	61	223	185	209	211
Angpt4	0	0	1	0	0	0	0	1	0	2	12	0	0	1	1	2
Angptl1	5	3	2	0	1	0	3	2	2	2	10	1	2	0	3	5
Angptl2	63	153	105	53	34	108	129	23	129	116	132	51	105	121	115	44
Angptl3	1	0	0	1	0	0	1	1	1	0	1	0	2	0	1	0
Angptl4	37	26	11	11	16	40	20	8	32	21	61	32	15	33	33	18
Angptl6	60	425	70	263	17	1038	517	19	704	277	67	211	500	148	734	53
Angptl7	81	468	501	78	75	196	802	191	169	111	153	28	832	569	755	516
Angptl8	20	20	7	19	8	26	21	1	25	17	34	7	38	11	41	17
Ank	4802	3247	2414	2053	1889	6789	5184	1279	3545	1865	3995	884	3946	2858	4506	4549
Ank1	115	21	9	14	52	36	28	32	28	21	105	12	37	21	33	97
Ank2	893	949	523	537	294	1880	1165	372	1040	838	1068	142	1181	422	1348	767
Ank3	775	458	224	236	317	679	580	302	397	316	814	56	504	273	523	734
Ankar	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ankdd1a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankdd1b	19	20	12	17	7	36	22	6	17	12	30	8	23	16	21	20
Ankef1	17	10	6	4	4	17	18	3	9	6	14	1	10	6	13	16
Ankfy1	1376	775	437	406	629	1301	959	532	723	550	1687	137	949	498	875	1712
Ankhd1	1458	1296	515	592	730	1910	1414	650	1076	671	1782	137	1363	558	1328	1775
Ankib1	664	502	290	274	276	911	697	222	448	389	857	75	624	308	620	752
Ankk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankle1	18	4	1	1	6	7	3	3	7	4	18	0	0	5	3	5
Ankle2	788	674	308	320	351	993	735	303	590	403	995	147	787	409	678	952
Ankmy1	5	5	6	3	0	13	4	1	8	4	2	1	12	4	6	6
Ankmy2	371	357	163	205	179	637	437	130	385	250	445	95	477	244	457	386
Ankra2	293	265	142	124	121	429	382	70	239	193	343	75	305	134	274	243
Ankrd1	23	26	47	20	17	19	32	15	59	131	168	31	35	41	27	35
Ankrd10	2106	1428	539	805	1298	2680	1635	713	1561	895	2292	367	1825	750	1748	2325
Ankrd11	1823	1607	712	790	894	2609	1907	735	1443	1038	2729	195	2049	887	1970	2167
Ankrd12	829	566	282	324	406	919	675	298	550	407	1017	51	618	310	608	1074
Ankrd13a	1285	870	520	432	630	1571	1138	418	858	667	1578	224	1081	566	1033	1361
Ankrd13b	254	256	95	123	160	347	213	58	244	174	364	85	215	140	207	242
Ankrd13c	1357	801	441	440	486	1172	1015	430	761	598	1515	220	1012	593	874	1158
Ankrd13d	194	85	59	55	92	149	99	50	117	73	139	25	94	62	101	145
Ankrd16	260	224	115	132	295	429	243	63	310	209	347	44	156	126	209	196
Ankrd17	2273	1672	818	826	976	2264	1942	932	1276	902	2525	209	1946	900	1739	3054
Ankrd2	3	1	1	1	1	7	3	2	2	1	4	1	6	1	4	4
Ankrd22	8	4	0	4	8	7	2	4	1	6	19	0	2	0	0	8
Ankrd23	59	53	32	14	30	85	51	13	64	45	76	17	38	36	56	38
Ankrd24	667	529	284	319	586	990	585	165	823	413	769	99	429	334	560	518
Ankrd26	173	126	65	75	58	182	197	38	134	89	210	11	173	90	136	219
Ankrd27	429	393	199	206	157	602	518	133	372	288	625	82	500	253	414	407
Ankrd28	797	446	246	239	521	725	502	465	412	374	1229	68	513	296	525	1194
Ankrd29	15	7	8	10	7	17	16	2	7	9	21	5	19	9	22	19
Ankrd31	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Ankrd33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd33b	597	308	188	177	244	872	366	226	334	209	369	61	454	251	287	593
Ankrd34a	22	7	5	6	20	19	5	9	14	4	17	6	13	1	13	27
Ankrd34b	9	8	3	5	3	18	6	7	11	4	3	0	13	1	8	14
Ankrd34c	34	48	21	11	17	72	50	9	53	31	23	9	56	36	56	30
Ankrd35	209	50	33	31	133	84	79	60	42	23	183	9	48	38	63	224
Ankrd36	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Ankrd37	194	42	76	39	56	332	123	31	165	60	81	81	62	72	190	94
Ankrd39	129	121	56	69	61	202	135	56	135	84	171	36	130	67	131	152
Ankrd40	1687	1079	502	595	698	1586	1287	566	994	685	1916	288	1170	663	1135	1571
Ankrd42	181	62	31	40	72	116	69	43	47	36	160	11	80	34	68	129
Ankrd44	1322	423	284	257	558	644	556	330	395	342	1328	65	489	282	463	953
Ankrd45	23	27	9	10	11	27	39	11	16	10	28	3	25	11	25	25
Ankrd46	629	449	223	261	242	733	624	184	490	320	734	123	562	335	535	551
Ankrd49	110	126	53	56	50	236	144	34	128	95	197	36	148	77	108	112
Ankrd50	670	415	275	174	299	764	496	266	390	335	970	77	495	289	506	823
Ankrd52	753	787	337	373	547	987	849	286	591	462	1044	28	751	417	712	957
Ankrd53	4	2	0	0	4	0	1	0	3	2	4	0	1	0	0	1
Ankrd54	1922	555	588	444	935	1614	896	590	640	573	1378	282	677	458	676	1472
Ankrd55	3	2	14	20	5	11	2	3	2	1	6	5	3	2	3	5
Ankrd6	98	81	40	33	52	80	76	33	62	62	87	12	70	54	90	116
Ankrd60	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0
Ankrd61	7	7	1	1	2	4	2	4	5	4	5	0	0	1	0	3
Ankrd63	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ankrd65	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
Ankrd66	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Ankrd7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ankrd9	9	6	0	2	11	8	7	8	6	8	28	0	10	4	4	24
Anks1	1322	808	431	440	700	1413	1113	560	871	560	1302	147	998	565	925	1764
Anks1b	18	14	13	6	4	7	8	10	9	4	19	5	10	14	8	11
Anks3	441	316	171	190	264	536	407	154	388	262	615	102	371	205	355	450
Anks4b	685	441	263	307	310	965	663	192	539	407	825	102	591	282	563	565
Anks6	333	225	122	121	111	366	288	97	244	160	306	48	233	136	221	282
Ankub1	1	1	2	0	5	2	4	0	2	1	6	1	1	1	3	2
Ankzf1	208	210	147	132	129	552	282	65	307	166	347	61	208	147	288	182
Anln	68	15	4	9	24	18	20	18	16	14	73	4	23	13	15	28
Ano1	135	173	86	65	57	112	163	38	149	231	1574	66	158	128	131	100
Ano10	282	292	141	131	114	436	324	85	260	218	335	100	361	174	316	218
Ano2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
Ano3	3	2	2	1	0	1	3	1	1	0	0	0	1	1	1	1
Ano4	6	3	2	5	1	8	9	2	7	6	5	1	11	6	13	10
Ano5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Ano6	2490	1010	605	497	1215	1377	1186	821	869	876	4162	194	1169	788	1122	2645
Ano7	16	29	4	10	8	49	34	3	33	13	14	4	17	7	17	4
Ano8	377	353	171	180	176	519	427	120	364	261	410	85	375	255	398	340
Ano9	55	27	31	28	56	105	43	14	42	58	104	9	39	23	37	52
Anp32-ps	0	0	0	0	2	1	0	0	0	1	0	0	0	2	0	2
Anp32a	1711	1002	622	608	576	1753	1315	454	1078	728	1723	381	1181	734	1303	1399
Anp32b	1519	1242	659	629	552	2294	1462	426	1329	1031	2283	435	1506	848	1518	1251
Anp32b-ps1	2	0	0	0	0	0	2	0	0	0	2	0	2	0	0	2
Anp32e	1851	1397	744	862	782	2717	1909	586	1417	1030	1777	348	1831	901	1656	1864
Anpep	1026	415	536	399	526	786	636	345	531	668	1631	209	643	549	645	977
Antxr1	38	25	33	13	7	49	29	11	36	29	99	6	17	39	32	29
Antxr2	123	61	43	33	62	57	59	33	56	70	301	20	51	57	54	97
Antxrl	0	0	0	0	0	3	0	0	2	2	0	0	1	0	1	0
Anxa1	121	35	47	25	77	29	47	65	39	42	583	30	30	62	56	90
Anxa10	12	33	6	8	4	58	38	1	15	14	29	3	30	10	27	13
Anxa11	1266	511	326	362	568	1192	636	373	611	509	1815	220	619	368	749	1069
Anxa13	10	4	9	8	7	4	6	8	12	9	326	4	8	12	6	5
Anxa2	883	556	448	316	408	574	401	364	746	693	8256	541	389	599	677	534
Anxa3	142	338	206	130	73	214	238	45	277	482	1053	223	270	204	263	67
Anxa4	2454	1392	931	822	898	2990	2005	655	1786	1143	3610	575	1587	1061	1764	1807
Anxa5	3903	2941	1634	1649	1999	7032	3893	1926	3246	2151	5781	1141	3214	2171	3583	4086
Anxa6	2651	1662	1200	659	979	3672	2719	761	2478	2132	3606	767	2057	1532	2692	2427
Anxa7	2448	1138	665	723	1001	2353	1585	807	1238	1127	4386	439	1363	771	1342	2402
Anxa8	2	2	8	4	2	4	2	1	9	1	40	1	2	9	3	1
Anxa9	4	11	3	5	4	24	19	3	15	4	18	3	12	1	14	9
Aoah	2	0	4	0	2	0	1	1	0	0	10	0	1	2	0	2
Aoc1	0	0	1	0	0	0	0	0	4	0	4	1	0	1	0	0
Aoc2	83	51	30	33	56	82	60	15	62	41	115	17	32	24	54	57
Aoc3	23	3	8	5	21	17	8	20	15	5	54	1	3	9	13	17
Aox1	231	264	268	221	117	631	314	51	422	315	151	55	291	198	342	128
Aox2	0	1	0	1	1	0	0	0	0	0	1	0	1	2	0	0
Aox3	1	0	0	0	1	0	0	0	1	2	1	0	0	2	0	1
Aox4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
Ap1ar	674	513	350	301	264	952	710	227	578	391	913	107	691	365	661	700
Ap1b1	2821	1735	978	971	1356	3026	2310	1057	1914	1225	3399	450	2273	1210	2009	2884
Ap1g1	1686	1398	671	568	910	2189	1682	761	1179	887	2135	231	1594	811	1410	2055
Ap1g2	190	214	115	121	108	480	250	39	314	219	337	69	213	131	235	115
Ap1m1	774	529	301	333	349	937	756	209	662	418	943	207	648	372	713	666
Ap1m2	658	497	300	280	281	878	620	189	557	372	769	232	624	322	587	573
Ap1s1	1740	815	530	447	725	1493	1165	654	796	602	1828	451	1050	606	906	1910
Ap1s2	4057	1845	1255	1318	1558	2904	2602	1250	2107	1166	2624	553	1997	1564	2062	3960
Ap1s3	341	163	84	84	159	367	191	118	177	160	376	51	213	108	209	319
Ap2a1	2382	1709	947	949	1042	2946	2214	791	1836	1266	2421	508	2057	1124	1997	2232
Ap2a2	2169	1359	825	689	1065	2473	1803	765	1373	1035	2671	309	1700	971	1591	2538
Ap2b1	2192	1621	845	849	977	2838	2010	746	1641	1158	2671	370	1860	968	1703	2353
Ap2m1	4350	2893	1660	1450	1778	5275	3682	1258	3017	1925	4547	1005	3559	1995	3182	3886
Ap2s1	980	621	407	321	374	1041	866	348	640	475	988	393	846	498	733	894
Ap3b1	899	688	342	382	343	1286	821	259	759	471	993	138	895	457	786	695
Ap3b2	2791	1762	1018	1079	1269	3646	2247	592	1910	1213	3131	514	2316	1117	2130	2069
Ap3d1	3177	2380	1206	1272	1607	4491	3106	1024	2638	1627	3779	480	3027	1490	2705	3439
Ap3m1	1646	1481	605	760	656	2462	1976	523	1406	941	1820	399	1772	920	1584	1486
Ap3m1-ps	2	2	2	0	0	5	0	2	2	2	0	0	0	1	2	0
Ap3m2	310	195	116	154	160	353	275	107	254	153	416	51	287	162	318	340
Ap3s1	1060	661	406	370	361	1204	995	322	725	508	1172	297	968	588	875	868
Ap3s1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Ap3s1-ps2	3	0	2	0	3	3	0	0	1	2	0	0	3	0	4	3
Ap3s2	905	626	369	420	310	1151	864	230	652	501	1066	202	817	418	748	693
Ap4b1	307	275	139	153	104	459	315	100	295	219	336	71	311	180	295	257
Ap4e1	196	127	71	76	108	217	184	56	146	104	249	10	131	103	147	188
Ap4m1	282	228	97	105	147	319	217	85	237	167	400	58	188	137	214	187
Ap4s1	226	159	73	73	89	223	184	75	121	110	234	57	149	111	165	189
Ap5b1	153	137	78	71	75	276	175	52	149	117	200	27	177	81	185	147
Ap5m1	362	264	137	144	148	450	339	105	268	163	366	28	353	168	323	365
Ap5s1	178	126	90	89	81	245	168	60	192	86	188	68	175	76	158	159
Ap5z1	168	199	96	118	70	369	225	30	239	164	185	63	185	106	177	93
Apaf1	169	169	65	63	58	226	163	54	136	102	226	27	145	95	148	125
Apba1	433	416	211	257	129	736	645	154	427	285	387	66	626	289	545	365
Apba2	14	12	7	8	7	1	6	5	13	7	25	0	7	8	6	9
Apba3	365	293	161	186	155	645	454	97	362	209	444	125	388	214	435	290
Apbb1	1153	753	478	348	392	1155	950	382	640	517	876	222	941	543	800	1038
Apbb1ip	12	17	11	14	5	22	17	2	18	20	24	10	9	18	13	8
Apbb2	415	366	186	196	242	460	414	192	327	307	728	93	343	245	331	411
Apc	1245	978	504	458	528	1419	1232	483	752	609	1752	91	1183	525	1095	1650
Apc-ps1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	2
Apc2	40	56	27	29	7	50	46	16	37	31	80	7	55	36	44	47
Apcdd1	106	59	15	15	82	88	105	70	35	29	151	3	98	46	53	185
Apcs	0	0	0	0	1	1	1	0	0	1	8	0	0	0	1	1
Apeh	674	507	255	278	320	773	639	211	477	382	832	157	584	350	494	661
Apela	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Apex1	409	294	169	125	149	393	287	109	217	254	620	152	326	201	301	356
Apex2	171	114	55	54	91	181	145	75	95	76	187	39	111	84	121	260
Aph1a	1157	903	479	425	478	1468	1117	368	930	732	1340	382	1059	538	921	1135
Aph1b	235	197	93	99	125	300	222	96	186	136	238	29	250	103	201	268
Aph1c	43	23	9	19	15	27	25	14	27	22	53	13	37	19	29	31
Api5	2380	1742	877	932	1147	3069	2245	962	1905	1187	2737	376	2366	1024	2173	2522
Api5-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apip	108	107	56	64	32	198	143	33	100	77	117	45	151	88	131	83
Apitd1	139	60	35	27	53	99	92	51	62	66	116	38	102	52	82	118
Aplf	69	61	25	28	20	118	76	12	63	54	75	5	84	39	78	35
Apln	197	65	113	41	89	233	113	42	102	79	260	50	74	97	140	59
Aplnr	62	115	118	53	14	103	120	13	212	183	335	81	56	117	123	15
Aplp1	13372	6245	4496	3480	5042	10113	8729	4434	5560	3902	9233	2358	7837	5379	7293	12742
Aplp2	1380	1305	615	699	649	1842	1372	481	1183	957	2820	284	1400	835	1410	1295
Apmap	979	701	383	353	395	1228	1006	316	630	540	786	160	953	503	772	857
Apoa1	6	1	5	0	4	3	1	4	1	1	12	0	1	1	1	11
Apoa1bp	685	489	297	245	264	798	614	263	431	330	653	228	684	407	516	617
Apoa2	64	4	11	4	25	27	20	7	4	2	23	3	19	19	21	21
Apoa4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Apoa5	0	0	1	0	0	0	0	0	1	1	0	0	3	0	0	0
Apob	10	2	7	0	2	1	1	1	1	2	5	0	2	1	0	5
Apobec1	616	410	334	309	173	808	530	113	412	355	703	167	511	321	412	404
Apobec2	43	9	3	5	30	34	7	9	26	3	81	2	9	12	29	68
Apobec3	651	326	354	199	207	628	455	125	470	285	1085	162	358	277	467	672
Apobec4	0	4	2	0	0	1	4	2	3	1	4	1	3	3	2	5
Apobr	12	11	1	7	12	41	18	9	23	13	49	8	16	15	27	15
Apoc1	1	1	1	0	0	1	0	1	0	0	6	0	0	0	0	2
Apoc2	1	0	2	0	0	3	0	2	1	3	3	1	3	3	4	2
Apoc3	3	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0
Apoc4	8	3	0	3	7	6	2	1	4	0	8	0	1	0	3	4
Apod	151	57	33	20	60	76	51	58	38	26	144	21	48	51	47	98
Apoe	1544	1042	799	776	866	1166	876	613	842	585	3087	629	905	691	1527	1195
Apof	98	23	32	16	26	23	17	25	16	58	88	12	18	16	12	27
Apoh	7	1	0	3	3	4	0	0	1	0	1	1	1	1	0	3
Apol10a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol10b	7	2	3	3	0	4	2	6	3	2	22	2	8	5	3	12
Apol11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol11b	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2
Apol6	1	1	0	2	1	5	2	2	1	1	0	0	0	0	0	2
Apol7a	3	2	0	0	0	0	2	6	2	2	18	4	3	0	1	9
Apol7b	14	13	9	9	12	0	0	4	15	13	29	8	10	12	17	18
Apol7c	1	5	0	0	0	7	1	0	1	2	3	3	0	3	2	0
Apol7e	0	0	0	0	0	32	16	0	0	0	0	0	0	0	0	0
Apol8	1	1	2	0	2	0	0	0	1	1	6	0	0	0	1	1
Apol9a	8	0	10	0	1	6	2	0	1	16	56	10	2	3	0	1
Apol9b	0	6	0	3	2	4	2	2	2	6	50	8	0	0	2	0
Apold1	629	99	85	79	206	344	150	130	316	103	756	62	137	118	308	378
Apom	3	1	1	2	0	4	3	0	1	0	2	3	1	1	1	2
Apon	3	1	3	0	1	2	0	1	1	2	4	0	1	0	1	1
Apoo	366	286	102	137	104	444	330	121	245	187	370	112	331	165	266	298
Apoo-ps	0	0	6	0	17	0	0	0	0	14	0	0	0	10	0	0
Apool	137	118	39	41	61	133	115	47	91	68	215	33	116	77	104	127
Apopt1	316	253	148	159	133	486	349	111	290	217	320	138	365	204	283	280
App	5365	4547	2309	2274	2170	7283	6191	1768	3894	2826	6950	941	6428	2725	4662	5045
Appbp2	1143	867	447	458	744	1403	1027	537	802	549	1548	150	1081	498	943	1451
Appl1	1044	679	269	339	477	998	810	442	633	383	1131	104	785	440	724	1268
Appl2	1301	702	429	465	805	2186	965	377	1236	692	1896	222	773	530	1060	1289
Aprt	266	221	169	149	142	405	261	100	294	207	417	179	299	168	305	264
Aptx	296	211	137	131	119	436	264	97	229	168	311	86	281	140	231	258
Aqp1	141	27	42	40	83	34	38	82	55	66	1609	51	17	71	34	39
Aqp10-ps	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0
Aqp11	162	104	66	74	64	125	156	59	132	78	161	23	123	72	114	155
Aqp12	157	39	2	1	116	12	18	47	10	9	664	23	13	16	9	310
Aqp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp3	19	2	5	1	7	1	9	3	4	3	18	0	4	2	4	0
Aqp4	180	99	111	108	29	263	161	29	204	199	187	50	119	70	186	71
Aqp5	1	0	1	0	1	1	0	0	1	1	38	0	0	0	1	0
Aqp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp7	15	13	19	5	4	18	17	9	10	19	16	2	13	12	15	6
Aqp8	24	3	0	0	10	1	2	5	0	0	53	1	1	0	1	22
Aqp9	8	10	2	3	5	2	9	3	7	5	21	1	6	3	5	6
Aqr	1042	902	428	442	425	1489	923	314	818	601	1285	159	886	468	982	987
Ar	3	5	2	2	2	5	4	1	6	8	11	3	4	4	8	7
Araf	2471	1637	894	999	1410	3263	2223	781	2116	1407	2537	517	1959	1126	1886	2529
Arap1	1011	750	389	413	468	1498	1061	287	746	590	1256	195	983	550	858	1099
Arap2	93	55	25	24	55	48	51	38	35	46	336	11	42	50	41	93
Arap3	321	196	104	81	148	255	163	74	244	161	623	66	128	95	169	251
Arc	140	22	10	9	72	27	28	68	24	22	333	11	19	11	25	88
Arcn1	6196	4473	2151	2211	2685	8185	6261	2333	4460	2919	6981	937	5607	2811	5010	6320
Areg	8	58	65	22	2	150	90	2	108	56	19	44	49	68	99	9
Arel1	995	819	415	404	357	1273	982	270	641	619	1239	114	945	460	796	913
Arf1	7131	4954	2289	2599	2830	9350	6438	2421	4998	3365	8088	1684	5895	3219	5495	6839
Arf2	895	429	229	195	429	850	584	387	444	302	911	124	568	353	488	1199
Arf3	4647	2380	1691	1464	2166	4403	3294	1615	2626	1926	5463	554	3112	1826	2771	5256
Arf4	3689	2784	1150	1445	1594	4930	3824	1454	2535	1911	4979	1009	3392	1619	3033	4092
Arf5	1431	873	490	418	615	1429	1154	571	871	636	1530	492	1044	657	1030	1472
Arf6	1446	771	427	391	641	1268	909	547	711	530	2460	299	935	545	800	1579
Arfgap1	1295	1112	457	528	879	1825	1381	529	1170	731	1487	291	1159	660	1090	1577
Arfgap2	1687	1077	638	558	879	1930	1397	639	1101	875	1946	298	1424	722	1243	1839
Arfgap3	2422	1674	801	801	1198	3156	2578	1103	1696	1168	2487	459	2384	1147	1925	3212
Arfgef1	3641	2464	1226	1210	1268	3896	3163	1149	2135	1603	4402	284	3132	1462	2837	3535
Arfgef2	2125	1543	750	786	902	2400	1968	857	1155	928	2397	187	1994	815	1493	2426
Arfgef3	1330	1078	501	460	507	1394	1458	828	765	552	1497	29	1554	509	1253	2358
Arfip1	1556	1099	480	497	654	1799	1415	550	1028	679	1525	178	1253	620	1238	1576
Arfip2	1524	1173	490	559	727	2053	1618	527	1193	776	1721	356	1403	700	1186	1552
Arfrp1	486	391	188	215	266	665	449	160	414	282	646	143	398	253	408	383
Arg1	368	320	121	138	114	397	347	88	263	181	286	106	326	289	295	453
Arg2	5	1	4	1	9	4	5	4	4	2	26	0	2	2	5	9
Arglu1	1384	1098	557	624	1097	2125	1233	258	1394	877	1797	266	812	707	996	928
Arhgap1	1948	1172	652	579	823	2086	1447	639	1282	833	2157	372	1445	771	1384	1691
Arhgap10	48	46	20	9	18	38	34	13	29	37	136	24	44	29	31	39
Arhgap11a	119	41	27	21	55	78	55	27	48	44	111	5	44	37	55	75
