	GSM2995265	GSM2995266	GSM2995267	GSM2995268	GSM2995269	GSM2995270	GSM2995271
Gm14358	0	0	0	0	0	0	0
Gm14359	0	0	0	0	0	0	0
Gm14360	0	0	0	0	0	0	0
Gm14361	0	0	0	0	0	0	0
Gm14362	0	0	0	0	0	0	0
Gm14363	0	0	0	0	0	0	0
Gm14364	0	0	0	0	0	0	0
Gm14365	0	0	0	0	0	0	0
Gm14366	0	0	0	0	0	0	0
Gm14367	0	0	0	0	0	0	0
Gm14368	0	0	0	0	0	0	0
Gm14369	0	0	0	0	0	0	0
Gm14370	0	0	0	0	0	0	0
Gm14371	0	0	0	1	0	0	0
Gm14373	0	1	2	0	3	0	0
Gm14374	0	0	0	0	0	0	0
Gm14375	0	0	0	0	0	0	0
Gm14380	0	0	0	0	0	0	0
Gm14381	0	0	0	0	0	0	0
Gm14382	0	1	0	1	1	0	1
Gm14383	0	0	0	0	0	0	0
Gm14385	0	0	0	0	0	0	0
Gm14387	0	4	0	0	0	1	2
Gm14388	0	0	0	0	0	0	0
Gm14389	0	0	0	0	0	0	0
Gm14390	0	0	0	0	0	0	0
Gm14391	149	103	29	65	89	110	76
Gm14392	0	0	0	0	0	0	0
Gm14393	0	1	0	0	3	2	0
Gm14394	0	0	0	0	0	0	0
Gm14395	0	0	0	0	0	0	0
Gm14398	0	0	2	0	0	0	1
Gm14399	25	8	11	6	21	4	1
Gm14400	0	0	0	0	0	0	0
Gm14401	2	2	0	1	1	3	0
Gm14402	0	0	0	0	0	0	0
Gm14403	5	5	4	3	6	8	2
Gm14404	0	0	0	0	0	0	0
Gm14405	0	0	0	0	0	0	0
Gm14406	0	0	0	0	0	0	0
Gm14407	0	0	0	0	0	0	0
Gm14408	0	0	0	0	0	0	0
Gm14409	0	0	0	0	0	0	0
Gm14410	26	17	30	30	31	19	20
Gm14411	0	0	2	0	2	0	1
Gm14412	0	0	0	0	0	0	2
Gm14413	0	0	0	0	0	0	0
Gm14414	2	0	0	0	0	0	3
Gm14415	0	0	0	0	0	0	0
Gm14416	9	0	5	3	6	0	0
Gm14417	0	0	0	0	0	0	0
Gm14418	7	3	1	10	1	3	3
Gm14419	3	2	1	2	1	1	2
Gm14420	54	42	31	54	49	34	72
Gm14421	9	14	2	4	14	6	6
Gm14425	1	0	0	1	0	0	0
Gm14427	0	0	0	0	0	0	0
Gm14428	0	0	0	0	0	0	0
Gm14429	0	0	0	0	0	3	1
Gm14431	0	0	0	0	0	0	0
Gm14434	33	27	38	7	58	51	63
Gm14435	16	38	20	18	38	29	26
Gm14438	0	0	1	0	0	1	0
Gm14439	2	0	0	0	1	0	2
Gm14440	29	4	36	0	62	0	38
Gm14441	1	0	0	0	0	1	0
Gm14442	0	0	0	0	0	0	0
Gm14443	19	16	17	16	15	19	7
Gm14444	0	1	0	0	0	0	0
Gm14445	1	0	0	0	0	0	0
Gm14448	0	0	0	0	0	0	0
Gm14450	0	0	0	0	0	0	1
Gm14451	0	0	0	0	0	0	0
Gm14452	0	0	0	0	0	0	0
Gm14457	0	0	0	0	0	0	0
Gm14459	0	0	0	0	0	0	0
Gm14460	0	0	0	0	0	0	0
Gm14463	0	0	0	0	0	2	0
Gm14464	2	0	0	0	0	0	0
Gm14465	0	0	0	0	0	0	0
Gm14466	0	0	0	0	1	0	0
Gm14469	3	2	1	4	5	1	2
Gm14470	0	0	0	0	0	0	0
Gm14472	3	0	0	0	2	0	0
Gm14473	0	0	0	0	0	0	0
Gm14474	0	0	0	0	0	0	0
Gm14475	0	0	0	0	0	0	0
Gm14476	0	0	0	0	0	0	0
Gm14477	0	0	0	0	0	0	0
Gm14478	0	0	0	0	0	0	0
Gm14479	0	0	0	0	0	0	0
Gm14480	0	0	0	0	0	0	0
Gm14481	0	0	0	0	0	0	0
Gm14482	0	0	0	0	0	0	0
Gm14483	0	0	0	0	0	0	0
Gm14484	0	0	0	0	0	0	0
Gm14485	0	0	0	0	0	0	0
Gm14489	0	0	0	0	0	0	0
Gm14491	0	0	0	0	0	0	0
Gm14494	7	19	7	8	30	22	0
Gm14496	0	0	0	0	0	0	0
Gm14497	0	0	0	0	0	0	0
Gm14500	0	0	0	0	0	0	0
Gm14501	0	0	2	1	0	0	0
Gm14502	0	0	0	0	0	0	0
Gm14503	0	0	0	0	0	0	0
Gm14504	1	0	0	0	0	0	0
Gm14506	6	3	3	3	1	0	2
Gm14509	0	0	0	0	0	0	0
Gm14510	0	0	0	0	0	0	0
Gm14512	0	0	0	0	0	0	0
Gm14513	0	0	0	0	0	0	0
Gm14514	0	0	0	0	0	0	0
Gm14515	0	0	0	0	0	0	0
Gm14516	1	2	1	5	3	4	6
Gm14517	0	0	0	0	0	0	0
Gm14518	0	0	0	0	0	0	0
Gm14519	0	0	0	0	0	0	0
Gm14520	0	0	0	0	0	0	0
Gm14521	0	0	0	0	0	0	0
Gm14523	0	0	0	0	0	0	0
Gm14524	0	0	0	0	0	1	0
Gm14525	0	0	0	0	0	0	0
Gm14527	0	0	0	0	0	0	0
Gm14528	0	0	0	0	0	0	0
Gm14529	0	0	0	0	0	0	0
Gm14530	0	1	0	0	0	0	0
Gm14531	0	0	0	0	0	0	0
Gm14533	0	0	0	0	0	0	0
Gm14534	0	0	0	0	0	0	0
Gm14536	0	0	0	0	0	0	0
Gm14537	0	0	0	2	0	0	0
Gm14538	0	0	0	0	0	0	0
Gm14539	0	0	0	0	0	0	0
Gm14541	0	0	0	0	0	0	0
Gm14542	11	12	6	14	14	19	15
Gm14548	0	0	0	0	0	1	0
Gm14550	0	0	0	0	0	0	0
Gm14551	0	0	0	0	0	0	0
Gm14554	0	0	0	0	0	0	1
Gm14558	0	0	0	0	0	0	0
Gm14559	0	0	0	0	0	0	0
Gm14560	0	0	0	0	0	0	0
Gm14561	0	0	0	0	0	0	0
Gm14562	0	0	0	0	0	0	0
Gm14563	0	0	0	0	0	0	0
Gm14564	0	0	0	0	0	0	0
Gm14566	0	0	0	0	0	0	0
Gm14567	0	0	0	0	0	0	0
Gm14568	0	0	0	0	0	0	0
Gm14569	7	6	6	13	12	8	21
Gm14570	0	0	0	0	0	0	0
Gm14571	0	0	0	0	0	0	0
Gm14574	0	0	0	0	0	0	0
Gm14575	0	0	0	0	0	0	0
Gm14576	0	0	0	0	0	0	0
Gm14577	0	0	0	0	0	0	0
Gm14578	0	0	0	0	0	0	0
Gm14579	0	0	0	0	0	0	0
Gm14580	0	0	0	0	0	0	0
Gm14581	0	0	0	0	0	0	0
Gm14584	30	25	26	21	25	28	24
Gm14585	0	0	0	0	0	0	0
Gm14586	0	0	11	0	0	1	3
Gm14587	0	0	0	0	0	0	0
Gm14588	0	0	0	0	0	0	0
Gm14589	0	0	0	0	0	0	0
Gm14590	0	0	0	0	0	0	0
Gm14591	0	0	0	0	0	0	0
Gm14592	0	0	0	0	0	0	0
Gm14593	1	2	6	3	8	2	0
Gm14594	0	0	0	0	0	0	0
Gm14595	0	0	0	0	0	0	0
Gm14596	0	0	0	0	0	0	0
Gm14597	0	0	0	0	0	0	0
Gm14598	0	0	0	0	0	0	0
Gm14599	0	0	0	0	0	0	0
Gm14600	0	0	0	0	0	0	0
Gm14601	0	0	1	0	0	0	0
Gm14602	0	0	0	0	0	0	0
Gm14603	0	0	0	0	0	0	0
Gm14605	0	0	0	0	0	0	0
Gm14606	0	0	0	0	0	0	0
Gm14607	0	0	0	0	0	0	0
Gm14608	0	0	0	1	0	0	0
Gm14609	0	0	0	0	0	0	0
Gm14610	0	0	0	0	0	0	0
Gm14612	0	0	0	0	0	0	0
Gm14613	1	0	0	0	0	0	0
Gm14614	0	0	0	0	0	0	0
Gm14615	0	0	0	0	0	0	1
Gm14619	0	0	0	0	0	0	0
Gm14620	0	0	0	0	0	0	0
Gm14621	0	0	0	0	0	0	0
Gm14622	0	0	0	0	0	0	0
Gm14623	0	0	0	0	0	0	0
Gm14624	0	0	0	0	0	0	0
Gm14625	0	0	0	0	0	0	0
Gm14626	0	0	0	0	0	0	0
Gm14627	0	0	0	0	0	0	0
Gm14628	0	0	0	0	0	0	0
Gm14629	0	0	0	0	0	0	0
Gm14630	0	0	0	0	0	0	0
Gm14631	0	0	0	0	1	1	0
Gm14632	0	0	0	0	0	0	0
Gm14633	0	0	0	0	0	0	0
Gm14638	0	0	0	0	0	0	0
Gm14639	0	0	1	0	0	0	0
Gm14644	0	0	1	0	0	0	0
Gm14645	0	0	0	0	0	0	0
Gm14647	0	0	0	0	0	0	0
Gm14648	0	19	0	0	0	0	0
Gm14649	0	0	0	0	0	0	0
Gm14650	0	0	0	0	0	0	0
Gm14651	0	0	0	0	0	0	0
Gm14652	0	0	0	0	0	0	0
Gm14653	0	0	0	0	0	0	0
Gm14654	312	188	97	185	138	185	148
Gm14655	0	0	0	0	0	0	0
Gm14656	0	0	0	0	0	0	0
Gm14657	0	0	0	0	0	0	0
Gm14659	1	1	0	3	0	0	0
Gm14660	0	0	0	0	0	0	0
Gm14663	0	0	0	0	0	0	0
Gm14665	0	0	0	0	0	0	0
Gm14666	0	0	0	0	0	0	0
Gm14667	1	7	0	0	0	1	1
Gm14668	0	0	0	0	0	0	0
Gm14669	0	0	0	0	0	0	0
Gm14670	0	0	0	0	0	0	0
Gm14671	0	0	0	0	0	0	0
Gm14673	0	0	0	0	0	0	0
Gm14674	0	0	0	0	0	0	0
Gm14676	0	0	5	2	0	0	1
Gm14677	0	0	0	0	0	0	0
Gm14678	0	0	0	0	0	0	0
Gm14679	0	0	0	0	0	0	0
Gm14680	86	62	48	76	78	55	38
Gm14681	0	0	2	0	0	0	0
Gm14682	1	3	0	2	2	3	2
Gm14685	0	0	0	2	18	23	13
Gm14686	0	0	0	0	0	0	0
Gm14687	0	0	0	0	0	0	0
Gm14688	0	0	0	0	0	0	0
Gm14692	0	0	0	0	0	0	0
Gm14694	0	0	0	0	0	0	0
Gm14695	0	0	0	0	0	0	0
Gm14698	175	174	142	123	189	199	132
Gm14699	0	0	0	0	0	0	0
Gm14701	0	0	0	0	0	0	0
Gm14704	0	0	0	0	0	0	0
Gm14706	0	0	0	0	0	0	0
Gm14709	0	0	0	0	0	0	0
Gm14710	0	0	0	0	0	0	0
Gm14711	0	0	0	0	0	0	0
Gm14712	0	0	0	0	0	0	0
Gm14713	0	0	0	0	0	0	0
Gm14714	0	0	0	0	0	0	0
Gm14716	0	0	0	0	0	0	0
Gm14719	0	0	0	0	0	0	0
Gm14721	0	0	0	0	0	0	0
Gm14722	0	0	0	0	0	0	0
Gm14723	0	0	0	0	0	0	0
Gm14724	0	0	0	0	0	0	0
Gm14725	1	1	0	0	0	2	0
Gm14726	0	0	0	0	0	0	0
Gm14727	0	0	0	0	0	0	0
Gm14728	0	0	0	0	0	0	0
Gm14729	0	0	0	0	0	0	0
Gm14730	0	2	0	0	0	0	0
Gm14731	0	0	0	0	0	0	0
Gm14732	0	0	0	0	0	0	0
Gm14733	0	0	0	0	0	0	0
Gm14735	19	21	18	23	18	24	32
Gm14736	0	0	0	0	0	1	0
Gm14739	0	0	0	0	0	0	0
Gm14740	7	4	6	3	7	6	4
Gm14741	0	0	0	0	1	3	7
Gm14743	0	0	0	0	0	0	0
Gm14744	0	0	0	0	0	0	0
Gm14745	1	0	0	0	0	0	0
Gm14746	6	0	0	4	2	1	1
Gm14747	0	0	0	0	0	0	0
Gm14748	0	0	0	0	0	0	0
Gm14749	2	0	1	0	1	0	1
Gm14750	0	0	0	0	0	0	0
Gm14751	0	0	0	0	0	0	0
Gm14752	0	0	0	0	0	0	0
Gm14753	0	0	0	0	0	0	0
Gm14754	0	0	0	0	0	0	0
Gm14755	0	0	0	0	0	0	0
Gm14756	0	0	0	0	0	0	1
Gm14758	0	0	0	0	0	0	0
Gm14760	11	11	36	18	31	7	9
Gm14761	0	0	0	0	0	0	0
Gm14765	0	0	0	0	0	0	0
Gm14766	1	0	0	0	0	0	2
Gm14767	0	0	1	0	0	0	0
Gm14768	0	0	0	0	0	0	0
Gm14769	0	0	0	0	0	0	0
Gm14770	0	0	0	0	0	0	0
Gm14771	0	0	0	0	0	0	0
Gm14772	0	0	0	0	0	0	0
Gm14774	0	0	0	0	0	0	0
Gm14775	0	0	0	0	0	0	0
Gm14776	0	0	3	0	0	0	0
Gm14777	0	0	0	0	0	0	0
Gm14780	0	0	1	0	0	0	0
Gm14781	0	0	0	0	0	0	0
Gm14782	0	0	0	0	0	0	0
Gm14783	0	0	0	0	0	0	0
Gm14784	0	0	0	0	0	0	0
Gm14785	0	0	0	0	0	0	0
Gm14786	0	0	0	0	0	0	0
Gm14787	0	0	0	0	0	0	0
Gm14788	0	0	0	0	0	0	0
Gm14790	0	0	0	0	0	0	0
Gm14791	0	0	0	0	0	0	0
Gm14792	0	0	0	0	0	0	0
Gm14793	0	0	0	0	0	0	0
Gm14794	0	0	1	0	0	0	0
Gm14795	0	0	0	0	0	0	0
Gm14796	0	0	0	0	0	0	0
Gm14797	0	0	0	0	0	0	0
Gm14799	0	0	0	0	0	0	0
Gm14800	0	0	0	0	0	0	0
Gm14802	0	0	0	0	0	0	0
Gm14803	0	0	0	0	0	0	0
Gm14804	0	0	0	0	0	0	0
Gm14805	0	0	0	0	0	0	0
Gm14806	0	1	0	0	0	1	0
Gm14807	0	0	0	0	0	0	0
Gm14810	0	0	0	0	1	1	1
Gm14811	0	0	0	0	0	0	0
Gm14813	1	0	0	0	0	0	0
Gm14815	0	0	0	0	0	0	0
Gm14816	0	0	0	0	0	0	0
Gm14818	0	0	0	0	0	0	0
Gm14819	0	0	0	0	0	0	0
Gm14821	0	0	0	0	0	0	0
Gm14822	0	9	5	13	0	20	19
Gm14823	0	0	0	0	0	0	0
Gm14824	0	0	0	0	0	0	0
Gm14825	0	0	0	0	0	0	0
Gm14826	0	0	0	0	0	0	0
Gm14828	0	0	0	0	0	0	0
Gm14829	0	0	0	0	0	0	0
Gm14830	0	0	0	2	0	0	0
Gm14831	0	0	0	0	0	0	0
Gm14832	0	0	0	0	0	0	0
Gm14833	0	0	0	0	0	0	0
Gm14834	0	0	0	0	0	0	0
Gm14835	0	0	0	0	0	0	0
Gm14836	0	0	0	0	0	0	0
Gm14837	0	0	0	0	0	0	0
Gm14838	0	0	0	0	0	0	0
Gm14839	0	0	0	0	0	0	0
Gm14840	0	0	0	0	0	0	0
Gm14841	0	0	0	0	0	0	0
Gm14842	0	0	0	0	0	0	0
Gm14843	1	0	0	0	0	0	0
Gm14845	0	0	0	0	0	0	0
Gm14846	0	0	0	0	0	3	0
Gm14847	0	0	0	0	0	0	0
Gm14848	0	0	0	0	0	0	0
Gm14849	1	1	2	0	3	2	4
Gm14850	733	4137	4144	3975	1651	5842	106
Gm14851	849	3110	3086	2975	1420	4051	63
Gm14852	0	0	0	0	0	0	0
Gm14853	2	1	0	1	0	8	0
Gm14854	0	0	0	0	0	0	0
Gm14855	0	0	0	0	0	0	0
Gm14856	0	0	0	0	1	0	0
Gm14857	0	0	0	1	0	0	0
Gm14859	0	0	0	0	0	0	0
Gm14860	0	0	0	0	0	0	0
Gm14861	0	1	0	0	1	0	0
Gm14862	0	0	0	0	0	1	0
Gm14863	3	3	0	1	0	4	0
Gm14864	0	0	0	0	0	0	0
Gm14865	0	0	0	0	0	0	0
Gm14867	0	0	0	0	0	0	0
Gm14868	0	0	0	0	0	0	0
Gm14869	0	0	0	0	0	1	0
Gm14870	0	0	0	0	0	0	0
Gm14871	0	0	0	0	0	0	0
Gm14874	0	0	1	0	0	0	0
Gm14875	0	0	0	0	0	0	0
Gm14876	0	0	0	0	0	0	0
Gm14877	0	0	0	0	0	0	0
Gm14878	0	0	0	0	0	0	0
Gm14879	0	0	0	0	0	0	0
Gm14880	0	0	0	0	0	0	0
Gm14881	0	0	0	0	0	0	0
Gm14882	0	0	0	0	0	0	0
Gm14883	0	0	0	0	0	0	0
Gm14884	0	0	0	0	0	0	0
Gm14885	0	0	0	0	0	0	0
Gm14886	0	2	2	1	4	7	10
Gm14887	0	0	0	0	0	0	0
Gm14890	0	0	0	0	0	0	0
Gm14891	0	0	0	1	0	0	0
Gm14892	0	0	0	1	0	0	0
Gm14893	0	0	0	0	0	0	0
Gm14894	0	0	0	0	0	0	0
Gm14895	0	0	0	0	0	0	0
Gm14896	0	0	0	0	0	0	0
Gm14897	0	0	0	0	0	0	0
Gm14898	0	0	0	0	0	0	0
Gm14899	0	0	0	0	0	0	0
Gm14900	0	0	1	2	0	1	1
Gm14901	0	0	0	0	0	0	0
Gm14903	0	0	0	0	1	0	1
Gm14904	0	0	0	0	0	0	0
Gm14905	4	0	1	0	1	0	0
Gm14906	0	0	0	0	0	0	0
Gm14907	0	0	0	0	0	0	0
Gm14908	0	0	0	0	0	0	0
Gm14909	0	0	0	0	0	0	0
Gm14910	0	0	0	0	0	0	0
Gm14911	0	0	0	0	0	0	0
Gm14912	0	0	0	1	0	0	0
Gm14913	0	0	0	0	0	0	0
Gm14914	1	5	1	1	4	3	2
Gm14915	0	0	0	0	0	0	0
Gm14916	0	0	0	0	0	0	0
Gm14917	3	1	1	1	2	2	7
Gm14918	0	0	0	0	0	0	0
Gm14919	0	0	0	0	0	0	0
Gm14920	0	0	0	0	0	0	0
Gm14921	1	0	0	1	1	1	1
Gm14922	0	0	0	0	0	0	0
Gm14923	0	0	0	0	0	0	0
Gm14925	0	0	0	0	0	0	0
Gm14926	0	0	0	0	0	0	0
Gm14927	0	0	0	0	0	0	0
Gm14928	0	0	0	0	0	0	0
Gm14930	0	0	0	0	0	0	0
Gm14931	0	0	0	0	0	0	0
Gm14932	0	0	0	0	0	0	0
Gm14933	0	0	0	0	0	0	0
Gm14935	1	2	1	6	0	3	3
Gm14937	0	0	0	0	0	0	0
Gm14938	0	0	0	0	0	0	0
Gm14939	0	1	0	0	0	0	0
Gm14940	0	0	0	0	0	0	0
Gm14942	0	0	0	0	0	0	0
Gm14943	0	0	0	0	0	0	0
Gm14945	0	0	0	0	0	0	0
Gm14946	1	0	0	0	0	0	0
Gm14947	0	0	0	0	0	0	0
Gm14957	0	0	0	0	0	0	0
Gm14970	0	0	1	0	1	0	1
Gm14971	0	0	0	0	0	0	0
Gm14972	0	0	0	0	0	0	0
Gm14973	0	0	0	0	0	0	0
Gm14975	0	0	0	0	0	0	0
Gm14976	0	0	0	0	0	0	0
Gm14977	0	0	0	0	0	0	0
Gm14979	0	0	0	0	0	0	0
Gm14980	0	0	0	0	0	0	0
Gm14981	0	0	0	0	0	0	0
Gm14982	0	0	0	0	0	0	0
Gm14983	0	0	0	0	0	0	0
Gm14984	0	0	0	0	0	0	0
Gm14985	0	0	0	0	0	0	0
Gm14986	0	0	0	0	0	0	0
Gm14987	0	0	0	0	0	0	0
Gm14988	0	0	0	0	0	0	0
Gm14989	0	0	0	0	0	0	0
Gm14990	0	0	0	0	0	0	0
Gm14991	0	0	0	0	0	0	0
Gm14992	0	0	0	0	0	0	0
Gm14993	0	0	0	0	0	0	0
Gm14994	0	0	0	0	0	0	0
Gm14995	0	0	0	0	0	0	0
Gm14996	0	0	0	0	0	0	0
Gm14997	0	0	0	0	0	0	0
Gm14998	0	0	0	0	0	0	0
Gm14999	0	0	0	0	0	0	0
Gm15000	0	0	0	0	0	0	0
Gm15001	0	0	0	0	0	0	0
Gm15002	0	0	0	0	0	0	0
Gm15003	0	0	0	0	0	0	0
Gm15004	0	0	0	0	0	0	0
Gm15005	0	0	0	0	0	0	0
Gm15006	0	0	0	0	0	0	0
Gm15007	0	0	0	0	0	0	0
Gm15009	3	4	2	3	4	4	5
Gm15010	0	0	0	0	0	0	0
Gm15011	0	0	0	0	0	0	0
Gm15012	0	0	0	0	0	0	0
Gm15013	0	0	0	0	0	0	0
Gm15014	0	0	0	0	0	0	0
Gm15016	0	0	0	0	0	0	0
Gm15018	0	0	0	0	0	0	0
Gm15019	0	0	0	0	0	0	0
Gm15021	0	0	0	0	0	0	0
Gm15022	0	0	0	0	0	0	0
Gm15023	0	0	0	0	0	0	0
Gm15025	0	0	0	0	0	0	0
Gm15026	0	0	0	0	0	0	0
Gm15027	0	0	0	0	0	0	0
Gm15028	0	0	0	0	0	0	0
Gm15029	0	0	0	0	0	0	0
Gm15030	0	0	0	0	0	0	0
Gm15031	0	0	0	0	0	0	0
Gm15032	0	0	0	0	0	0	0
Gm15033	0	0	0	0	0	0	0
Gm15034	0	0	0	0	0	0	0
Gm15036	0	0	0	0	0	0	0
Gm15037	0	0	0	0	0	0	0
Gm15038	0	0	0	0	0	0	0
Gm15039	3	4	7	3	4	4	4
Gm15040	0	0	0	0	0	0	0
Gm15041	0	0	0	0	0	0	0
Gm15042	2	0	4	0	5	4	1
Gm15043	0	1	1	1	1	0	0
Gm15044	0	0	0	0	0	0	0
Gm15045	1	0	0	0	0	1	2
Gm15047	0	0	0	0	0	0	0
Gm15048	0	0	0	0	0	0	0
Gm15049	0	0	0	0	0	0	0
Gm15054	0	0	0	0	0	0	0
Gm15056	0	0	0	0	0	0	0
Gm15057	0	0	0	0	0	0	0
Gm15058	0	0	0	0	0	0	0
Gm15060	0	0	0	0	0	0	0
Gm15061	0	0	0	0	0	0	0
Gm15062	0	0	0	0	0	0	0
Gm15065	0	0	0	0	0	0	0
Gm15066	1	1	2	1	3	1	3
Gm15067	0	0	0	0	0	0	0
Gm15068	0	0	0	0	0	0	0
Gm15069	0	0	0	0	0	0	0
Gm15071	1	1	1	0	0	1	2
Gm15073	0	0	0	0	0	0	0
Gm15074	0	0	0	0	2	1	0
Gm15075	0	0	0	0	0	0	0
Gm15076	4	1	0	0	0	0	0
Gm15077	0	0	0	0	0	0	0
Gm15078	0	0	0	0	0	0	0
Gm15079	0	0	0	0	0	0	0
Gm15080	0	0	0	0	0	0	0
Gm15081	0	0	0	0	0	0	0
Gm15084	0	0	0	0	0	0	0
Gm15085	0	0	0	0	0	0	0
Gm15087	0	0	0	0	0	0	0
Gm15088	0	0	0	0	0	0	0
Gm15089	0	0	0	0	0	0	0
Gm15090	0	0	0	0	0	0	0
Gm15091	0	0	0	0	0	0	0
Gm15093	0	0	0	0	0	0	0
Gm15094	0	0	0	0	0	0	0
Gm15095	0	0	0	0	0	0	0
Gm15096	0	0	0	0	0	0	0
Gm15097	0	0	0	0	0	0	0
Gm15098	0	0	0	0	0	0	0
Gm15101	0	0	0	0	0	0	0
Gm15102	0	0	0	0	0	0	0
Gm15103	0	0	0	0	0	0	0
Gm15105	0	0	0	0	0	0	0
Gm15106	0	0	0	0	0	0	0
Gm15107	0	0	0	0	0	0	0
Gm15108	0	0	0	0	0	0	0
Gm15109	0	0	0	0	0	0	0
Gm15110	0	0	0	0	0	0	0
Gm15111	0	0	0	0	0	0	0
Gm15112	0	0	0	0	0	0	0
Gm15113	0	0	0	0	0	0	0
Gm15114	0	0	0	0	0	0	0
Gm15115	0	0	0	0	0	0	0
Gm15116	0	0	0	0	0	0	0
Gm15120	0	0	0	0	0	0	0
Gm15121	0	0	0	0	0	0	0
Gm15125	0	0	0	0	0	0	0
Gm15126	0	0	0	0	0	0	0
Gm15127	0	0	0	0	0	0	0
Gm15128	0	0	0	0	0	0	0
Gm15129	0	0	0	0	0	0	0
Gm15130	0	0	0	0	0	0	0
Gm15131	0	0	0	0	0	0	0
Gm15132	0	0	0	0	0	0	0
Gm15136	0	0	0	0	0	0	0
Gm15140	0	0	0	0	0	0	0
Gm15141	0	0	0	0	0	0	0
Gm15142	0	0	0	0	0	0	0
Gm15143	0	0	0	0	0	0	0
Gm15147	0	0	0	0	0	0	0
Gm15148	0	0	0	0	0	0	0
Gm15149	0	0	0	0	0	0	0
Gm15151	0	0	0	0	0	0	0
Gm15152	0	0	0	0	0	0	0
Gm15153	0	0	0	0	0	0	0
Gm15154	0	0	0	0	0	0	0
Gm15155	0	0	0	0	0	0	0
Gm15157	0	0	0	0	1	0	0
Gm15158	0	0	0	0	0	0	0
Gm15159	0	0	0	0	0	0	0
Gm15160	0	0	0	0	0	0	0
Gm15161	0	0	0	0	0	0	0
Gm15162	0	0	0	0	0	0	0
Gm15163	0	0	1	0	0	0	0
Gm15164	0	0	0	0	0	0	0
Gm15165	0	0	0	0	0	0	0
Gm15166	0	0	0	0	0	0	0
Gm15167	0	0	0	0	0	0	0
Gm15168	0	0	0	0	2	1	0
Gm15170	0	0	0	0	0	0	0
Gm15171	0	0	0	0	0	0	0
Gm15172	0	0	0	0	0	0	0
Gm15173	0	0	0	0	0	0	0
Gm15175	0	0	0	0	0	0	0
Gm15176	0	0	0	0	0	0	0
Gm15177	0	0	0	0	0	0	0
Gm15180	0	0	0	0	0	0	0
Gm15181	0	0	0	0	0	0	0
Gm15182	0	0	0	0	0	0	0
Gm15183	0	0	0	0	0	0	0
Gm15185	1	3	0	0	1	2	0
Gm15186	0	0	0	0	0	0	0
Gm15187	0	0	0	0	0	0	0
Gm15188	0	0	0	0	0	0	0
Gm15189	0	0	0	0	0	0	0
Gm15190	0	0	1	0	0	0	0
Gm15191	1	4	1	5	2	0	0
Gm15192	0	0	0	0	0	0	0
Gm15193	0	0	0	0	0	0	0
Gm15194	0	0	0	0	0	0	0
Gm15195	0	0	0	0	0	0	0
Gm15196	0	0	0	0	0	0	0
Gm15197	0	0	0	0	0	0	0
Gm15198	0	0	0	0	0	0	1
Gm15203	0	0	0	0	0	0	0
Gm15204	1	0	0	0	2	0	0
Gm15206	0	0	0	0	0	0	0
Gm15207	0	0	0	0	0	0	0
Gm15209	0	0	0	0	0	0	0
Gm15210	0	0	0	0	0	0	0
Gm15211	0	0	0	0	0	0	0
Gm15212	0	0	0	0	0	0	1
Gm15213	0	0	0	0	0	0	0
Gm15214	0	0	0	0	0	0	0
Gm15215	0	0	0	0	0	0	0
Gm15216	0	0	0	0	0	0	0
Gm15217	0	0	1	0	2	0	0
Gm15220	0	0	0	0	0	0	0
Gm15223	0	0	0	0	0	0	0
Gm15224	0	0	0	0	0	0	0
Gm15225	0	0	0	0	0	0	0
Gm15227	0	0	0	0	0	0	0
Gm15229	0	0	0	0	0	0	0
Gm15231	0	0	0	0	0	0	0
Gm15233	0	0	0	0	0	0	0
Gm15235	0	0	0	0	0	0	0
Gm15236	0	0	0	0	0	0	0
Gm15237	0	0	0	0	0	0	0
Gm15238	0	0	0	0	0	0	0
Gm15240	0	0	0	0	0	0	0
Gm15242	0	0	0	0	0	0	0
Gm15244	0	0	0	0	0	0	0
Gm15251	0	0	0	0	0	0	0
Gm15252	0	0	0	0	0	0	0
Gm15254	0	0	0	0	0	0	0
Gm15256	0	0	0	0	0	0	0
Gm15257	0	0	0	0	0	0	0
Gm15258	0	0	0	0	0	0	0
Gm15259	0	0	0	0	0	0	0
Gm15260	0	0	0	0	0	0	0
Gm15262	2	0	0	0	0	0	1
Gm15263	0	0	0	0	0	0	0
Gm15264	1	1	0	0	0	0	0
Gm15266	0	0	0	0	0	0	0
Gm15267	0	0	0	0	0	0	0
Gm15268	0	0	0	0	0	0	0
Gm1527	0	0	0	0	0	0	0
Gm15272	0	0	0	0	0	0	0
Gm15273	0	0	0	0	0	0	0
Gm15274	0	0	0	0	0	0	0
Gm15275	0	0	0	0	0	0	0
Gm15276	2	0	1	0	1	0	0
Gm15279	0	0	0	0	0	0	0
Gm15280	70	40	30	66	92	21	23
Gm15281	0	0	0	0	0	0	0
Gm15282	0	0	0	0	0	0	0
Gm15284	3035	10143	9143	12659	6441	11819	757
Gm15285	0	0	0	0	0	0	0
Gm15289	0	0	0	0	0	0	0
Gm15292	29	195	212	186	67	251	12
Gm15293	0	6	16	3	1	13	0
Gm15294	0	0	0	0	1	0	0
Gm15297	0	0	0	0	0	0	0
Gm15299	0	0	0	0	0	1	0
Gm15300	0	0	0	0	0	0	0
Gm15302	0	2	0	0	0	0	0
Gm15303	0	0	0	0	0	0	0
